clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_ACC	codon_TAA	codon_CCC	codon_TAC	codon_CCT	codon_AAC	codon_CTA	codon_GGC	codon_AGA	codon_CGT	codon_GCT	codon_TGC	codon_AGC	codon_ATG	codon_TGG	codon_TTG	codon_GGG	codon_CCG	codon_AGT	codon_TCC	codon_CTT	codon_CTG	codon_CGG	codon_CTC	codon_GCC	codon_AAG	codon_AGG	codon_TCT	codon_TAT	codon_TCA	codon_GGT	codon_ACT	codon_CAC	codon_GAG	codon_GTC	codon_ATT	codon_GCG	codon_TGT	codon_CAT	codon_CGC	codon_CAA	codon_GAC	codon_GGA	codon_CAG	codon_ATC	codon_TTC	codon_CCA	codon_GTG	codon_AAA	codon_AAT	codon_GAA	codon_TCG	codon_ATA	codon_CGA	codon_GCA	codon_GTT	codon_ACG	codon_GAT	codon_ACA	codon_TTA	codon_TTT	codon_GTA	codon_TGA	codon_TAG
NC_073256.2	-1::NC_073256.2:17136647-17141990	5343	False	0.6223	1	22.0	7.0	1.0		31.0			1.0	37.0	4.0		65.0		39.0	64.0	3.0	221.0	1.0	31.0			68.0	24.0	3.0		5.0	76.0	1.0	2.0		39.0	50.0	86.0	83.0	2.0	3.0	26.0	100.0	14.0	2.0		99.0	118.0	45.0	1.0			171.0	3.0	16.0	19.0	1.0			43.0	1.0	3.0	4.0	97.0			10.0	38.0	1.0
NC_073256.2	-1::NC_073256.2:22177139-22182674	5535	False	0.7528	2	61.0	6.0	211.0		68.0			68.0	6.0	1.0	62.0	6.0	6.0				198.0	7.0	62.0		62.0	62.0	7.0	63.0	193.0		73.0	12.0			62.0	1.0		68.0			68.0	1.0	6.0	80.0		6.0	2.0		63.0		62.0		62.0					62.0	62.0									6.0
NC_073256.2	1::NC_073256.2:22177140-22182804	5664	False	0.7458	2	8.0		392.0	2.0	10.0			68.0	1.0	1.0	6.0		62.0	1.0	63.0	1.0	80.0		6.0	2.0	8.0	9.0	62.0	131.0	18.0	63.0	6.0	1.0	3.0	2.0	7.0		1.0	70.0		1.0	130.0		1.0	7.0		2.0	124.0	125.0	8.0	1.0	68.0	64.0	6.0	1.0		124.0		6.0	7.0	2.0		1.0		61.0	2.0	63.0		
NC_073256.2	-1::NC_073256.2:29598794-29604455	5661	False	0.7575	2	1.0	19.0	166.0	20.0	69.0	2.0		148.0	1.0		19.0	50.0	49.0	2.0	67.0		262.0	19.0		38.0	20.0	38.0		100.0	68.0	51.0	53.0	1.0			51.0	49.0	2.0	88.0	2.0	1.0	100.0		1.0	105.0	2.0		2.0	52.0	1.0		19.0	1.0	2.0	1.0			2.0	37.0			1.0	51.0	1.0		49.0	2.0	2.0	
NC_073256.2	1::NC_073256.2:29598885-29604456	5571	False	0.7623	2	2.0		154.0		68.0		49.0	106.0	99.0		49.0	18.0	19.0	50.0	20.0		254.0	50.0	1.0	2.0		1.0	49.0	87.0	116.0	19.0	68.0	50.0			18.0	19.0		22.0	49.0		186.0			69.0	1.0			19.0								49.0	2.0	1.0	1.0			19.0	2.0	50.0	19.0			
NC_073256.2	-2::NC_073256.2:160452769-160474345	21576	False	0.7128	1		2.0	252.0		2.0	1.0		70.0	2.0	285.0	5.0	62.0	1.0	1.0	8.0	1.0	1339.0	313.0	341.0	207.0		12.0	9.0	4.0	71.0	4.0	588.0	6.0			41.0	1.0		955.0	273.0	1.0	34.0	360.0	2.0	30.0			646.0	40.0		2.0		752.0	3.0	2.0		25.0			55.0	1.0		3.0			1.0	4.0	374.0	1.0
NC_073256.2	-1::NC_073256.2:160452803-160474382	21579	False	0.7131	1			205.0	1.0				45.0	4.0	344.0	2.0	75.0		3.0	14.0	2.0	1289.0	326.0	271.0	248.0		8.0	7.0	7.0	60.0		726.0	7.0			34.0	1.0		1022.0	289.0	3.0	39.0	382.0		21.0			577.0	56.0			2.0	732.0	4.0			23.0			59.0	2.0			1.0			3.0	296.0	3.0
NC_073256.2	-3::NC_073256.2:160452855-160461573	8718	False	0.715	1	1.0		100.0	1.0	1.0			30.0	1.0	140.0	2.0	32.0			4.0		547.0	112.0	137.0	96.0		1.0	4.0	4.0	27.0		282.0	2.0			19.0			349.0	98.0		9.0	123.0		10.0			250.0	24.0				319.0				11.0			16.0								154.0	
NC_073256.2	-3::NC_073256.2:160461576-160474362	12786	False	0.7131	1		1.0	137.0		3.0			36.0	2.0	221.0	5.0	44.0	1.0		7.0	2.0	780.0	155.0	188.0	164.0		1.0	1.0	3.0	41.0		468.0	2.0			26.0			522.0	131.0		18.0	175.0		12.0		1.0	346.0	35.0		1.0		479.0			3.0	18.0			23.0	1.0		1.0			1.0	1.0	205.0	1.0
NC_073256.2	3::NC_073256.2:162461573-162469805	8232	False	0.6348	0	21.0		20.0	31.0	231.0		14.0	134.0		8.0	165.0	128.0	3.0	6.0	157.0	55.0	146.0	9.0	1.0	116.0	7.0	430.0	5.0	5.0	120.0		1.0	17.0	26.0		14.0	12.0		2.0	124.0		4.0	393.0		3.0		1.0	3.0	2.0	21.0	2.0	1.0	210.0				1.0			3.0	52.0	3.0				3.0	34.0		
NC_073256.2	2::NC_073256.2:162464572-162471826	7254	False	0.6376	0	14.0		16.0	29.0	233.0		9.0	126.0		8.0	156.0	128.0	1.0	2.0	105.0	49.0	160.0	9.0		122.0	2.0	344.0	2.0	2.0	79.0		1.0	12.0	23.0		12.0	14.0		4.0	94.0			340.0		11.0		3.0			10.0			203.0				1.0	1.0		2.0	46.0				3.0	5.0	37.0		
NC_073256.2	2::NC_073256.2:162472306-162477724	5418	False	0.632	0	12.0		7.0	19.0	169.0		7.0	90.0		3.0	114.0	93.0		4.0	98.0	34.0	95.0	4.0		80.0	5.0	283.0		3.0	73.0		2.0	6.0	19.0		8.0	7.0	2.0	4.0	73.0		4.0	258.0	1.0			5.0	4.0		15.0	3.0		137.0						1.0		38.0	1.0		2.0		1.0	22.0		
NC_073256.2	3::NC_073256.2:162472517-162477707	5190	False	0.632	0	12.0		10.0	14.0	150.0		4.0	76.0		2.0	98.0	89.0	2.0	5.0	95.0	39.0	104.0	3.0	2.0	81.0	2.0	278.0	2.0	2.0	76.0			6.0	14.0		3.0	12.0			81.0	2.0	3.0	252.0		3.0		5.0	3.0		13.0		1.0	112.0				1.0				40.0	2.0			2.0	3.0	26.0		
NC_073256.2	-2::NC_073256.2:162784594-162793672	9078	False	0.5003	0															1.0		1.0		1.0								261.0				1251.0				1.0																					260.0								1250.0
NC_073256.2	3::NC_073256.2:162784595-162793673	9078	False	0.5002	0																	262.0										1250.0			1.0	1.0																									1251.0				260.0		1.0		
NC_073256.2	1::NC_073256.2:162784608-162789711	5103	False	0.5005	0																	850.0														1.0													1.0																849.0				
NC_073256.2	-1::NC_073256.2:162784613-162789716	5103	False	0.5005	0																	2.0										849.0																													849.0						1.0		
NC_073254.2	3::NC_073254.2:15616277-15624254	7977	False	0.7433	2	138.0		340.0	1.0	143.0		2.0	2.0	67.0	1.0	143.0	82.0	71.0	2.0	3.0	10.0	3.0	135.0	1.0	75.0	14.0	77.0		204.0	138.0	72.0	5.0	5.0		5.0	1.0	7.0	73.0	1.0	1.0		3.0		3.0	264.0	67.0	71.0	3.0	72.0	2.0	3.0	70.0	2.0	1.0		1.0	128.0			139.0	1.0	1.0		2.0	1.0	2.0	1.0		
NC_073254.2	2::NC_073254.2:15616363-15624085	7722	False	0.7479	1	136.0		335.0		138.0			3.0	68.0	1.0	140.0	79.0	70.0			8.0		132.0		71.0	10.0	74.0	1.0	202.0	133.0	67.0	2.0	1.0		2.0		4.0	72.0	1.0	2.0			1.0	1.0	263.0	69.0	72.0	1.0	70.0		1.0	68.0		2.0			131.0			139.0		1.0	1.0	1.0		1.0			
NC_073254.2	-1::NC_073254.2:15616468-15624061	7593	False	0.7503	0	135.0		333.0		136.0				67.0	1.0	137.0	78.0	69.0			8.0		132.0		71.0	9.0	73.0		198.0	133.0	67.0	1.0					4.0	70.0		1.0					263.0	68.0	69.0	1.0	68.0			68.0					130.0			138.0		1.0		1.0		1.0			
NC_073254.2	1::NC_073254.2:15616476-15624231	7755	False	0.7478	1	137.0		338.0		141.0		1.0	4.0	68.0	1.0	142.0	79.0	69.0		1.0	8.0		131.0	1.0	69.0	9.0	75.0		205.0	134.0	67.0	2.0		1.0	3.0		4.0	77.0	1.0	2.0		1.0	4.0		260.0	67.0	68.0		70.0	1.0	2.0	71.0					132.0			137.0		1.0				1.0			
NC_073254.2	-3::NC_073254.2:15617882-15623909	6027	False	0.7541	0	108.0		267.0		109.0				53.0	1.0	110.0	59.0	54.0		2.0	4.0		108.0		54.0	3.0	55.0		161.0	108.0	54.0						1.0	55.0		1.0					213.0	54.0	54.0	1.0	54.0			54.0					104.0			108.0									
NC_073254.2	-2::NC_073254.2:15617997-15624084	6087	False	0.7526	0	108.0		268.0		111.0			3.0	54.0	1.0	111.0	60.0	54.0			5.0		105.0		54.0	4.0	58.0		163.0	109.0	55.0						2.0	56.0		1.0					212.0	54.0	54.0		54.0			56.0					107.0			109.0		1.0							
NC_073254.2	-3::NC_073254.2:17774396-17780129	5733	False	0.6232	0	4.0	3.0	3.0		2.0	2.0		2.0	6.0	3.0	91.0	120.0	4.0	9.0	210.0	48.0	140.0	9.0	79.0	7.0		98.0	92.0	3.0	3.0	2.0	5.0	6.0	1.0		179.0	1.0	2.0	114.0	8.0	1.0	1.0	5.0	4.0				96.0	3.0	1.0	95.0	4.0	171.0	1.0	12.0	11.0	81.0		2.0	5.0	117.0		2.0	1.0		32.0	1.0	9.0	
NC_073254.2	-1::NC_073254.2:17774704-17780362	5658	False	0.6241	0	3.0	2.0		1.0	1.0				1.0		100.0	91.0		11.0	201.0	28.0	124.0	17.0	94.0	10.0		125.0	90.0			1.0	2.0	2.0	1.0		201.0	2.0	1.0	79.0	17.0	2.0	3.0	2.0			1.0		112.0	5.0		75.0		190.0	1.0	7.0	12.0	76.0			2.0	155.0					26.0		12.0	
NC_073254.2	-1::NC_073254.2:177881587-177889573	7986	False	0.6675	1	3.0	2.0	2.0		7.0	3.0		15.0	16.0	2.0	6.0	10.0	10.0	7.0	271.0	3.0	270.0	2.0	126.0	2.0	6.0	10.0	7.0	4.0	3.0	15.0	381.0	6.0			154.0	3.0	7.0	431.0	8.0	2.0	15.0	8.0	1.0	3.0	1.0	3.0	459.0	13.0	5.0	3.0	7.0	241.0		2.0	17.0	2.0	1.0	5.0	7.0	6.0	4.0	4.0	4.0		5.0	17.0	16.0	19.0
NC_073254.2	-3::NC_073254.2:177881699-177889148	7449	False	0.6739	1	2.0	1.0	3.0			2.0		7.0	9.0	1.0	2.0	4.0	6.0	2.0	232.0	8.0	262.0	1.0	123.0		1.0	7.0	9.0	1.0	1.0	8.0	324.0	2.0			165.0	4.0	1.0	455.0	3.0	1.0	11.0	4.0			2.0	3.0	474.0	5.0		2.0	2.0	257.0	4.0	1.0	11.0	2.0		5.0	5.0	3.0		5.0				14.0	11.0	15.0
NC_073254.2	-2::NC_073254.2:177881889-177889524	7635	False	0.6723	1		1.0	6.0		3.0	2.0		13.0	11.0	1.0	7.0	5.0	1.0	2.0	263.0	6.0	261.0	1.0	124.0	4.0	2.0	8.0	11.0	1.0	4.0	18.0	354.0	1.0			140.0	1.0	3.0	480.0	3.0	2.0	5.0	6.0	4.0		2.0	2.0	423.0	8.0		1.0	2.0	273.0	1.0	3.0	12.0	1.0	2.0	2.0	8.0	2.0	3.0	5.0	2.0			17.0	8.0	14.0
NC_073254.2	-3::NC_073254.2:188186627-188192957	6330	False	0.6276	1	44.0	2.0	87.0		5.0	69.0		45.0	3.0	76.0	30.0	38.0	3.0		70.0	8.0	27.0	115.0	42.0	81.0	2.0	50.0	99.0	78.0	69.0		28.0	77.0	1.0		40.0	32.0	31.0	52.0	29.0	41.0	3.0	2.0	4.0	48.0	2.0		148.0	5.0	2.0	57.0	52.0	84.0		9.0	55.0	27.0			3.0	41.0	39.0	42.0			83.0		30.0	
NC_073254.2	-2::NC_073254.2:188186700-188192712	6012	False	0.6304	1	38.0		66.0		5.0	42.0		40.0		47.0	40.0	23.0	3.0	1.0	67.0	10.0	28.0	156.0	39.0	52.0		76.0	84.0	62.0	83.0		12.0	59.0			23.0	30.0	41.0	50.0	42.0	53.0	6.0		3.0	42.0	1.0	1.0	124.0	4.0		85.0	46.0	77.0	2.0	6.0	83.0	41.0			1.0	37.0	27.0	39.0			65.0	1.0	41.0	
NC_073254.2	-1::NC_073254.2:188186797-188192935	6138	False	0.629	0	28.0		68.0		3.0	73.0		28.0		84.0	38.0	41.0			83.0	8.0	29.0	135.0	27.0	85.0		72.0	116.0	64.0	65.0		28.0	67.0			39.0	19.0	39.0	65.0	39.0	50.0	5.0		3.0	32.0			110.0	6.0	1.0	79.0	32.0	54.0		11.0	77.0	39.0				24.0	42.0	27.0	1.0		71.0		39.0	
NC_073254.2	2::NC_073254.2:188264023-188289880	25857	False	0.6916	1			114.0	114.0	352.0	1.0	118.0	351.0	3.0	118.0	114.0	239.0		6.0	232.0	2.0	742.0		3.0	345.0	5.0	343.0	155.0	118.0	115.0	3.0	537.0	3.0		73.0	235.0	115.0	467.0	3.0	232.0		229.0	1.0	117.0	223.0	1.0	340.0	341.0	538.0	118.0	3.0	120.0	121.0	1.0	4.0	9.0	41.0	1.0		349.0		227.0		573.0		1.0	3.0		
NC_073254.2	3::NC_073254.2:188264078-188289713	25635	False	0.693	0			116.0	116.0	343.0		116.0	346.0		115.0	115.0	237.0		4.0	230.0	2.0	735.0	1.0		348.0	1.0	342.0	156.0	118.0	116.0	1.0	537.0	1.0		77.0	238.0	111.0	460.0		232.0		231.0		114.0	226.0		333.0	340.0	537.0	115.0	1.0	113.0	119.0		6.0	4.0	39.0			347.0		228.0		578.0					
NC_073254.2	1::NC_073254.2:188264100-188289723	25623	False	0.6929	0			117.0	116.0	347.0		114.0	347.0	1.0	115.0	116.0	230.0	1.0	6.0	236.0		727.0			347.0	2.0	338.0	156.0	116.0	117.0		537.0	1.0		77.0	237.0	110.0	458.0		228.0		231.0		119.0	228.0	1.0	337.0	346.0	536.0	114.0		115.0	124.0		4.0	3.0	41.0			345.0		222.0		578.0					
NC_073254.2	2::NC_073254.2:188832130-188842537	10407	False	0.6059	0	1.0		5.0	2.0	194.0		8.0		193.0	2.0	1.0	2.0	190.0		63.0		184.0	189.0		579.0	194.0	192.0		1.0			160.0	212.0		1.0		3.0	207.0	130.0					184.0	1.0	2.0		196.0	4.0	7.0	198.0		2.0		1.0		122.0				1.0	36.0				2.0			
NC_073254.2	-3::NC_073254.2:189091061-189096125	5064	False	0.6139	2			4.0	1.0	2.0			4.0	32.0		1.0	1.0	1.0	134.0	131.0	1.0	302.0	1.0	4.0	1.0	1.0	7.0	1.0	2.0	3.0	29.0	170.0	1.0			3.0	1.0	1.0	115.0				4.0		2.0	2.0	56.0	299.0	62.0	2.0	2.0	1.0	2.0	28.0	45.0	64.0		2.0	1.0	4.0	3.0	2.0	93.0	55.0				2.0	3.0
NC_073254.2	3::NC_073254.2:190437653-190442777	5124	False	0.5215	1	1.0		7.0	32.0	73.0	1.0	3.0	6.0		4.0	4.0	38.0	1.0	2.0	28.0	94.0	125.0	2.0	4.0	54.0	13.0	115.0	46.0	91.0	37.0		8.0	103.0	4.0	14.0	70.0	37.0	1.0	1.0	5.0	7.0	4.0	169.0	4.0			2.0	4.0	18.0	1.0	112.0	3.0	10.0			2.0	49.0		1.0	4.0	226.0		3.0	1.0	32.0	32.0			
NC_073254.2	1::NC_073254.2:190437786-190442997	5211	False	0.5166	1	1.0		3.0	34.0	90.0	1.0	3.0	5.0		7.0	3.0	34.0		1.0	20.0	101.0	121.0	2.0	2.0	53.0	13.0	122.0	48.0	84.0	37.0		16.0	102.0	3.0	8.0	81.0	36.0	2.0	2.0	8.0	7.0	2.0	172.0	3.0				6.0	16.0		110.0	1.0	7.0				52.0				240.0		1.0	1.0	43.0	33.0			
NC_073254.2	-2::NC_073254.2:191139159-191146335	7176	False	0.5011	1																	2.0										205.0				990.0				5.0																					200.0								990.0
NC_073254.2	2::NC_073254.2:191139160-191146336	7176	False	0.501	1																	206.0										990.0			5.0	1.0																									990.0				200.0				
NC_073254.2	-1::NC_073254.2:191139208-191145151	5943	False	0.5003	0																	1.0										990.0																													990.0								
NC_073254.2	3::NC_073254.2:191139209-191145152	5943	False	0.5001	0																	990.0														1.0																													990.0				
NC_085926.1	-1::NC_085926.1:2064-8217	6153	False	0.5014	1	9.0	41.0	41.0		976.0	976.0																		7.0																							1.0																	
NC_085926.1	2::NC_085926.1:2065-8218	6153	False	0.5015	1	976.0		9.0		41.0	41.0	976.0																							7.0											1.0																							
NC_085926.1	-2::NC_085926.1:2309-8231	5922	False	0.5015	1	1.0	976.0	978.0		9.0	2.0																											7.0																1.0															
NC_085926.1	1::NC_085926.1:2310-8316	6006	False	0.5035	1	9.0		1.0		991.0	979.0	2.0																	7.0									12.0														1.0																	
NC_085926.1	3::NC_085926.1:192412925-192418193	5268	False	0.6213	1	65.0		165.0		133.0		1.0	63.0		4.0	8.0	58.0	6.0	65.0	64.0	4.0		1.0		51.0	2.0	81.0		221.0	60.0			144.0	1.0	100.0	1.0		86.0		10.0		1.0	16.0	124.0	12.0		1.0		6.0	73.0	1.0	31.0	3.0			1.0	2.0	1.0		82.0	4.0	3.0				1.0			
NC_085926.1	2::NC_085926.1:193687996-193693474	5478	False	0.5327	0	501.0		6.0	2.0	7.0	30.0	7.0	69.0	1.0	1.0	4.0	8.0	18.0	1.0	4.0	5.0	3.0	4.0	17.0	6.0	66.0	3.0	1.0	8.0	6.0		2.0	1.0		2.0	1.0	13.0	332.0		2.0	2.0			268.0	2.0	8.0	1.0	2.0	1.0	27.0	339.0	6.0	1.0	3.0	3.0	1.0	3.0		1.0	5.0	3.0	6.0		8.0	1.0	4.0			
NC_085926.1	3::NC_085926.1:195330128-195348608	18480	False	0.5798	1	1.0		3.0	2.0	6.0	5.0		4.0	857.0			3.0	3.0	3.0	3.0		1296.0	1.0	50.0		1.0	4.0	5.0	2.0		3.0	391.0	870.0	3.0	1.0	1.0	561.0	2.0	149.0	1.0	243.0	1.0	4.0			5.0	716.0	43.0	4.0	1.0	1.0	862.0	4.0	5.0	13.0	6.0		1.0	1.0	3.0	2.0			12.0			2.0		
NC_085926.1	-2::NC_085926.1:195330260-195348617	18357	False	0.5794	0	1.0		1.0	2.0	4.0	4.0		2.0	855.0				1.0	3.0	3.0		1296.0		50.0			1.0	4.0	1.0		2.0	390.0	869.0	3.0			561.0		148.0		243.0	1.0	1.0			5.0	716.0	42.0	2.0	1.0	1.0	860.0	3.0	4.0	13.0	6.0		1.0	1.0	1.0	2.0			11.0		1.0	2.0	1.0	
NC_085926.1	-1::NC_085926.1:195330324-195344922	14598	False	0.5882	0		1.0			1.0			3.0	74.0			1.0	1.0							1.0	478.0	696.0				3.0	17.0					1.0	12.0			13.0						684.0	1355.0	685.0		1.0			2.0		30.0				1.0	37.0	442.0		159.0		166.0		2.0	
NC_085926.1	-3::NC_085926.1:195330346-195348511	18165	False	0.5811	0	858.0	1.0			1.0	37.0			1.0		1.0		1.0		3.0		20.0		3.0			1.0	462.0		3.0	6.0	851.0				1.0			1027.0					1.0			532.0		253.0		864.0				2.0	15.0						5.0	240.0	3.0				863.0	
NC_085926.1	1::NC_085926.1:195330360-195348504	18144	False	0.5813	0				1.0			1.0	2.0	131.0			1.0	1.0				1.0			1.0	561.0	866.0				1.0	19.0					1.0	14.0	2.0		13.0					1.0	851.0	1680.0	851.0					2.0		41.0			1.0	1.0	49.0	461.0		253.0		241.0			
NC_085926.1	-1::NC_085926.1:196420338-196428939	8601	False	0.5002	1																	1.0										1036.0				397.0																									1036.0								397.0
NC_085926.1	2::NC_085926.1:196420339-196428940	8601	False	0.5001	0																	1036.0										397.0				1.0																									397.0				1036.0				
NC_073263.2	-3::NC_073263.2:1840-9163	7323	False	0.5196	1	60.0	14.0	24.0		1132.0	1111.0												46.0				1.0		17.0									21.0								1.0	7.0																	3.0				4.0	
NC_073263.2	3::NC_073263.2:1841-9074	7233	False	0.5176	1	1131.0		59.0		13.0	13.0	1107.0																	21.0						17.0			3.0														1.0							46.0										
NC_073263.2	-1::NC_073263.2:1917-8145	6228	False	0.5003	1	1.0	1037.0	1038.0																																																													
NC_073263.2	2::NC_073263.2:1918-9130	7212	False	0.5197	1	59.0		8.0		1131.0	1111.0												46.0				1.0		17.0									21.0									7.0																	3.0					
NC_073263.2	2::NC_073263.2:116117362-116126362	9000	False	0.501	0	3.0		2.0	6.0	2.0	6.0	6.0	1.0	6.0		1.0	2.0		1.0	8.0	1.0	49.0			1.0		2.0	1.0	2.0	3.0	5.0	1386.0			3.0	1.0		2.0	4.0	41.0	1.0			1.0		4.0	4.0	2.0	1.0	2.0	1.0	2.0	7.0	12.0	5.0	4.0		5.0		3.0	1339.0		1.0	5.0	51.0	3.0	2.0		
NC_073263.2	-1::NC_073263.2:116117523-116126361	8838	False	0.5025	0	3.0	4.0			3.0	2.0			4.0		1.0	1.0	1.0	3.0			1.0				3.0	2.0				1.0	51.0	2.0	1.0		1387.0	1.0	1.0	8.0	1.0	1.0		1.0	2.0		6.0		2.0	42.0		1.0	2.0	2.0	9.0	1.0	1.0	1.0			1.0	51.0		1.0	1.0				3.0	1337.0
NC_073263.2	-3::NC_073263.2:116117719-116125738	8019	False	0.5059	0						1.0		1.0								1.0							1.0				1333.0								41.0						1.0							7.0		1.0	2.0					1284.0								
NC_073263.2	3::NC_073263.2:116117876-116125739	7863	False	0.5036	0																	1310.0													28.0	1.0																													1282.0				
NC_073264.2	-2::NC_073264.2:106655985-106665978	9993	False	0.6735	1	2.0	2.0	1.0			1.0		64.0	1.0	1.0	4.0	2.0	116.0	5.0	104.0	1.0	460.0	2.0	5.0			8.0	183.0	1.0	4.0	107.0	149.0		1.0		179.0	3.0		160.0	2.0		171.0	476.0	2.0	5.0		1.0	195.0	5.0	1.0	2.0	1.0	659.0		2.0	101.0	6.0		2.0	25.0	16.0	2.0		1.0			2.0	88.0	
NC_073264.2	-1::NC_073264.2:106656475-106665931	9456	False	0.675	1								69.0		2.0	4.0	2.0	105.0		109.0	16.0	440.0	3.0	6.0	1.0		4.0	155.0		1.0	93.0	139.0	1.0	1.0		162.0			164.0	2.0		167.0	470.0		15.0	1.0		178.0	18.0	1.0			636.0	1.0	3.0	107.0	1.0		4.0	5.0			1.0					65.0	
NC_073264.2	-1::NC_073264.2:108443614-108449293	5679	False	0.501	1															2.0		2.0										264.0				681.0																					1.0				264.0						1.0		678.0
NC_073264.2	3::NC_073264.2:108443615-108449288	5673	False	0.5008	1																	267.0						1.0				678.0																													681.0				264.0				
NC_073255.2	-3::NC_073255.2:358-6655	6297	False	0.4999	0	1.0	218.0	218.0		831.0	830.0																																											1.0															
NC_073255.2	3::NC_073255.2:359-6656	6297	False	0.5001	0	830.0		1.0		218.0	219.0	831.0																																																									
NC_073255.2	-1::NC_073255.2:4940955-4948008	7053	False	0.4049	0	2.0	1.0		133.0		6.0		2.0	9.0	2.0	7.0	8.0	104.0	11.0	88.0	2.0	4.0		208.0				2.0		3.0		102.0	2.0	200.0		103.0	25.0	5.0		3.0	209.0	1.0	104.0	9.0	2.0		48.0	194.0		98.0			106.0		11.0	4.0	11.0	2.0	7.0	120.0	18.0	3.0	243.0	1.0		13.0	8.0	12.0	95.0
NC_073255.2	2::NC_073255.2:4999636-5005651	6015	False	0.6258	0	150.0		69.0	1.0		72.0		1.0	71.0	3.0	8.0	23.0	139.0	3.0	3.0		1.0	86.0	4.0	90.0	6.0	33.0	1.0	60.0	1.0	1.0	1.0	25.0	1.0	6.0		63.0	157.0	74.0	1.0			1.0	54.0	86.0	72.0		2.0	136.0	50.0	9.0	148.0	2.0	5.0	1.0	2.0		2.0		248.0	1.0	1.0	1.0	27.0	1.0		2.0		
NC_073255.2	3::NC_073255.2:5000252-5005592	5340	False	0.6311	0	133.0		62.0			65.0		1.0	63.0	1.0	5.0	29.0	127.0		1.0	1.0	1.0	83.0		81.0	9.0	26.0		52.0		1.0		23.0		3.0		54.0	147.0	63.0					46.0	73.0	67.0		1.0	126.0	49.0	5.0	133.0	1.0			2.0			1.0	223.0	1.0			20.0			1.0		
NC_073255.2	-3::NC_073255.2:5417086-5429629	12543	False	0.6468	1	1.0		4.0	1.0	4.0	1.0		5.0	5.0	3.0	3.0	3.0		153.0	150.0	4.0	1031.0		4.0	4.0	4.0	188.0	48.0	2.0	3.0	1.0	296.0	190.0	2.0		6.0	2.0		292.0	3.0	2.0	3.0	200.0	2.0		2.0	53.0	484.0	8.0	189.0	1.0	1.0	212.0	2.0	6.0	5.0		3.0	1.0	6.0	2.0	44.0	335.0	3.0		5.0		199.0	
NC_073255.2	-1::NC_073255.2:5417109-5429478	12369	False	0.6483	1	1.0		2.0		1.0			4.0	2.0	2.0	2.0	2.0	2.0	153.0	148.0	4.0	1027.0	1.0	3.0		3.0	184.0	50.0	4.0		3.0	291.0	188.0	1.0		2.0		1.0	294.0		1.0	2.0	205.0	2.0			49.0	485.0	7.0	185.0	1.0		208.0	1.0	2.0	7.0		1.0		1.0		48.0	337.0	7.0		2.0	2.0	195.0	
NC_073255.2	-2::NC_073255.2:5417162-5429870	12708	False	0.6469	2	2.0		5.0	1.0	5.0	1.0		5.0	6.0	2.0	6.0	4.0	3.0	156.0	153.0	9.0	1037.0	1.0	4.0	3.0	6.0	193.0	46.0	4.0	4.0	6.0	294.0	191.0	2.0		2.0		2.0	293.0	3.0	1.0	1.0	206.0	2.0	2.0	4.0	55.0	488.0	11.0	186.0	4.0	6.0	208.0	1.0	2.0	6.0	2.0	1.0	1.0	4.0	2.0	49.0	336.0	7.0		3.0	1.0	197.0	1.0
NC_073255.2	1::NC_073255.2:118971987-118996437	24450	False	0.558	1	596.0		157.0	67.0	338.0	10.0	28.0	397.0	29.0	51.0	27.0		649.0	23.0	18.0	17.0	15.0	37.0	242.0	292.0	63.0	67.0	14.0	174.0	223.0	9.0	2.0	225.0	5.0	500.0	81.0	279.0	320.0	112.0	90.0	6.0	21.0	2.0	8.0	83.0	72.0	120.0	88.0	67.0	38.0	184.0	281.0	30.0	39.0	3.0	350.0	57.0	36.0	15.0	192.0	84.0	141.0	33.0	916.0	72.0	47.0	8.0		
NC_073255.2	3::NC_073255.2:183314939-183319985	5046	False	0.192	0	1.0			56.0	4.0	1.0	118.0	2.0	3.0		2.0		1.0	3.0	1.0	3.0			1.0	8.0		12.0		144.0	1.0	2.0	1.0	207.0	458.0	1.0		61.0	1.0	1.0	3.0	66.0		21.0	2.0		2.0	1.0	1.0	2.0	2.0	68.0	2.0	5.0			1.0		375.0						7.0	3.0	7.0	21.0		
NC_073255.2	-1::NC_073255.2:194780400-194786145	5745	False	0.7805	1	31.0	1.0	222.0		94.0	1.0		31.0	3.0	2.0	1.0	5.0	45.0	2.0	1.0	2.0		124.0	77.0	77.0	2.0	3.0	19.0	70.0	204.0	1.0	1.0	2.0			1.0	1.0	121.0	1.0	52.0	1.0	70.0	4.0	1.0	199.0	2.0	1.0		109.0	2.0		108.0	3.0			2.0	78.0	1.0		31.0	1.0	2.0	1.0	96.0		3.0	1.0	2.0	
NC_073255.2	3::NC_073255.2:194780432-194786399	5967	False	0.7706	2	32.0		215.0	3.0	63.0	1.0	1.0	34.0	5.0		3.0	2.0	44.0	3.0	3.0	2.0	3.0	89.0	54.0	85.0	3.0	3.0	31.0	83.0	219.0	2.0	4.0	11.0	2.0	1.0	1.0		129.0	4.0	79.0	1.0	49.0	7.0	6.0	230.0	2.0	2.0	3.0	126.0	1.0	3.0	101.0	6.0	4.0	5.0	1.0	81.0	2.0	2.0	26.0	1.0	3.0		111.0	1.0	1.0			
