clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_TTT	codon_TCA	codon_ATT	codon_ATA	codon_GAA	codon_CAT	codon_AAC	codon_AGG	codon_AAA	codon_CAC	codon_GCA	codon_AAT	codon_GAT	codon_CAG	codon_ACA	codon_GTC	codon_ATG	codon_GAC	codon_CTG	codon_AGT	codon_ACT	codon_GTA	codon_ACC	codon_GGC	codon_CTT	codon_TTA	codon_CCC	codon_AAG	codon_TCC	codon_CTA	codon_GCT	codon_GAG	codon_AGA	codon_CAA	codon_TCT	codon_TTC	codon_TTG	codon_GGA	codon_TGT	codon_CCT	codon_GGG	codon_TAT	codon_CCA	codon_GCC	codon_ATC	codon_CGG	codon_GGT	codon_GTT	codon_CTC	codon_TGC	codon_GTG	codon_CGT	codon_AGC	codon_CCG	codon_CGA	codon_TGG	codon_TAC	codon_GCG	codon_ACG	codon_TCG	codon_CGC
NC_072424.2	2::NC_072424.2:65036416-65043592(+)	7176	False	0.3804	1	74.0	62.0	55.0	34.0	135.0	45.0	47.0	15.0	144.0	19.0	46.0	133.0	66.0	76.0	63.0	17.0	44.0	29.0	25.0	66.0	65.0	40.0	27.0	14.0	45.0	48.0	11.0	67.0	31.0	19.0	55.0	45.0	32.0	64.0	59.0	15.0	37.0	33.0	53.0	55.0	16.0	30.0	60.0	19.0	8.0	9.0	35.0	49.0	12.0	16.0	39.0	8.0	18.0	3.0	15.0	7.0	17.0	3.0	7.0	6.0	5.0
NC_072424.2	-1::NC_072424.2:120556821-120562326(-)	5505	False	0.4979	2	36.0	53.0	29.0	11.0	64.0	28.0	24.0	24.0	50.0	36.0	38.0	20.0	35.0	80.0	33.0	16.0	44.0	32.0	38.0	42.0	28.0	14.0	22.0	29.0	31.0	22.0	37.0	62.0	48.0	12.0	36.0	69.0	20.0	36.0	46.0	21.0	27.0	37.0	21.0	65.0	31.0	28.0	57.0	25.0	26.0	13.0	22.0	19.0	14.0	12.0	31.0	3.0	51.0	15.0	8.0	15.0	14.0	5.0	8.0	14.0	8.0
NC_072424.2	1::NC_072424.2:129069114-129074196(+)	5082	False	0.5018	2	17.0	33.0	18.0	15.0	170.0	12.0	10.0	10.0	81.0	11.0	52.0	11.0	53.0	59.0	42.0	33.0	19.0	40.0	22.0	23.0	32.0	22.0	41.0	18.0	14.0	20.0	27.0	63.0	33.0	8.0	53.0	135.0	16.0	32.0	39.0	8.0	13.0	41.0	5.0	36.0	33.0	3.0	34.0	36.0	11.0	5.0	16.0	24.0	9.0	5.0	51.0	2.0	24.0	9.0	1.0	9.0		8.0	15.0	7.0	5.0
NC_072437.2	-2::NC_072437.2:1476-10929(-)	9453	False	0.5011	0								1150.0																		415.0															425.0						1.0	1160.0													
NC_072437.2	2::NC_072437.2:1477-10930(+)	9453	False	0.5012	0							415.0																1160.0				1.0			1150.0										415.0			10.0																		
NC_072437.2	-3::NC_072437.2:3959-10922(-)	6963	False	0.5015	0																										1150.0											10.0				1160.0						1.0														
NC_072437.2	1::NC_072437.2:3960-10923(+)	6963	False	0.5017	0							1160.0																				11.0													1150.0																					
NC_072437.2	1::NC_072437.2:17553444-17571741(+)	18297	False	0.3874	2	107.0	219.0	138.0	127.0	353.0	119.0	102.0	71.0	439.0	60.0	144.0	171.0	189.0	141.0	201.0	39.0	146.0	91.0	82.0	139.0	118.0	89.0	40.0	41.0	103.0	125.0	54.0	221.0	54.0	84.0	61.0	190.0	140.0	232.0	139.0	60.0	81.0	107.0	64.0	111.0	61.0	76.0	157.0	31.0	61.0	9.0	79.0	79.0	56.0	22.0	65.0	16.0	64.0	13.0	9.0	29.0	31.0	7.0	18.0	14.0	10.0
NC_072437.2	3::NC_072437.2:70465352-70476911(+)	11559	False	0.3762	1	139.0	80.0	125.0	72.0	186.0	67.0	44.0	33.0	214.0	33.0	89.0	137.0	155.0	88.0	84.0	23.0	72.0	65.0	55.0	73.0	72.0	50.0	25.0	25.0	127.0	97.0	23.0	94.0	31.0	45.0	66.0	70.0	77.0	70.0	75.0	55.0	100.0	67.0	50.0	80.0	21.0	77.0	91.0	31.0	48.0	5.0	36.0	100.0	37.0	36.0	56.0	12.0	34.0	4.0	21.0	44.0	37.0	8.0	8.0	5.0	9.0
NC_072437.2	-1::NC_072437.2:74317024-74322034(-)	5010	False	0.724	1	5.0	39.0	3.0	1.0	2.0		1.0	45.0		41.0	51.0	3.0	8.0	81.0	3.0	2.0	15.0	32.0	2.0	2.0	26.0	2.0	24.0	139.0	42.0		47.0		89.0	1.0	34.0	55.0	58.0	2.0	14.0	44.0	2.0	21.0		42.0	94.0		27.0	39.0	1.0	107.0	37.0	1.0	101.0	4.0	40.0	2.0	3.0	50.0	7.0	36.0		63.0	44.0	1.0	35.0
NC_072437.2	3::NC_072437.2:97585397-97590419(+)	5022	False	0.3321	0	63.0	60.0	47.0	31.0	121.0	35.0	34.0	5.0	123.0	8.0	27.0	104.0	66.0	31.0	36.0	11.0	26.0	24.0	15.0	50.0	60.0	33.0	14.0	8.0	20.0	44.0	5.0	38.0	14.0	9.0	26.0	32.0	23.0	43.0	54.0	11.0	27.0	20.0	37.0	20.0	5.0	21.0	24.0	10.0	15.0	2.0	23.0	35.0	10.0	5.0	22.0	2.0	19.0	1.0		2.0	14.0	1.0	3.0	4.0	1.0
NC_072437.2	2::NC_072437.2:103889728-103895320(+)	5592	False	0.5245	2	34.0	15.0	37.0	23.0	52.0	30.0	37.0	19.0	29.0	27.0	23.0	28.0	63.0	64.0	38.0	37.0	38.0	62.0	81.0	27.0	48.0	20.0	36.0	52.0	17.0	12.0	47.0	26.0	24.0	20.0	34.0	62.0	21.0	16.0	26.0	45.0	41.0	27.0	4.0	45.0	32.0	20.0	26.0	29.0	39.0	22.0	22.0	28.0	33.0	7.0	70.0	12.0	30.0	16.0	13.0	10.0	16.0	13.0	7.0	5.0	27.0
NC_072437.2	-3::NC_072437.2:120300020-120310838(-)	10818	False	0.5003	0							1.0																1801.0				2.0			1801.0										1.0																					
NC_072437.2	1::NC_072437.2:120300021-120310839(+)	10818	False	0.5002	0								1801.0																		1.0															2.0						1.0	1801.0													
NC_072437.2	-2::NC_072437.2:120300027-120311058(-)	11031	False	0.5001	0							1832.0																6.0				1.0			6.0										1832.0																					
NC_072437.2	2::NC_072437.2:120300028-120311059(+)	11031	False	0.5	0								6.0																		1832.0															1832.0						1.0	6.0													
NC_072441.2	3::NC_072441.2:158-11927(+)	11769	False	0.4998	0							42.0		1.0		1.0	1.0			1.0		1.0						1915.0				1.0			1916.0										43.0																	1.0				
NC_072441.2	-2::NC_072441.2:208-11956(-)	11748	False	0.4995	0	1.0		1.0					1912.0	1.0	1.0		1.0	1.0			1.0										40.0					2.0								1.0		39.0						2.0	1913.0													
NC_072441.2	-3::NC_072441.2:441-11973(-)	11532	False	0.4993	0	1.0			1.0					1.0			1.0			2.0	1.0	1.0		3.0							1912.0		1.0							1.0		2.0	1.0			1911.0	1.0					1.0				2.0					1.0					
NC_072441.2	2::NC_072441.2:442-11914(+)	11472	False	0.4999	0							1911.0		1.0																															1912.0																					
NC_072441.2	-3::NC_072441.2:80570022-80586390(-)	16368	False	0.5706	1	36.0	315.0	3.0	2.0	25.0	308.0	9.0	63.0	19.0	198.0	8.0	17.0	25.0	343.0	19.0	6.0	1.0	16.0	5.0	118.0	16.0	2.0	19.0	576.0	6.0	15.0	13.0	12.0	329.0	1.0	22.0	82.0	25.0	221.0	797.0	5.0	13.0	215.0	33.0	55.0	252.0	126.0	56.0	3.0	6.0	13.0	303.0	5.0	1.0	9.0	6.0	75.0	294.0	1.0	86.0	14.0	74.0	1.0	9.0	89.0	40.0
NC_072441.2	-1::NC_072441.2:80644604-80661518(-)	16914	False	0.5616	2	7.0	374.0	31.0	17.0	199.0	177.0	32.0	141.0	25.0	392.0	133.0	42.0	81.0	356.0	79.0	26.0	4.0	187.0	8.0	166.0	84.0	9.0	47.0	97.0	3.0	6.0	57.0	14.0	320.0	2.0	113.0	224.0	250.0	170.0	281.0	31.0	3.0	380.0	1.0	10.0	184.0	35.0	25.0	52.0	1.0	85.0	57.0	22.0	16.0		40.0	126.0	213.0	14.0	26.0	19.0	33.0	43.0	2.0	33.0	33.0
NC_072441.2	-1::NC_072441.2:80706827-80714066(-)	7239	False	0.4941	1	47.0	173.0	10.0	12.0	57.0	160.0	11.0	37.0	14.0	101.0	10.0	11.0	27.0	107.0	91.0	15.0	4.0	23.0	6.0	93.0	83.0	5.0	21.0	124.0	3.0	3.0	4.0	13.0	80.0	1.0	15.0	64.0	101.0	138.0	156.0	5.0	6.0	195.0	22.0	7.0	72.0	46.0	16.0	19.0	4.0		78.0	17.0	2.0	2.0	14.0	7.0	41.0	1.0	6.0	8.0	17.0		2.0	2.0	4.0
NC_072441.2	1::NC_072441.2:136080588-136085727(+)	5139	False	0.5775	2	17.0	47.0	10.0	4.0	52.0	20.0	15.0	26.0	43.0	40.0	26.0	3.0	15.0	69.0	31.0	20.0	27.0	25.0	60.0	28.0	16.0	5.0	45.0	37.0	23.0	7.0	86.0	69.0	75.0	4.0	23.0	87.0	14.0	17.0	38.0	26.0	22.0	15.0	8.0	57.0	33.0	8.0	58.0	52.0	27.0	16.0	13.0	12.0	32.0	11.0	37.0	3.0	69.0	21.0	4.0	6.0	25.0	4.0	9.0	3.0	18.0
NC_072441.2	-3::NC_072441.2:138267417-138272922(-)	5505	False	0.4165	2	31.0	24.0	57.0	35.0	126.0	28.0	25.0	16.0	84.0	14.0	46.0	48.0	58.0	58.0	49.0	13.0	35.0	31.0	38.0	30.0	47.0	30.0	18.0	21.0	35.0	39.0	12.0	51.0	23.0	29.0	31.0	60.0	47.0	50.0	48.0	19.0	38.0	42.0	16.0	32.0	19.0	11.0	25.0	23.0	26.0	4.0	30.0	37.0	20.0	11.0	44.0	3.0	20.0	2.0	5.0	5.0	5.0	5.0	4.0	2.0	
NC_072441.2	-1::NC_072441.2:146695433-146713406(-)	17973	False	0.5001	0							1400.0																1595.0				1.0			1595.0										1400.0																					
NC_072441.2	1::NC_072441.2:146695434-146713407(+)	17973	False	0.5	0								1595.0																		1400.0															1400.0						1.0	1595.0													
NC_072441.2	-3::NC_072441.2:146697192-146706765(-)	9573	False	0.5002	0							1595.0																				1.0													1595.0																					
NC_072441.2	2::NC_072441.2:146697193-146706766(+)	9573	False	0.5001	0																										1595.0															1595.0						1.0														
NC_072441.2	-2::NC_072441.2:146706763-146713585(-)	6822	False	0.5	0							30.0																1107.0							1107.0										30.0																					
NC_072441.2	3::NC_072441.2:146706764-146713586(+)	6822	False	0.4999	0								1107.0																		30.0															29.0						1.0	1107.0													
NC_072439.2	-1::NC_072439.2:2712-10515(-)	7803	False	0.5017	0								885.0														1.0				402.0															415.0						1.0	897.0													
NC_072439.2	2::NC_072439.2:2713-10516(+)	7803	False	0.5019	0							402.0																898.0				1.0			885.0										403.0			12.0																		
NC_072439.2	-2::NC_072439.2:5033-10334(-)	5301	False	0.501	0																										878.0											5.0				883.0						1.0														
NC_072439.2	1::NC_072439.2:5034-10425(+)	5391	False	0.5027	0							897.0																				14.0													885.0																	1.0				
NC_072439.2	1::NC_072439.2:11152233-11157408(+)	5175	False	0.7306	2	6.0	7.0	4.0		8.0	4.0	16.0	19.0	5.0	28.0	30.0	2.0	13.0	62.0	8.0	16.0	9.0	55.0	101.0	8.0	5.0	4.0	40.0	76.0	7.0		110.0	47.0	60.0	8.0	21.0	93.0	4.0	5.0	15.0	17.0	5.0	13.0	2.0	20.0	41.0	3.0	30.0	132.0	20.0	60.0	10.0	2.0	31.0	24.0	54.0	7.0	79.0	61.0	16.0	9.0	15.0	58.0	23.0	35.0	62.0
NC_072439.2	3::NC_072439.2:24070814-24076409(+)	5595	False	0.4518	2	33.0	23.0	19.0	32.0	167.0	20.0	12.0	49.0	138.0	14.0	26.0	9.0	32.0	65.0	31.0	16.0	51.0	24.0	61.0	19.0	19.0	17.0	20.0	11.0	22.0	18.0	14.0	125.0	20.0	32.0	35.0	152.0	48.0	48.0	24.0	9.0	36.0	31.0	3.0	21.0	13.0	5.0	30.0	40.0	19.0	8.0	12.0	25.0	24.0	8.0	34.0	2.0	21.0	5.0	10.0	36.0	12.0	5.0	3.0	3.0	4.0
NC_072439.2	3::NC_072439.2:24124019-24129800(+)	5781	False	0.442	2	25.0	21.0	30.0	28.0	160.0	18.0	7.0	50.0	159.0	14.0	27.0	15.0	42.0	58.0	31.0	16.0	47.0	31.0	51.0	25.0	27.0	16.0	18.0	16.0	28.0	39.0	20.0	114.0	21.0	26.0	40.0	182.0	48.0	47.0	23.0	18.0	38.0	19.0	6.0	19.0	23.0	13.0	32.0	40.0	19.0	4.0	23.0	22.0	16.0	3.0	21.0	5.0	23.0	2.0	7.0	33.0	8.0	2.0	5.0	3.0	3.0
NC_072439.2	1::NC_072439.2:33032205-33037500(+)	5295	False	0.5552	2	17.0	37.0	16.0	13.0	20.0	9.0	12.0	2.0	88.0	7.0	45.0	14.0	13.0	19.0	40.0	20.0	13.0	15.0	22.0	20.0	93.0	14.0	59.0	17.0	24.0	16.0	145.0	30.0	72.0	21.0	105.0	19.0	6.0	17.0	84.0	11.0	12.0	38.0	10.0	124.0	35.0	4.0	131.0	59.0	11.0	1.0	27.0	29.0	27.0	8.0	29.0	3.0	9.0	8.0	2.0	2.0	4.0	6.0	1.0	5.0	5.0
NC_072439.2	3::NC_072439.2:36425162-36431177(+)	6015	False	0.7224	1		57.0	1.0	2.0	1.0	1.0	1.0	63.0		51.0	54.0		20.0	90.0	2.0		8.0	42.0	2.0	1.0	44.0	1.0	4.0	159.0	64.0		62.0		107.0	1.0	46.0	48.0	91.0		13.0	52.0	1.0	22.0		59.0	131.0		43.0	59.0	2.0	118.0	32.0		100.0	2.0	50.0	2.0	4.0	60.0	12.0	63.0		58.0	45.0		54.0
NC_072439.2	2::NC_072439.2:36425215-36431266(+)	6051	False	0.7229	2	1.0	48.0	1.0			2.0	1.0	54.0		49.0	61.0	2.0	8.0	96.0	2.0		22.0	46.0	4.0		51.0	1.0	14.0	166.0	51.0		52.0		104.0		46.0	64.0	84.0	1.0	17.0	57.0		13.0		55.0	122.0		33.0	51.0		122.0	49.0		120.0	3.0	39.0	1.0	12.0	59.0	12.0	51.0		76.0	48.0	1.0	45.0
NC_072439.2	3::NC_072439.2:38084816-38090105(+)	5289	False	0.4133	0	45.0	37.0	197.0	6.0	6.0	171.0	4.0	1.0		36.0	23.0	24.0	8.0	16.0	30.0	7.0	10.0	4.0	15.0	7.0	20.0	4.0	7.0	8.0	28.0	13.0	8.0	2.0	203.0	15.0	6.0	3.0		27.0	46.0	229.0	25.0	5.0	19.0	26.0	2.0	34.0	172.0	3.0	14.0	5.0		39.0	39.0	29.0	7.0	25.0	2.0	16.0	4.0	14.0	6.0	2.0	3.0	5.0	1.0
NC_072439.2	1::NC_072439.2:41451441-41460963(+)	9522	False	0.4855	0	12.0	356.0	26.0	48.0	113.0		2.0	21.0	31.0		53.0	19.0	10.0	9.0	491.0	9.0	12.0	1.0	12.0	24.0	239.0	45.0	17.0	11.0	5.0	43.0		5.0	3.0	88.0	192.0	48.0	77.0	29.0	57.0	2.0	8.0	367.0		22.0	239.0	4.0	107.0	5.0	3.0	3.0	30.0	50.0	4.0		199.0		2.0	1.0	3.0	3.0	4.0	2.0	6.0	2.0	
NC_072439.2	-2::NC_072439.2:41451578-41460950(-)	9372	False	0.4864	0	35.0	96.0	44.0	15.0	18.0	2.0	3.0		8.0		29.0	48.0	366.0		51.0	367.0	3.0	23.0	11.0	95.0	170.0	44.0	72.0	4.0	57.0	3.0	7.0	1.0	3.0	44.0	202.0	7.0	5.0	1.0	70.0	12.0	2.0	4.0	28.0	269.0	6.0	2.0	360.0	19.0	26.0		114.0	325.0	11.0	4.0	11.0	3.0	7.0	5.0	3.0	3.0	1.0		5.0		
NC_072439.2	3::NC_072439.2:97768139-97774187(+)	6048	False	0.5766	1	6.0	114.0	2.0	7.0	2.0	7.0	2.0	2.0	2.0	111.0	129.0	1.0	1.0	2.0	114.0	118.0	3.0	72.0	5.0	14.0	101.0	1.0	237.0	2.0	118.0	2.0	16.0	3.0	208.0		59.0	4.0	2.0	1.0	63.0	3.0	2.0	1.0	3.0	210.0	3.0		1.0	30.0	2.0	1.0	123.0	1.0	5.0	2.0	3.0	2.0	54.0			2.0	1.0	1.0	29.0	6.0	
NC_072439.2	-2::NC_072439.2:106244456-106255763(-)	11307	False	0.5001	0							73.0		1.0														1810.0				2.0			1810.0										73.0																					
NC_072439.2	1::NC_072439.2:106244457-106255764(+)	11307	False	0.5	0								1810.0																		73.0											1.0				73.0						2.0	1810.0													
NC_072439.2	-1::NC_072439.2:106244535-106255398(-)	10863	False	0.5001	0							1810.0																				1.0													1810.0																					
NC_072439.2	2::NC_072439.2:106244536-106255399(+)	10863	False	0.5	0																										1810.0															1810.0						1.0														
NC_072438.2	-2::NC_072438.2:1950-7800(-)	5850	False	0.4998	0								483.0																		492.0															491.0						1.0	483.0													
NC_072438.2	2::NC_072438.2:1951-7801(+)	5850	False	0.5	0							492.0																483.0							483.0										492.0																					
NC_072438.2	-3::NC_072438.2:4901-13502(-)	8601	False	0.5238	0								950.0								205.0										484.0															483.0						1.0	744.0													
NC_072438.2	1::NC_072438.2:4902-13503(+)	8601	False	0.5238	0							484.0												205.0				949.0		1.0					744.0										484.0																					
NC_072438.2	-1::NC_072438.2:7798-13495(-)	5697	False	0.5361	0		205.0																								744.0															949.0						1.0														
NC_072438.2	3::NC_072438.2:7799-13496(+)	5697	False	0.5361	0							744.0											205.0																						950.0																					
NC_072438.2	3::NC_072438.2:14213300-14219129(+)	5829	False	0.7284	1	1.0	43.0		1.0	1.0		2.0	55.0	1.0	41.0	69.0		18.0	102.0	2.0		25.0	29.0	5.0	1.0	48.0	4.0	16.0	165.0	47.0		45.0		106.0		34.0	70.0	65.0	4.0	14.0	36.0	1.0	25.0	1.0	50.0	108.0		29.0	51.0	2.0	124.0	26.0	1.0	138.0	4.0	30.0	2.0	6.0	59.0	18.0	30.0		85.0	59.0		44.0
NC_072438.2	2::NC_072438.2:14213353-14218849(+)	5496	False	0.7307	1		34.0	1.0					48.0		64.0	48.0		26.0	65.0	2.0		16.0	56.0	1.0		35.0		11.0	186.0	37.0		37.0		83.0		62.0	47.0	78.0		13.0	55.0		21.0	1.0	77.0	121.0		53.0	36.0	1.0	103.0	26.0		105.0		8.0	1.0	8.0	68.0	9.0	45.0		67.0	41.0	2.0	34.0
NC_072438.2	-3::NC_072438.2:21435887-21442181(-)	6294	False	0.4415	2	15.0	39.0	39.0	20.0	176.0	34.0	24.0	16.0	107.0	15.0	59.0	63.0	76.0	30.0	73.0	20.0	37.0	48.0	20.0	71.0	55.0	32.0	39.0	34.0	18.0	32.0	17.0	62.0	32.0	4.0	59.0	77.0	42.0	35.0	51.0	5.0	30.0	43.0	30.0	30.0	32.0	9.0	42.0	29.0	20.0	6.0	50.0	52.0	14.0	7.0	43.0	3.0	53.0	1.0	4.0	1.0	8.0	3.0	3.0	4.0	5.0
NC_072438.2	-3::NC_072438.2:46820219-46825262(-)	5043	False	0.7275	2	4.0	37.0	3.0	2.0	1.0	2.0	1.0	45.0		46.0	49.0	1.0	9.0	70.0	3.0		6.0	43.0	3.0		41.0	1.0	5.0	144.0	54.0		41.0		85.0	1.0	41.0	50.0	60.0	4.0	17.0	47.0	1.0	22.0		47.0	108.0		33.0	48.0	1.0	115.0	29.0		97.0	2.0	27.0	2.0	5.0	57.0	3.0	26.0		64.0	40.0	2.0	36.0
NC_072438.2	1::NC_072438.2:100272627-100278042(+)	5415	False	0.5908	0	2.0	3.0	3.0	3.0	1.0	1.0	2.0	3.0	1.0	526.0	2.0	4.0	1.0	2.0	393.0	1.0			3.0	1.0	6.0		107.0		1.0	1.0	112.0		98.0	1.0	1.0	4.0	2.0	2.0	73.0	5.0		3.0	2.0	118.0		1.0	121.0	1.0	1.0	1.0			181.0	1.0	1.0	1.0	3.0	2.0		1.0	2.0				
NC_072438.2	-1::NC_072438.2:100272688-100277944(-)	5256	False	0.5955	0					1.0	1.0		103.0			1.0		1.0				2.0	1.0		4.0		3.0					1.0		1.0	1.0		194.0	63.0	1.0	1.0		1.0	119.0	409.0	1.0	113.0					1.0	115.0	1.0			511.0					100.0			2.0		
NC_072438.2	3::NC_072438.2:100272695-100277972(+)	5277	False	0.5952	0	1.0	4.0		2.0		3.0			1.0	504.0	1.0			1.0	409.0	2.0			1.0		2.0		105.0	1.0			124.0		121.0		1.0	2.0	1.0	2.0	72.0			2.0		110.0			112.0					1.0	170.0	1.0		1.0		1.0			1.0				
NC_072438.2	2::NC_072438.2:100272700-100277977(+)	5277	False	0.595	0						2.0	1.0	1.0		512.0	1.0				409.0	1.0	1.0				4.0		115.0			1.0	113.0		119.0	1.0			2.0	1.0	64.0	1.0			1.0	103.0	2.0		100.0					2.0	194.0	1.0		2.0	1.0	1.0			3.0				
NC_072438.2	-1::NC_072438.2:111286591-111293272(-)	6681	False	0.5004	1							665.0																447.0				2.0			447.0				1.0						665.0																					
NC_072438.2	3::NC_072438.2:111286592-111293273(+)	6681	False	0.5002	1								447.0																		665.0															665.0						2.0	447.0								1.0					
NC_072435.2	2::NC_072435.2:22936687-22942063(+)	5376	False	0.676	1	6.0	2.0	1.0	3.0	1.0	2.0		431.0	4.0		2.0	2.0	7.0	5.0	1.0	1.0	3.0	3.0	1.0	4.0	4.0	2.0	2.0		1.0	1.0	2.0	2.0	3.0	2.0	2.0	479.0	81.0	3.0	6.0	2.0	3.0	472.0	3.0	3.0	216.0	2.0	3.0		1.0	1.0		2.0	4.0	1.0	1.0		2.0	2.0		3.0	1.0		1.0		
NC_072435.2	-1::NC_072435.2:22936865-22942058(-)	5193	False	0.6886	1	1.0	2.0	1.0		1.0	3.0	1.0	3.0	2.0	1.0	2.0		1.0	1.0		1.0			1.0		1.0		1.0		1.0		212.0	2.0	435.0		2.0	4.0	2.0		71.0	4.0	2.0	1.0	1.0	410.0	1.0	2.0	1.0	3.0	1.0				543.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0		1.0	2.0
NC_072435.2	-3::NC_072435.2:22936884-22941969(-)	5085	False	0.6916	1	1.0	3.0			1.0					1.0						1.0			1.0			1.0			4.0		202.0		419.0	1.0					62.0	2.0				483.0			1.0	1.0	2.0				503.0	3.0		1.0		2.0							
NC_072435.2	-2::NC_072435.2:22936891-22942126(-)	5235	False	0.6881	1		1.0	2.0			2.0	1.0	2.0	1.0	2.0	2.0	2.0		1.0		2.0		2.0	5.0	1.0	2.0				2.0	1.0	216.0		472.0		2.0	5.0	3.0	1.0	77.0	1.0	1.0	1.0	1.0	433.0	3.0		4.0		5.0	2.0	2.0		478.0	2.0	1.0	1.0	1.0	1.0		1.0					
NC_072435.2	-1::NC_072435.2:35210777-35232653(-)	21876	False	0.4887	2	70.0	357.0	89.0	72.0	225.0	88.0	79.0	84.0	102.0	64.0	114.0	68.0	101.0	88.0	536.0	106.0	220.0	130.0	119.0	135.0	343.0	46.0	464.0	60.0	104.0	57.0	112.0	83.0	353.0	33.0	114.0	214.0	94.0	75.0	427.0	61.0	92.0	92.0		285.0	78.0	31.0	186.0	135.0	132.0	3.0	70.0	81.0	69.0		189.0	7.0	200.0	11.0	5.0	44.0	18.0	8.0	38.0	24.0	7.0
NC_072435.2	-3::NC_072435.2:35237292-35246931(-)	9639	False	0.4915	2	40.0	160.0	35.0	28.0	88.0	32.0	36.0	26.0	41.0	26.0	80.0	38.0	49.0	39.0	227.0	50.0	74.0	39.0	48.0	90.0	180.0	25.0	151.0	35.0	44.0	23.0	66.0	42.0	114.0	16.0	76.0	89.0	53.0	21.0	170.0	27.0	47.0	72.0		91.0	46.0	11.0	117.0	61.0	51.0	3.0	26.0	35.0	52.0	1.0	39.0	3.0	98.0	8.0		30.0	14.0	3.0	15.0	9.0	3.0
NC_072435.2	-2::NC_072435.2:99403900-99409771(-)	5871	False	0.7304	1	1.0	54.0	1.0					58.0		57.0	44.0		3.0	79.0	1.0	1.0	7.0	52.0	7.0	3.0	41.0	3.0	6.0	173.0	72.0		58.0	1.0	92.0		47.0	45.0	86.0	1.0	17.0	65.0		18.0	1.0	56.0	140.0		46.0	60.0	1.0	117.0	38.0	1.0	75.0	4.0	29.0	1.0	1.0	66.0	12.0	59.0		68.0	34.0	2.0	53.0
NC_072429.2	-1::NC_072429.2:1356-11205(-)	9849	False	0.5161	0								1571.0														1.0				69.0					157.0										70.0						1.0	1414.0													
NC_072429.2	2::NC_072429.2:1357-11206(+)	9849	False	0.5162	0							69.0																1415.0				1.0			1571.0										70.0				157.0																	
NC_072429.2	1::NC_072429.2:1764-11199(+)	9435	False	0.5169	0							1414.0																				2.0													1571.0													157.0				1.0				
NC_072429.2	-2::NC_072429.2:1769-11198(-)	9429	False	0.5168	0																										1414.0				157.0											1572.0																				
NC_072429.2	-1::NC_072429.2:62933967-62939709(-)	5742	False	0.3654	1	52.0	52.0	51.0	40.0	111.0	33.0	43.0	17.0	97.0	12.0	35.0	105.0	77.0	33.0	41.0	11.0	45.0	37.0	10.0	65.0	51.0	22.0	21.0	16.0	35.0	42.0	10.0	47.0	20.0	17.0	34.0	59.0	35.0	48.0	61.0	17.0	35.0	30.0	31.0	31.0	7.0	38.0	31.0	12.0	18.0	2.0	31.0	37.0	16.0	18.0	25.0	1.0	16.0	2.0	5.0	9.0	10.0		1.0	4.0	2.0
NC_072429.2	2::NC_072429.2:75214693-75220159(+)	5466	False	0.4733	2	42.0	18.0	26.0	15.0	82.0	19.0	29.0	14.0	86.0	28.0	39.0	44.0	59.0	89.0	35.0	13.0	41.0	39.0	35.0	33.0	23.0	9.0	29.0	25.0	20.0	23.0	37.0	45.0	34.0	14.0	32.0	33.0	16.0	69.0	47.0	26.0	33.0	24.0	16.0	58.0	16.0	17.0	79.0	30.0	21.0	12.0	16.0	25.0	29.0	12.0	22.0	8.0	35.0	19.0	9.0	8.0	25.0	6.0	19.0	6.0	9.0
NC_072429.2	-1::NC_072429.2:142680906-142691427(-)	10521	False	0.6704	2	15.0	12.0	14.0	2.0	25.0	6.0	39.0	62.0	12.0	60.0	47.0	4.0	19.0	206.0	35.0	81.0	58.0	145.0	296.0	13.0	23.0	5.0	90.0	174.0	16.0	1.0	99.0	90.0	55.0	15.0	41.0	253.0	18.0	19.0	23.0	65.0	15.0	20.0	12.0	20.0	88.0	10.0	34.0	237.0	90.0	76.0	18.0	8.0	111.0	24.0	175.0	12.0	71.0	24.0	9.0	28.0	70.0	44.0	58.0	26.0	89.0
NC_072429.2	-1::NC_072429.2:142735881-142742115(-)	6234	False	0.6513	2	10.0	12.0	8.0	1.0	15.0	5.0	23.0	15.0	5.0	30.0	19.0	2.0	14.0	125.0	17.0	37.0	29.0	91.0	173.0	9.0	20.0	1.0	53.0	114.0	9.0	1.0	45.0	96.0	52.0	5.0	29.0	187.0	4.0	2.0	13.0	42.0	10.0	3.0	2.0	15.0	20.0	6.0	8.0	105.0	81.0	57.0	15.0	3.0	49.0	13.0	92.0	14.0	41.0	11.0	4.0	8.0	59.0	21.0	41.0	19.0	68.0
NC_072433.2	-1::NC_072433.2:1798-13666(-)	11868	False	0.5161	0		193.0						385.0																		1399.0		1.0													1591.0						1.0	386.0													
NC_072433.2	3::NC_072433.2:1799-13667(+)	11868	False	0.5162	0							1399.0											193.0			1.0		385.0			1.0	1.0			385.0										1591.0																					
NC_072433.2	-3::NC_072433.2:4124-13673(-)	9549	False	0.5203	0								1589.0								193.0				1.0						1.0															2.0							1397.0													
NC_072433.2	1::NC_072433.2:4125-13674(+)	9549	False	0.5204	0							1.0												193.0				1590.0				1.0			1397.0										1.0																					
