clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_TGC	codon_CAT	codon_AAT	codon_AAG	codon_TCT	codon_CTC	codon_AAA	codon_AAC	codon_CCC	codon_TGG	codon_ACT	codon_GTA	codon_TCA	codon_AGG	codon_GGT	codon_TGT	codon_CAC	codon_GAT	codon_GGA	codon_ATT	codon_AGC	codon_AGT	codon_GAA	codon_TTT	codon_GGC	codon_GAG	codon_GGG	codon_GAC	codon_GCT	codon_CGT	codon_GTG	codon_ATG	codon_CTG	codon_GCG	codon_TTG	codon_GTC	codon_GTT	codon_GCA	codon_ATC	codon_CCA	codon_TCG	codon_TCC	codon_ACC	codon_ACA	codon_ACG	codon_GCC	codon_TTC	codon_CCT	codon_CTA	codon_CTT	codon_CGA	codon_CAA	codon_CCG	codon_TAC	codon_CAG	codon_TAT	codon_CGC	codon_ATA	codon_AGA	codon_TTA	codon_CGG
NC_060944.1	-3::NC_060944.1:1893463-1907521(-)	14058	False	0.6502	1				1.0	1.0	1.0	3.0	1.0		337.0	1.0		1.0	197.0	51.0		206.0	418.0	608.0						1.0	1.0	1169.0	197.0	1.0	1.0	60.0	277.0	1.0			1.0							1.0	413.0	128.0	1.0	1.0			1.0		2.0		133.0	205.0			137.0	1.0		128.0
NC_060928.1	-1::NC_060928.1:169925786-169936622(-)	10836	False	0.2805	0	29.0	124.0	55.0	51.0	1.0		195.0			26.0	118.0	126.0	72.0	26.0		97.0	78.0		72.0			144.0			72.0	26.0		72.0	35.0		27.0	11.0	25.0		26.0	1.0						1.0		443.0	1.0		27.0		26.0	99.0		154.0		388.0	25.0	371.0		540.0	26.0	1.0	1.0
NC_060928.1	-3::NC_060928.1:169925808-169937574(-)	11766	False	0.281	0	13.0	138.0	53.0	144.0	1.0		172.0	1.0		72.0	124.0	91.0	37.0	73.0		110.0	169.0		38.0			75.0			36.0	26.0		38.0	36.0		25.0	29.0	72.0		26.0			1.0	1.0	1.0				396.0	1.0		72.0	1.0	72.0	63.0		159.0		404.0	26.0	402.0		652.0	71.0	1.0	
NC_060929.1	3::NC_060929.1:80212841-80223371(+)	10530	False	0.4124	1	7.0	53.0	69.0	122.0	148.0	22.0	182.0	27.0	29.0	11.0	72.0	62.0	171.0	21.0	45.0	14.0	25.0	109.0	57.0	72.0	26.0	66.0	324.0	61.0	22.0	154.0	13.0	57.0	75.0	10.0	63.0	44.0	36.0	7.0	60.0	29.0	70.0	103.0	33.0	138.0	6.0	58.0	37.0	101.0	3.0	24.0	26.0	86.0	35.0	39.0	4.0	73.0	19.0	13.0	68.0	45.0	2.0	47.0	42.0	70.0	3.0
NC_060926.1	-1::NC_060926.1:21038236-21045901(-)	7665	False	0.4078	1	3.0	36.0	92.0	76.0	61.0	36.0	124.0	69.0	19.0	21.0	47.0	30.0	52.0	20.0	13.0	7.0	33.0	82.0	45.0	78.0	29.0	48.0	85.0	76.0	30.0	64.0	21.0	50.0	63.0	11.0	31.0	38.0	75.0	2.0	36.0	35.0	42.0	50.0	58.0	33.0	5.0	45.0	54.0	60.0	9.0	38.0	65.0	33.0	42.0	53.0	6.0	56.0	2.0	30.0	63.0	47.0	5.0	35.0	30.0	50.0	6.0
NC_060926.1	3::NC_060926.1:27609683-27625610(+)	15927	False	0.4389	2	29.0	108.0	76.0	140.0	262.0	34.0	261.0	61.0	67.0	29.0	107.0	104.0	170.0	82.0	77.0	45.0	62.0	112.0	91.0	65.0	66.0	104.0	180.0	80.0	28.0	220.0	124.0	35.0	40.0	12.0	136.0	135.0	64.0	13.0	148.0	46.0	53.0	71.0	41.0	257.0	13.0	57.0	69.0	117.0	9.0	26.0	60.0	113.0	77.0	90.0	20.0	264.0	10.0	10.0	163.0	47.0	19.0	85.0	112.0	100.0	13.0
NC_060926.1	3::NC_060926.1:167700443-167709851(+)	9408	False	0.3874	2	11.0	57.0	91.0	109.0	88.0	21.0	205.0	42.0	30.0	24.0	82.0	39.0	60.0	30.0	38.0	19.0	24.0	118.0	55.0	92.0	27.0	65.0	246.0	73.0	21.0	81.0	19.0	45.0	45.0	12.0	43.0	60.0	34.0	4.0	32.0	34.0	70.0	49.0	45.0	66.0	9.0	44.0	49.0	105.0	6.0	21.0	20.0	62.0	22.0	51.0	13.0	109.0	6.0	11.0	77.0	42.0	4.0	62.0	67.0	45.0	5.0
NC_060926.1	-3::NC_060926.1:179042096-179059334(-)	17238	False	0.4271	2	33.0	39.0	145.0	150.0	102.0	44.0	281.0	87.0	42.0	97.0	168.0	112.0	87.0	29.0	128.0	44.0	20.0	206.0	159.0	199.0	64.0	114.0	329.0	72.0	92.0	116.0	35.0	95.0	134.0	48.0	108.0	57.0	69.0	8.0	40.0	98.0	212.0	117.0	81.0	211.0	2.0	39.0	113.0	182.0	14.0	82.0	70.0	152.0	35.0	103.0	33.0	59.0	7.0	52.0	67.0	137.0	19.0	95.0	133.0	58.0	22.0
NC_060926.1	3::NC_060926.1:186277688-186286643(+)	8955	False	0.3479	2	10.0	48.0	132.0	91.0	98.0	25.0	194.0	53.0	12.0	9.0	69.0	42.0	96.0	23.0	21.0	36.0	22.0	85.0	32.0	114.0	35.0	66.0	186.0	90.0	16.0	51.0	15.0	58.0	62.0	7.0	34.0	64.0	22.0	3.0	65.0	22.0	66.0	53.0	34.0	56.0	4.0	36.0	37.0	76.0	9.0	23.0	20.0	51.0	32.0	63.0	3.0	91.0	1.0	18.0	42.0	51.0	1.0	72.0	49.0	87.0	2.0
NC_060926.1	1::NC_060926.1:186288774-186298233(+)	9459	False	0.3385	2	10.0	54.0	130.0	67.0	110.0	27.0	199.0	44.0	14.0	8.0	60.0	55.0	120.0	27.0	23.0	35.0	17.0	135.0	32.0	137.0	41.0	63.0	173.0	90.0	11.0	69.0	14.0	48.0	48.0	3.0	48.0	57.0	29.0	1.0	61.0	19.0	92.0	55.0	35.0	60.0	6.0	40.0	29.0	78.0	2.0	19.0	34.0	39.0	38.0	56.0	6.0	102.0	3.0	19.0	47.0	68.0		104.0	59.0	82.0	1.0
