clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_TGC	codon_CAT	codon_AAT	codon_AAG	codon_TCT	codon_CTC	codon_AAA	codon_AAC	codon_CCC	codon_TGG	codon_ACT	codon_GTA	codon_TCA	codon_AGG	codon_GGT	codon_TGT	codon_CAC	codon_GAT	codon_GGA	codon_ATT	codon_AGC	codon_AGT	codon_GAA	codon_TTT	codon_GGC	codon_GAG	codon_GGG	codon_GAC	codon_GCT	codon_CGT	codon_GTG	codon_ATG	codon_CTG	codon_GCG	codon_TTG	codon_GTC	codon_GTT	codon_GCA	codon_ATC	codon_CCA	codon_TCG	codon_TCC	codon_ACC	codon_ACA	codon_ACG	codon_GCC	codon_TTC	codon_CCT	codon_CTA	codon_CTT	codon_CGA	codon_CAA	codon_CCG	codon_TAC	codon_CAG	codon_TAT	codon_CGC	codon_ATA	codon_AGA	codon_TTA	codon_CGG
NC_060946.1	3::NC_060946.1:20758991-20765624(+)	6633	False	0.6881	0	1.0	7.0	2.0	34.0	10.0	3.0	7.0	74.0	82.0	1.0	4.0		4.0	212.0	3.0		62.0	15.0	1.0	1.0	8.0		4.0		99.0	103.0	1.0	70.0	80.0	2.0	2.0	21.0	8.0	64.0	10.0	113.0	8.0	93.0	68.0	10.0	149.0	50.0	20.0	11.0	212.0	156.0		2.0	92.0		30.0	5.0	124.0		61.0	1.0	3.0			2.0	6.0
NC_060946.1	-2::NC_060946.1:20759017-20765623(-)	6606	False	0.6883	0	15.0		3.0		7.0	120.0		9.0	55.0	107.0	4.0	4.0	6.0	4.0	9.0	10.0	2.0	93.0	1.0		90.0	3.0		10.0	196.0	5.0	11.0	115.0	8.0		65.0	66.0	79.0	246.0	6.0	91.0	87.0	18.0	22.0	6.0	89.0	90.0	30.0	9.0	80.0	121.0	22.0	2.0		21.0	1.0		40.0				29.0	2.0	6.0	79.0	8.0
NC_060938.1	3::NC_060938.1:1281710-1287200(+)	5490	False	0.2175	1		21.0	71.0	3.0	35.0	4.0	141.0	7.0	4.0		36.0		54.0	8.0	15.0	5.0	5.0	15.0		52.0	11.0	108.0	46.0	29.0							10.0	43.0	99.0		1.0			2.0	1.0	29.0			41.0	62.0	7.0		1.0		1.0			136.0	1.0	138.0	1.0	285.0		299.0	2.0	1.0	
NC_060938.1	-1::NC_060938.1:9180175-9185392(-)	5217	False	0.4643	0	17.0	130.0	17.0	2.0	30.0	119.0	4.0	11.0	16.0	1.0	120.0	2.0	35.0		1.0	7.0	124.0	2.0	3.0	131.0	3.0	12.0	5.0	40.0	3.0	3.0		3.0	8.0	11.0	4.0	1.0	18.0	1.0	8.0	4.0	11.0	15.0	12.0	219.0	4.0	229.0	10.0	24.0		1.0	161.0	24.0	17.0	22.0	2.0	20.0	16.0	16.0	5.0	9.0	2.0	7.0	3.0	14.0	
NC_060938.1	-2::NC_060938.1:9191928-9197229(-)	5301	False	0.465	1	22.0	134.0	18.0	3.0	31.0	119.0	3.0	9.0	24.0	2.0	136.0	5.0	38.0		2.0	5.0	125.0	3.0	3.0	134.0	4.0	9.0	5.0	42.0	1.0	2.0		2.0	7.0	14.0	3.0	3.0	20.0	1.0	8.0	5.0	10.0	11.0	10.0	228.0	4.0	232.0	11.0	21.0		2.0	150.0	23.0	15.0	19.0	3.0	19.0	8.0	20.0	9.0	8.0		5.0	2.0	15.0	
NC_060938.1	3::NC_060938.1:99472982-99484097(+)	11115	False	0.6759	1		1.0				1.0			2.0	108.0	109.0	109.0	109.0				217.0		110.0		217.0				110.0	217.0	218.0	108.0			1.0		219.0	109.0		215.0		108.0	111.0				110.0	3.0		217.0		217.0				216.0	106.0		218.0		109.0		110.0		
NC_060947.1	2::NC_060947.1:359725-366202(+)	6477	False	0.3918	0	3.0	26.0	3.0	1.0	339.0	210.0	1.0	2.0	10.0	2.0	4.0		30.0	2.0	3.0	3.0	1.0	2.0	3.0	26.0	3.0	3.0	3.0	238.0	2.0	5.0	2.0	1.0	4.0		3.0	1.0	8.0			3.0	2.0	5.0	32.0			212.0	1.0	1.0	1.0	3.0	341.0	199.0		346.0		1.0			4.0	29.0		1.0	4.0	30.0	
NC_060947.1	1::NC_060947.1:359745-366177(+)	6432	False	0.3905	0	3.0	30.0	2.0	1.0	350.0	196.0	2.0	1.0	14.0	6.0	1.0		27.0	1.0		6.0	3.0		4.0	31.0	5.0		3.0	226.0	2.0	5.0	2.0	1.0	3.0	1.0	2.0	1.0	3.0		1.0	3.0			27.0	2.0		192.0	1.0	1.0			353.0	208.0		352.0	2.0	1.0		1.0	5.0	28.0	1.0		4.0	29.0	1.0
NC_060947.1	3::NC_060947.1:359918-366206(+)	6288	False	0.3876	0		28.0			340.0	199.0			9.0	2.0	1.0		32.0	1.0		3.0	1.0		1.0	29.0		1.0		242.0		1.0		2.0	1.0		2.0		4.0			3.0		3.0	28.0	3.0	1.0	209.0	1.0			1.0	340.0	212.0	1.0	336.0		1.0			2.0	29.0				27.0	
NC_060947.1	-3::NC_060947.1:3253016-3259088(-)	6072	False	0.6174	1	6.0	169.0			25.0	5.0	1.0	1.0	460.0	1.0	2.0	5.0	82.0			8.0	168.0			3.0		2.0		9.0					1.0	2.0	1.0	8.0	4.0			2.0	2.0	5.0	179.0	236.0		156.0	171.0		1.0	1.0	80.0	84.0	22.0	76.0	1.0	2.0		12.0		19.0	1.0	2.0		9.0	
NC_060947.1	-2::NC_060947.1:3253152-3259275(-)	6123	False	0.6195	1	7.0	171.0	3.0	3.0	19.0	5.0	2.0	2.0	457.0		3.0	3.0	80.0	2.0		11.0	159.0	1.0		4.0	4.0	1.0	3.0	9.0			3.0				2.0	9.0	4.0		5.0	2.0	1.0	6.0	171.0	254.0	2.0	156.0	166.0	1.0	1.0	2.0	80.0	82.0	16.0	83.0		2.0	3.0	16.0	1.0	11.0	1.0	2.0	5.0	4.0	1.0
NC_060947.1	-1::NC_060947.1:3253387-3259066(-)	5679	False	0.6378	1	7.0	163.0			8.0	2.0		1.0	457.0				79.0		1.0	2.0	153.0			3.0				1.0				1.0	1.0			6.0			1.0	2.0	2.0	5.0	159.0	239.0		157.0	175.0	1.0			75.0	82.0	13.0	79.0		1.0		11.0		5.0		1.0			
NC_060947.1	1::NC_060947.1:7722645-7734708(+)	12063	False	0.6604	1		1.0	2.0		123.0	670.0		1.0	616.0	2.0	5.0		14.0	1.0		2.0	464.0		2.0	2.0	1.0		1.0	2.0	2.0			1.0			2.0	1.0	2.0		1.0	2.0		1.0	3.0	181.0		575.0	197.0	256.0	2.0	1.0	145.0	608.0	1.0	122.0		1.0	1.0		1.0	2.0	1.0		3.0		
NC_060947.1	2::NC_060947.1:7722679-7734679(+)	12000	False	0.6609	1	1.0				145.0	608.0		2.0	587.0	2.0	3.0		12.0				450.0			3.0			1.0			2.0		1.0		1.0	1.0					1.0		1.0		214.0		662.0	227.0	235.0	1.0		123.0	587.0		122.0		2.0					1.0		1.0	3.0	1.0
NC_060947.1	-3::NC_060947.1:7724006-7730822(-)	6816	False	0.6618	1				88.0						116.0				397.0	109.0	150.0			354.0			1.0	62.0			325.0	342.0				254.0						1.0																						73.0		
NC_060947.1	-2::NC_060947.1:74174571-74180871(-)	6300	False	0.419	2	17.0	24.0	61.0	80.0	52.0	13.0	122.0	39.0	20.0	21.0	31.0	25.0	42.0	12.0	26.0	47.0	26.0	71.0	30.0	54.0	24.0	31.0	112.0	52.0	18.0	62.0	21.0	38.0	39.0	11.0	39.0	32.0	29.0	35.0	42.0	17.0	24.0	50.0	20.0	51.0	4.0	17.0	17.0	32.0	4.0	36.0	23.0	34.0	22.0	45.0	7.0	47.0	10.0	18.0	54.0	48.0	5.0	39.0	35.0	34.0	9.0
NC_060947.1	-2::NC_060947.1:151389693-151396119(-)	6426	False	0.596	2	33.0	19.0	9.0	62.0	45.0	16.0	30.0	16.0	27.0	25.0	73.0	2.0	74.0	102.0	72.0	12.0	38.0	23.0	27.0	81.0	37.0	15.0	29.0	15.0	73.0	33.0	30.0	78.0	44.0	16.0	27.0	22.0	95.0	19.0	13.0	21.0	16.0	53.0	16.0	110.0	5.0	22.0	42.0	22.0	27.0	161.0	7.0	69.0	6.0	22.0	19.0	14.0	10.0	21.0	37.0	4.0	46.0	6.0	17.0	7.0	30.0
NC_060947.1	1::NC_060947.1:151659219-151665822(+)	6603	False	0.5594	1	76.0	82.0		2.0	1.0	40.0	4.0	9.0	8.0	3.0	39.0	1.0	43.0	3.0	2.0		722.0		2.0	3.0	3.0	2.0	1.0	2.0	1.0	6.0	3.0	1.0	4.0	1.0	5.0	77.0	5.0		2.0		1.0	123.0		168.0	3.0	2.0	192.0	446.0	39.0	6.0		3.0	1.0	1.0		1.0	2.0	9.0	4.0	1.0	32.0	9.0	3.0	1.0	1.0
NC_060947.1	2::NC_060947.1:151659493-151665865(+)	6372	False	0.5576	1	74.0	81.0		2.0		37.0		1.0	5.0		46.0	1.0	30.0		1.0		685.0				1.0		2.0	2.0				2.0	1.0	1.0		76.0	1.0		2.0			105.0		196.0	3.0	1.0	190.0	467.0	39.0	3.0	1.0					4.0	1.0	11.0	2.0		41.0	7.0	1.0	1.0	
NC_060947.1	3::NC_060947.1:151659503-151665851(+)	6348	False	0.5573	1	77.0	86.0		1.0		43.0	1.0	4.0	4.0		34.0	1.0	36.0				701.0			1.0	3.0					1.0				1.0		74.0	2.0	2.0				111.0		190.0	1.0	1.0	165.0	469.0	30.0	3.0		3.0	1.0			10.0		9.0	1.0		42.0	6.0		2.0	
NC_060935.1	-1::NC_060935.1:206501-214061(-)	7560	False	0.4058	0	124.0		246.0			4.0	2.0	20.0	7.0		243.0	120.0	6.0				110.0	120.0		2.0	1.0							6.0	107.0	2.0		6.0				83.0			250.0	107.0		219.0	118.0	125.0			4.0	114.0	113.0	2.0	3.0		10.0				4.0	241.0		1.0	
NC_060935.1	1::NC_060935.1:206502-214065(+)	7563	False	0.4059	0		114.0	1.0		4.0		4.0			103.0	77.0	117.0	116.0	2.0	124.0	7.0	10.0	109.0		268.0		4.0	116.0	2.0			114.0			3.0	357.0	123.0	1.0	106.0	132.0	6.0	6.0	1.0			6.0			126.0											1.0			108.0	113.0	134.0	6.0
NC_060935.1	-3::NC_060935.1:3699612-3705909(-)	6297	False	0.4663	0			99.0		96.0		1.0			99.0		1.0	2.0	290.0	98.0	1.0		99.0				7.0	2.0	3.0	1.0	2.0	98.0	195.0			98.0	197.0		2.0	100.0	2.0	1.0	100.0						43.0	4.0				1.0			95.0			1.0	2.0		54.0	204.0	99.0	2.0
NC_060935.1	2::NC_060935.1:3701299-3707122(+)	5823	False	0.4668	0	2.0	15.0	18.0	76.0	152.0	244.0	76.0	2.0	1.0		77.0	20.0	108.0			87.0	73.0	2.0		72.0	1.0	16.0		1.0				73.0					97.0			31.0	4.0	1.0	118.0	85.0	1.0	63.0	18.0	16.0	2.0	75.0	90.0	77.0	84.0	17.0		3.0	4.0	17.0	16.0	1.0	2.0	2.0		1.0	
NC_060935.1	1::NC_060935.1:3712779-3720252(+)	7473	False	0.4698	0	3.0	70.0	72.0	45.0	97.0	208.0	46.0		3.0		44.0	71.0	188.0		1.0	111.0	49.0	1.0		42.0	1.0	71.0		3.0	1.0	2.0		45.0	1.0	1.0			149.0		2.0	25.0	6.0		72.0	113.0	2.0	276.0	74.0	68.0	3.0	45.0	119.0	54.0	81.0	71.0	1.0	3.0	6.0	71.0	69.0	3.0		1.0	1.0		
NC_060935.1	-1::NC_060935.1:6773051-6778619(-)	5568	False	0.41	2	17.0	30.0	61.0	50.0	34.0	37.0	101.0	40.0	16.0	31.0	32.0	16.0	25.0	16.0	10.0	29.0	28.0	58.0	28.0	55.0	26.0	29.0	95.0	56.0	13.0	58.0	16.0	36.0	29.0	3.0	28.0	47.0	37.0	2.0	41.0	26.0	23.0	38.0	37.0	18.0	2.0	25.0	24.0	46.0	5.0	25.0	37.0	18.0	24.0	34.0	7.0	50.0	1.0	17.0	60.0	35.0	3.0	18.0	29.0	18.0	6.0
NC_060935.1	3::NC_060935.1:11331257-11336300(+)	5043	False	0.5739	1	7.0	4.0	1.0		333.0	288.0	1.0		78.0		2.0	1.0	2.0	3.0	2.0	249.0	20.0	1.0	2.0	1.0		1.0	1.0	4.0	2.0			1.0	1.0	47.0	207.0	2.0	55.0	6.0	1.0	108.0	2.0			31.0	2.0	59.0	2.0	4.0	17.0	23.0	5.0	21.0		2.0		3.0	36.0	1.0	1.0	2.0	32.0	2.0	1.0	4.0	
NC_060932.1	2::NC_060932.1:1969750-1975381(+)	5631	False	0.6745	1	3.0	1.0			1.0	234.0	1.0	1.0	407.0			1.0		1.0	1.0	2.0	1.0				1.0	2.0	1.0	5.0	3.0				1.0	1.0			3.0			1.0						431.0	1.0	1.0			170.0	427.0	1.0	172.0					1.0				1.0		
NC_060932.1	3::NC_060932.1:1969757-1975385(+)	5628	False	0.6745	1	1.0		1.0	1.0	7.0	258.0			411.0	1.0	1.0	1.0	1.0			1.0		1.0			1.0			2.0		1.0	1.0		2.0		1.0					3.0	1.0	4.0	1.0	1.0	1.0	396.0		1.0		1.0	175.0	427.0		171.0				1.0							
NC_060932.1	-3::NC_060932.1:1969802-1975421(-)	5619	False	0.6734	1	3.0		1.0	170.0	1.0	1.0	2.0	1.0		3.0		1.0	1.0	426.0		1.0	1.0		396.0	1.0		1.0	175.0		1.0	258.0	411.0	1.0				1.0			1.0			1.0	2.0					1.0		1.0				2.0				1.0				1.0	6.0		
NC_060932.1	1::NC_060932.1:1969824-1975374(+)	5550	False	0.6762	1					4.0	260.0			404.0				1.0				1.0							2.0									1.0				1.0				1.0	428.0	1.0			1.0	171.0	403.0		171.0											
NC_060932.1	-2::NC_060932.1:1969830-1975482(-)	5652	False	0.6707	1	1.0		3.0	171.0		2.0	4.0	1.0		1.0	1.0		3.0	403.0	1.0				427.0	2.0		1.0	172.0		2.0	260.0	405.0	1.0	1.0	1.0	2.0	1.0	1.0				1.0							1.0		1.0	1.0			1.0	1.0	1.0			2.0	2.0		2.0	4.0		
NC_060932.1	-1::NC_060932.1:1970125-1975417(-)	5292	False	0.6769	1				163.0	1.0		4.0			1.0			1.0	398.0	2.0	1.0			404.0				162.0		1.0	218.0	397.0	1.0	1.0				1.0											1.0			1.0	1.0				1.0			1.0			1.0	1.0	1.0	
NC_060932.1	2::NC_060932.1:144819682-144825631(+)	5949	False	0.5056	1	70.0	2.0		1.0	1.0		1.0	52.0	2.0	137.0	3.0			21.0	68.0	35.0	1.0	130.0	50.0	83.0	1.0	3.0	51.0	103.0	56.0	2.0	153.0	4.0	50.0		34.0	51.0	57.0	16.0	98.0	1.0	70.0	51.0	2.0	25.0		22.0	1.0	80.0		1.0	24.0		1.0			1.0	2.0	31.0	151.0		1.0	1.0	136.0	29.0	17.0
NC_060932.1	3::NC_060932.1:145286249-145291868(+)	5619	False	0.6074	1		2.0	45.0		20.0	16.0	4.0	16.0	70.0	50.0	10.0	33.0	1.0	56.0	36.0	50.0	5.0	3.0	157.0	62.0	38.0	4.0	69.0	1.0	34.0	56.0	24.0	64.0	1.0		60.0	1.0	11.0	63.0	14.0		1.0	7.0	3.0	2.0	12.0	1.0	70.0	33.0	19.0	54.0	40.0	8.0	28.0	1.0		4.0	116.0	49.0	61.0	71.0	38.0	51.0	5.0		123.0
NC_060925.1	-2::NC_060925.1:2194196-2200379(-)	6183	False	0.6217	1	132.0	12.0	5.0		19.0	80.0		1.0	12.0	89.0	15.0	2.0	85.0	45.0	92.0	113.0	46.0	46.0	17.0	2.0	1.0	4.0	4.0		31.0	3.0	141.0	10.0	143.0	10.0	127.0	51.0	134.0	16.0	29.0	46.0	46.0	14.0	3.0	41.0	19.0	44.0	36.0	3.0	5.0	18.0	21.0	48.0	5.0	5.0	14.0	1.0	7.0	6.0	84.0	1.0	18.0		42.0	3.0	14.0
NC_060925.1	-3::NC_060925.1:31283716-31289560(-)	5844	False	0.5989	0	4.0	22.0	1.0	4.0	6.0	78.0	6.0	67.0	3.0	6.0	1.0	2.0	1.0	4.0	1.0	4.0	577.0	1.0	3.0	3.0	4.0	4.0	3.0	3.0	3.0	4.0	3.0	1.0	5.0		6.0	5.0	4.0		3.0	221.0	1.0	2.0	243.0	7.0		4.0	3.0	1.0	1.0	6.0	2.0	591.0	1.0	1.0		3.0	3.0	1.0	7.0	2.0		2.0	4.0		
NC_060925.1	2::NC_060925.1:31283980-31289470(+)	5490	False	0.6027	0		3.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0		590.0	1.0		2.0	241.0			3.0		1.0		2.0	75.0	1.0	219.0	1.0		575.0	21.0	1.0		1.0		64.0	2.0	1.0	2.0		1.0	1.0	1.0										1.0	1.0	2.0		2.0	6.0		1.0
NC_060925.1	-1::NC_060925.1:31283991-31289457(-)	5466	False	0.6032	0	1.0				2.0	73.0	1.0		1.0	3.0	6.0		2.0					1.0	1.0	1.0		1.0					2.0		1.0	1.0	1.0	2.0	219.0		1.0	1.0	1.0	1.0	21.0			532.0	634.0			1.0	1.0	1.0	306.0					1.0	1.0	1.0					
NC_060925.1	3::NC_060925.1:31284113-31289453(+)	5340	False	0.6047	0										592.0							1.0		20.0							6.0	567.0																1.0	217.0														241.0	71.0	64.0	
NC_060925.1	2::NC_060925.1:110130430-110135794(+)	5364	False	0.5889	0	3.0	50.0	2.0		6.0	4.0	3.0	31.0	4.0	2.0	28.0		80.0		1.0	5.0	175.0	1.0		4.0	50.0	5.0		4.0	1.0	1.0	2.0	3.0	1.0		2.0	3.0	4.0		2.0	10.0	1.0	30.0	162.0	346.0	1.0	3.0	634.0	18.0	2.0	38.0	5.0	9.0	10.0	3.0	1.0	8.0	6.0	11.0	5.0	1.0	1.0	5.0		1.0	
NC_060933.1	3::NC_060933.1:395486-400679(+)	5193	False	0.6405	0		93.0				264.0			2.0		1.0	1.0	1.0				1284.0			2.0		1.0								1.0		1.0	1.0			1.0			2.0	4.0		2.0	7.0			2.0	10.0	1.0	4.0	21.0					17.0	2.0	5.0			1.0	
NC_060933.1	1::NC_060933.1:395493-400890(+)	5397	False	0.6357	0	2.0	3.0	2.0		3.0	3.0			2.0		14.0		3.0		1.0	1.0	10.0			3.0	19.0			1.0								1.0	1.0			3.0	1.0		105.0	9.0		282.0	1290.0		1.0	5.0	23.0	3.0	1.0					5.0	1.0					1.0	
NC_060933.1	-2::NC_060933.1:395516-400868(-)	5352	False	0.6373	0		1.0	2.0	23.0						9.0	1.0	2.0		3.0	7.0			2.0	3.0			1.0	12.0		2.0	273.0	2.0	1.0			1302.0	103.0	17.0	5.0	2.0	1.0								1.0	1.0				2.0									6.0			
NC_060933.1	2::NC_060933.1:395542-400771(+)	5229	False	0.6395	0	1.0	2.0			11.0	2.0			1.0				110.0				6.0												1.0	1.0								18.0		1282.0	1.0	1.0				1.0	1.0	279.0	5.0	10.0			5.0			1.0		2.0		2.0	
NC_060933.1	-1::NC_060933.1:395577-400893(-)	5316	False	0.6379	0		1.0	3.0				1.0	1.0		1.0				2.0	1290.0			105.0	282.0	2.0		14.0	22.0		5.0	3.0	2.0	2.0	19.0	1.0	9.0	1.0											1.0	1.0					1.0						1.0				2.0		
NC_060933.1	-3::NC_060933.1:40576219-40581328(-)	5109	False	0.2842	0	1.0	277.0	16.0	1.0	112.0	98.0		1.0			8.0	2.0	300.0			8.0	7.0	2.0		162.0	1.0			152.0	1.0				2.0	5.0		7.0			3.0	11.0	2.0	3.0	180.0	5.0	8.0	14.0	6.0	8.0			160.0	9.0	2.0	10.0	1.0	15.0		5.0	2.0	45.0		9.0		42.0	
NC_060933.1	-1::NC_060933.1:44806122-44812923(-)	6801	False	0.285	0		390.0	12.0		142.0	132.0	1.0	4.0	2.0	1.0	7.0	3.0	411.0		1.0	17.0	20.0	3.0		210.0	4.0		1.0	222.0				1.0	1.0	3.0	1.0	14.0			4.0	8.0	4.0	4.0	232.0	11.0	7.0	14.0	6.0	16.0			190.0	6.0	6.0	14.0	1.0	18.0		8.0	3.0	68.0		9.0		35.0	
NC_060933.1	2::NC_060933.1:77562595-77568433(+)	5838	False	0.2855	0	1.0	337.0	7.0		128.0	112.0		5.0	3.0		5.0	3.0	357.0			14.0	14.0	3.0		190.0	3.0			178.0					1.0	5.0		11.0			3.0	12.0	1.0	3.0	204.0	11.0	4.0	12.0	4.0	11.0			164.0	3.0	5.0	11.0	1.0	12.0		6.0	3.0	55.0		6.0		38.0	
NC_060933.1	-3::NC_060933.1:79978486-79984003(-)	5517	False	0.2857	0		309.0	12.0		129.0	111.0		4.0	5.0		4.0	4.0	339.0			11.0	14.0	1.0		174.0	3.0			181.0						3.0		12.0			4.0	12.0		3.0	171.0	12.0	5.0	12.0	6.0	11.0			150.0	3.0	8.0	10.0	1.0	14.0		4.0	3.0	46.0		8.0		40.0	
NC_060944.1	1::NC_060944.1:1893108-1907463(+)	14355	False	0.6485	1	5.0	284.0	1.0	1.0	4.0	6.0		3.0	1160.0	2.0	2.0	138.0	4.0	1.0	2.0	405.0	52.0				3.0	1.0	1.0	2.0	3.0	3.0	2.0	2.0	3.0	133.0	203.0	2.0	215.0		2.0	202.0		3.0	409.0	336.0	1.0	617.0	62.0	4.0		3.0	6.0	213.0		6.0			130.0	1.0	6.0	135.0		2.0	2.0	2.0	
NC_060944.1	-1::NC_060944.1:1893330-1907433(-)	14103	False	0.6499	1	1.0			3.0	1.0	1.0				334.0		1.0		208.0	61.0	2.0	202.0	409.0	613.0		1.0	2.0	3.0			1.0	1157.0	201.0	2.0		52.0	284.0	2.0			1.0	1.0	3.0						405.0	133.0	1.0	1.0					1.0		136.0	211.0	2.0		135.0	1.0		129.0
NC_060944.1	2::NC_060944.1:1893379-1907482(+)	14103	False	0.6498	1		277.0			1.0	4.0	1.0		1169.0	1.0		133.0	3.0			413.0	61.0				1.0			3.0		1.0		1.0	1.0	128.0	206.0		205.0			198.0			418.0	337.0		609.0	53.0	2.0	1.0	1.0	1.0	199.0		1.0			129.0		1.0	139.0	1.0	1.0	1.0		
NC_060944.1	3::NC_060944.1:1893398-1907567(+)	14169	False	0.6491	1	1.0	277.0	1.0			2.0	1.0	1.0	1154.0		2.0	137.0	1.0	4.0		412.0	62.0			1.0		2.0		5.0	1.0	2.0		1.0	3.0	128.0	206.0	1.0	197.0		4.0	200.0			414.0	336.0		617.0	59.0	1.0		1.0		211.0	1.0	2.0	1.0		133.0		5.0	133.0	1.0		2.0		
NC_060944.1	-2::NC_060944.1:1893422-1907585(-)	14163	False	0.6493	1	1.0		1.0	2.0	2.0	2.0	5.0			336.0	2.0			211.0	59.0	1.0	206.0	413.0	616.0	1.0	2.0	2.0		1.0	1.0	2.0	1154.0	200.0			62.0	275.0	5.0	1.0	1.0	1.0	1.0	2.0			1.0			412.0	128.0	2.0		4.0		1.0		4.0		137.0	197.0			133.0		1.0	133.0
NC_060944.1	-3::NC_060944.1:1893463-1907521(-)	14058	False	0.6502	1				1.0	1.0	1.0	3.0	1.0		337.0	1.0		1.0	197.0	51.0		206.0	418.0	608.0						1.0	1.0	1169.0	197.0	1.0	1.0	60.0	277.0	1.0			1.0							1.0	413.0	128.0	1.0	1.0			1.0		2.0		133.0	205.0			137.0	1.0		128.0
NC_060944.1	2::NC_060944.1:65507338-65514148(+)	6810	False	0.6659	1	3.0	2.0				3.0		1.0	7.0	1.0	1.0		1.0			3.0			3.0		7.0	2.0	1.0		3.0		5.0	3.0			6.0	3.0	1.0		1.0			1.0	4.0			598.0	1595.0		1.0	2.0	2.0	4.0		1.0		1.0	1.0		3.0						
NC_060944.1	-3::NC_060944.1:65507362-65514208(-)	6846	False	0.6656	1	2.0	3.0		1.0					6.0	1.0	2.0			6.0	1595.0	1.0	5.0	4.0	598.0			2.0	2.0		3.0	3.0	8.0		7.0	1.0		3.0	3.0		1.0	3.0	1.0	3.0		1.0		2.0	1.0	4.0	1.0	3.0	1.0					1.0			2.0					1.0	1.0
NC_060944.1	3::NC_060944.1:65507465-65514230(+)	6765	False	0.6655	1	3.0			1.0	2.0	1.0		1.0	1.0	1.0	1.0		3.0		1.0		4.0				2.0					1.0	4.0			1.0		2.0	4.0			4.0	1.0	6.0		1601.0		2.0	2.0		1.0	2.0		598.0		1.0		2.0	1.0					1.0			
NC_060928.1	1::NC_060928.1:7835832-7842624(+)	6792	False	0.5172	0	1.0	160.0	2.0	1.0	2.0	37.0	4.0	171.0	158.0		118.0		35.0			3.0	172.0		1.0	3.0	1.0			2.0	1.0			1.0	1.0	1.0		2.0				1.0		3.0	89.0	237.0		236.0	143.0	180.0		5.0	140.0	99.0		105.0		144.0		1.0	1.0			2.0		1.0	
NC_060928.1	3::NC_060928.1:40264043-40269398(+)	5355	False	0.5354	1	64.0	178.0	2.0		383.0	253.0	1.0	1.0	9.0	1.0	3.0		4.0			1.0	21.0	1.0	1.0	3.0			1.0	20.0		1.0	1.0		5.0	3.0	5.0	1.0	131.0			1.0		1.0	10.0	400.0		15.0	8.0	20.0		1.0	11.0	170.0	20.0	13.0		4.0	4.0	2.0	4.0	4.0		1.0	1.0	1.0	
NC_060928.1	2::NC_060928.1:40264093-40269565(+)	5472	False	0.5355	1	1.0	9.0	3.0		334.0	23.0	1.0	1.0	4.0		3.0		10.0	1.0		6.0	9.0			21.0	4.0			6.0	1.0		1.0	1.0	8.0	1.0	2.0	1.0	65.0			5.0		1.0	376.0	196.0		414.0	45.0	6.0		130.0	6.0	85.0	8.0	5.0		2.0	4.0	17.0	1.0	5.0			2.0		
NC_060928.1	1::NC_060928.1:40264149-40269732(+)	5583	False	0.532	1	134.0	382.0	6.0	2.0	92.0	535.0	1.0		9.0		3.0		4.0	1.0		4.0	43.0	1.0		9.0	2.0	4.0	5.0	4.0	1.0	1.0	3.0	1.0	3.0	2.0		1.0	7.0		3.0	5.0		1.0	186.0	15.0		197.0	20.0	2.0	1.0	63.0	35.0	8.0	23.0	6.0		2.0		10.0	8.0	11.0	3.0			2.0	
NC_060928.1	-1::NC_060928.1:169925786-169936622(-)	10836	False	0.2805	0	29.0	124.0	55.0	51.0	1.0		195.0			26.0	118.0	126.0	72.0	26.0		97.0	78.0		72.0			144.0			72.0	26.0		72.0	35.0		27.0	11.0	25.0		26.0	1.0						1.0		443.0	1.0		27.0		26.0	99.0		154.0		388.0	25.0	371.0		540.0	26.0	1.0	1.0
NC_060928.1	-3::NC_060928.1:169925808-169937574(-)	11766	False	0.281	0	13.0	138.0	53.0	144.0	1.0		172.0	1.0		72.0	124.0	91.0	37.0	73.0		110.0	169.0		38.0			75.0			36.0	26.0		38.0	36.0		25.0	29.0	72.0		26.0			1.0	1.0	1.0				396.0	1.0		72.0	1.0	72.0	63.0		159.0		404.0	26.0	402.0		652.0	71.0	1.0	
NC_060928.1	2::NC_060928.1:169929235-169935583(+)	6348	False	0.2807	0				72.0	1.0	72.0				1.0		147.0				288.0	72.0			143.0	101.0	44.0	1.0	71.0							75.0	72.0	71.0		145.0					1.0				1.0				1.0		2.0		72.0	1.0	144.0	1.0	295.0		219.0		3.0	
NC_060928.1	-1::NC_060928.1:192585953-192591416(-)	5463	False	0.4955	0	57.0	2.0	20.0		2.0	11.0	77.0	107.0			95.0	2.0	1.0				257.0				53.0	8.0	6.0			50.0		1.0	5.0			26.0	32.0					113.0		160.0		8.0	158.0	172.0		1.0		12.0	65.0		1.0	129.0	2.0	71.0	59.0	1.0	2.0	2.0	52.0	1.0	
NC_060926.1	-1::NC_060926.1:200980-207685(-)	6705	False	0.6444	0		2.0	2.0		3.0	327.0		1.0	324.0	1.0	1.0		3.0		2.0	2.0			1.0	2.0		1.0	3.0	7.0					1.0		1.0	1.0	2.0		2.0	1.0	3.0	1.0		1.0	2.0	571.0		2.0	1.0	2.0	187.0	539.0		221.0		2.0		2.0	2.0	7.0		1.0	1.0		
