clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_TCT	codon_AGG	codon_GTT	codon_TTA	codon_GGG	codon_GGT	codon_CCT	codon_AAC	codon_CTA	codon_ACC	codon_GAT	codon_TAT	codon_GCA	codon_TGC	codon_TTG	codon_GGA	codon_ATA	codon_GTG	codon_GAG	codon_GCT	codon_TTT	codon_ATT	codon_AGT	codon_AGC	codon_AAG	codon_CCA	codon_TTC	codon_ATG	codon_CAT	codon_AAT	codon_AGA	codon_CTT	codon_AAA	codon_GGC	codon_GTA	codon_TGT	codon_TCG	codon_TCC	codon_ACA	codon_CGC	codon_CAA	codon_ATC	codon_TAC	codon_CAC	codon_CCC	codon_CTC	codon_ACT	codon_TGG	codon_CTG	codon_TCA	codon_CCG	codon_CAG	codon_CGA	codon_GAC	codon_CGT	codon_GTC	codon_GCG	codon_GAA	codon_GCC	codon_ACG	codon_CGG
NC_071992.2	-1::NC_071992.2:156569805-156574827(-)	5022	False	0.6316	1	3.0		3.0		1.0	3.0	330.0				2.0	1.0	1.0	1.0	2.0	1.0	2.0		1.0	12.0	32.0		1.0		1.0		209.0		2.0	3.0		217.0		1.0		1.0		346.0		12.0		1.0			317.0	147.0			1.0	2.0	13.0	2.0			1.0			1.0	1.0		
NC_071992.2	-3::NC_071992.2:160359319-160379362(-)	20043	False	0.7017	2	23.0	75.0	11.0	2.0	181.0	24.0	20.0	63.0	11.0	194.0	25.0	11.0	64.0	41.0	20.0	21.0	3.0	340.0	574.0	49.0	19.0	15.0	12.0	133.0	145.0	51.0	122.0	111.0	7.0	3.0	24.0	17.0	14.0	371.0	8.0	13.0	73.0	135.0	38.0	261.0	20.0	152.0	140.0	95.0	188.0	202.0	33.0	53.0	562.0	9.0	61.0	376.0	18.0	297.0	26.0	175.0	108.0	27.0	516.0	118.0	181.0
NC_071992.2	2::NC_071992.2:160359343-160372684(+)	13341	False	0.7338	2	9.0	1.0	36.0		129.0	143.0	19.0			8.0	98.0	1.0	25.0	24.0	2.0	106.0		59.0	126.0	92.0	1.0		16.0	8.0		33.0	3.0		77.0			87.0	8.0	398.0	103.0	1.0	16.0	1.0		85.0	8.0	2.0		236.0	122.0	431.0		24.0	235.0		140.0	370.0	65.0	135.0	88.0	222.0	234.0	77.0	279.0	16.0	48.0
NC_071992.2	-2::NC_071992.2:160427618-160433855(-)	6237	False	0.6543	2	12.0	17.0	4.0	1.0	23.0	13.0	12.0	23.0	3.0	58.0	13.0	4.0	18.0	13.0	11.0	3.0		94.0	189.0	29.0	13.0	11.0	6.0	41.0	98.0	7.0	38.0	29.0	4.0	4.0	4.0	8.0	3.0	115.0	2.0	2.0	21.0	54.0	14.0	66.0	1.0	79.0	60.0	29.0	48.0	49.0	17.0	8.0	172.0	11.0	12.0	127.0	6.0	93.0	16.0	34.0	26.0	12.0	101.0	43.0	55.0
NC_071992.2	-2::NC_071992.2:161620901-161626586(-)	5685	False	0.5078	0							901.0	939.0	3.0	6.0																															1.0				3.0						38.0		3.0					1.0			
NC_071992.2	1::NC_071992.2:161620902-161626587(+)	5685	False	0.5077	0		3.0	6.0	901.0	939.0	3.0																					38.0										1.0											1.0													3.0
NC_071992.2	-3::NC_071992.2:161620924-161629171(-)	8247	False	0.5053	0							330.0	331.0	1002.0	1040.0																																			4.0						1.0		38.0					3.0			
NC_071992.2	3::NC_071992.2:161620925-161629172(+)	8247	False	0.5052	0		1002.0	1040.0	330.0	331.0	4.0																					1.0										3.0																								38.0
NC_071996.2	2::NC_071996.2:1567837-1573060(+)	5223	False	0.3969	0	14.0		18.0	9.0			32.0	7.0	12.0	6.0	8.0	14.0	17.0	20.0	8.0	1.0	10.0			1.0	46.0	240.0	3.0		1.0	199.0	249.0	3.0	216.0	22.0	3.0	41.0	6.0		1.0	6.0	4.0	237.0	65.0	3.0	14.0	7.0	30.0	71.0	10.0	15.0	11.0		4.0	19.0	9.0	6.0	1.0	1.0	7.0	4.0		3.0	2.0	5.0	
NC_071996.2	1::NC_071996.2:1662069-1667835(+)	5766	False	0.4063	1	15.0		28.0	9.0		4.0	23.0	2.0	12.0	5.0	3.0	18.0	21.0	39.0	27.0		9.0			2.0	52.0	243.0	7.0		1.0	230.0	269.0	8.0	231.0	21.0	3.0	32.0	3.0		2.0	6.0	4.0	245.0	69.0	4.0	26.0	13.0	20.0	90.0	6.0	12.0	18.0	1.0	4.0	22.0	9.0	9.0	5.0	2.0	15.0	4.0	1.0	1.0	4.0	13.0	
NC_071996.2	-2::NC_071996.2:3442063-3447577(-)	5514	False	0.3979	0	13.0		26.0	24.0		1.0	22.0	10.0	13.0	11.0	7.0	10.0	13.0	20.0	16.0		9.0		1.0	2.0	34.0	245.0	2.0	1.0	2.0	225.0	274.0	6.0	238.0	21.0	1.0	22.0	6.0		2.0	8.0	6.0	230.0	70.0		16.0	10.0	20.0	77.0	9.0	9.0	20.0	1.0	4.0	30.0	8.0	4.0	2.0	4.0	11.0	6.0	1.0		4.0	11.0	
NC_071996.2	3::NC_071996.2:3461129-3470660(+)	9531	False	0.4075	0	22.0	3.0	55.0	21.0		1.0	35.0	6.0	36.0	10.0	10.0	24.0	28.0	38.0	25.0		15.0	1.0		8.0	78.0	404.0	10.0	3.0	7.0	390.0	454.0	4.0	373.0	34.0	3.0	37.0	10.0		3.0	8.0	11.0	414.0	107.0	9.0	33.0	24.0	38.0	147.0	14.0	19.0	28.0	2.0	8.0	49.0	11.0	12.0	8.0	3.0	47.0	4.0	2.0	4.0	2.0	25.0	
NC_071996.2	-2::NC_071996.2:4321015-4326409(-)	5394	False	0.4016	0	20.0		26.0	18.0		1.0	27.0	5.0	11.0	12.0	4.0	17.0	20.0	19.0	15.0		11.0			1.0	39.0	236.0	4.0		1.0	207.0	242.0	2.0	234.0	16.0		25.0	10.0		2.0	2.0	1.0	244.0	59.0		23.0	16.0	25.0	83.0	11.0	12.0	23.0	1.0	8.0	25.0	10.0	3.0	2.0	2.0	8.0		2.0	1.0	4.0	6.0	2.0
NC_071996.2	-1::NC_071996.2:4369175-4374434(-)	5259	False	0.3927	0	16.0	1.0	17.0	21.0		1.0	24.0	4.0	14.0	12.0	3.0	21.0	17.0	17.0	16.0	1.0	7.0	1.0		2.0	42.0	243.0	4.0			215.0	236.0	2.0	213.0	26.0	1.0	37.0	6.0		1.0	5.0	3.0	239.0	54.0	2.0	21.0	21.0	14.0	58.0	8.0	12.0	16.0		3.0	30.0	8.0	8.0	1.0	1.0	15.0	4.0		4.0	2.0	3.0	
NC_071996.2	3::NC_071996.2:4428986-4434764(+)	5778	False	0.388	0	13.0		18.0	23.0		1.0	25.0	6.0	15.0	4.0	10.0	22.0	13.0	15.0	18.0	1.0	12.0			2.0	45.0	238.0	6.0		5.0	204.0	296.0	10.0	242.0	28.0	1.0	27.0	8.0	2.0	1.0	8.0	5.0	241.0	92.0	2.0	28.0	10.0	18.0	77.0	7.0	11.0	19.0	3.0	2.0	36.0	7.0	4.0	4.0		15.0	4.0	1.0	5.0	6.0	9.0	1.0
NC_071996.2	3::NC_071996.2:4822694-4828502(+)	5808	False	0.401	0	17.0	1.0	19.0	23.0		2.0	22.0	3.0	16.0	6.0	7.0	15.0	12.0	21.0	11.0		7.0	2.0		1.0	46.0	245.0	6.0		3.0	233.0	284.0	4.0	230.0	20.0	3.0	35.0	11.0			10.0	4.0	254.0	71.0	2.0	18.0	18.0	27.0	78.0	10.0	14.0	20.0		2.0	28.0	8.0	5.0	3.0	1.0	33.0	3.0		1.0	2.0	19.0	
NC_071996.2	1::NC_071996.2:4856481-4864179(+)	7698	False	0.3931	0	23.0	1.0	26.0	26.0		1.0	27.0	6.0	20.0	11.0	7.0	20.0	27.0	34.0	25.0		16.0	4.0		4.0	73.0	330.0	6.0		3.0	291.0	371.0	5.0	334.0	37.0	3.0	48.0	10.0		1.0	8.0	5.0	332.0	95.0	5.0	31.0	13.0	28.0	93.0	8.0	14.0	15.0	2.0	4.0	51.0	15.0	7.0	5.0	2.0	15.0	5.0	2.0	3.0	10.0	8.0	
NC_071996.2	1::NC_071996.2:4912221-4917576(+)	5355	False	0.4071	0	12.0	3.0	36.0	12.0		1.0	19.0	4.0	7.0	4.0	3.0	14.0	16.0	19.0	32.0		5.0			1.0	45.0	213.0	6.0	1.0	1.0	215.0	259.0	11.0	215.0	16.0		35.0	9.0		3.0	6.0	3.0	231.0	70.0	3.0	31.0	6.0	15.0	84.0	8.0	11.0	11.0		3.0	21.0	9.0	4.0	3.0	1.0	22.0	3.0	1.0		1.0	21.0	
NC_071996.2	1::NC_071996.2:6397926-6403707(+)	5781	False	0.3944	0	14.0	2.0	17.0	17.0	1.0		18.0	4.0	13.0	9.0	2.0	18.0	20.0	17.0	18.0		15.0			2.0	54.0	258.0	4.0	2.0	2.0	236.0	269.0	6.0	244.0	33.0	3.0	23.0	4.0		2.0	3.0	6.0	269.0	78.0	4.0	28.0	10.0	18.0	63.0	4.0	10.0	10.0	1.0	3.0	32.0	15.0	2.0	1.0	1.0	28.0	2.0		2.0	1.0	8.0	1.0
NC_071996.2	-2::NC_071996.2:7720201-7725508(-)	5307	False	0.3953	0	17.0	2.0	24.0	20.0			26.0	3.0	6.0	4.0	2.0	11.0	15.0	22.0	18.0		4.0			1.0	48.0	245.0	3.0	1.0		213.0	233.0	8.0	232.0	27.0	3.0	32.0	6.0		5.0	7.0	7.0	234.0	44.0	3.0	22.0	9.0	16.0	74.0	5.0	10.0	20.0		1.0	29.0	7.0	7.0	7.0		11.0	4.0		3.0	3.0	15.0	
NC_071996.2	-1::NC_071996.2:8036681-8042132(-)	5451	False	0.397	0	15.0	2.0	28.0	13.0			19.0	7.0	17.0	6.0	6.0	16.0	16.0	23.0	16.0	4.0	13.0			1.0	44.0	259.0	9.0	1.0	5.0	229.0	249.0	2.0	210.0	21.0	3.0	39.0	9.0			9.0	1.0	222.0	48.0	3.0	20.0	9.0	17.0	86.0	10.0	12.0	11.0	3.0	3.0	27.0	15.0	6.0	4.0	2.0	14.0			4.0		6.0	3.0
NC_071996.2	1::NC_071996.2:8805858-8810886(+)	5028	False	0.4016	0	10.0	1.0	21.0	9.0		1.0	25.0	4.0	12.0	5.0	4.0	12.0	15.0	15.0	13.0		7.0	1.0		2.0	41.0	241.0	2.0	1.0		196.0	251.0	3.0	202.0	8.0	5.0	31.0	9.0	2.0	3.0	8.0	5.0	224.0	65.0	1.0	11.0	7.0	17.0	84.0	7.0	2.0	14.0	1.0	3.0	22.0	13.0	5.0	4.0	3.0	14.0	4.0	1.0	1.0	2.0	5.0	1.0
NC_071996.2	2::NC_071996.2:8872384-8878129(+)	5745	False	0.404	0	23.0		37.0	17.0			21.0	11.0	13.0	10.0	4.0	15.0	15.0	15.0	9.0		6.0			2.0	43.0	252.0	7.0			229.0	276.0	3.0	225.0	21.0	7.0	37.0	2.0		2.0	11.0	3.0	239.0	63.0	3.0	18.0	7.0	26.0	93.0	12.0	6.0	16.0		3.0	32.0	10.0	8.0	1.0	4.0	31.0	1.0	1.0		4.0	21.0	
NC_071996.2	3::NC_071996.2:10375163-10381460(+)	6297	False	0.3975	0	14.0		21.0	18.0			29.0	6.0	8.0	6.0	7.0	26.0	23.0	22.0	25.0		10.0	1.0		4.0	50.0	288.0	3.0		3.0	243.0	308.0	4.0	258.0	18.0	2.0	44.0	7.0		2.0	6.0	3.0	291.0	74.0	3.0	18.0	9.0	16.0	82.0	9.0	9.0	23.0		7.0	31.0	10.0	8.0	4.0		22.0	2.0	1.0	3.0		17.0	1.0
NC_071996.2	2::NC_071996.2:10378456-10383616(+)	5160	False	0.3988	0	6.0		36.0	11.0			21.0	1.0	11.0	6.0	5.0	19.0	12.0	20.0	11.0		13.0			1.0	54.0	217.0	5.0			202.0	268.0	7.0	211.0	11.0	1.0	21.0	4.0	1.0	2.0	4.0	5.0	217.0	53.0	1.0	23.0	10.0	16.0	100.0	6.0	3.0	17.0		4.0	33.0	6.0	4.0	4.0		12.0	4.0		1.0	3.0	16.0	1.0
NC_071996.2	2::NC_071996.2:11772736-11777884(+)	5148	False	0.3934	1	11.0		5.0	17.0			26.0	9.0	17.0	11.0	4.0	15.0	12.0	17.0	9.0	1.0	12.0			2.0	44.0	245.0	1.0	1.0		215.0	235.0	8.0	213.0	24.0	4.0	23.0	9.0			1.0	5.0	227.0	62.0	2.0	19.0	15.0	14.0	64.0	8.0	15.0	11.0	1.0	3.0	33.0	6.0	3.0	2.0	2.0	19.0	4.0		1.0	3.0	5.0	1.0
NC_071996.2	3::NC_071996.2:11795921-11801246(+)	5325	False	0.3987	0	19.0		14.0	21.0			16.0	2.0	15.0	9.0	5.0	17.0	18.0	20.0	18.0		13.0			3.0	25.0	254.0	4.0	1.0	1.0	214.0	241.0	7.0	217.0	17.0		38.0	4.0		4.0	9.0	4.0	219.0	61.0	4.0	24.0	12.0	22.0	71.0	12.0	6.0	12.0		4.0	29.0	12.0	3.0	5.0		24.0	8.0	1.0	3.0	2.0	10.0	1.0
NC_071996.2	3::NC_071996.2:11841746-11846930(+)	5184	False	0.4041	0	16.0		29.0	21.0			19.0	4.0	12.0	5.0	5.0	11.0	25.0	16.0	14.0		7.0	2.0	1.0	4.0	38.0	217.0	3.0		1.0	203.0	267.0	6.0	179.0	19.0	1.0	34.0	4.0		2.0	10.0	4.0	196.0	66.0	6.0	28.0	13.0	21.0	93.0	6.0	8.0	19.0		6.0	24.0	12.0	6.0	2.0	2.0	25.0	3.0			3.0	10.0	
NC_071996.2	1::NC_071996.2:13131360-13137426(+)	6066	False	0.3953	0	15.0	1.0	38.0	26.0	1.0		23.0	5.0	14.0	5.0	5.0	18.0	19.0	20.0	17.0		8.0		1.0		48.0	249.0	2.0	1.0		240.0	284.0	7.0	254.0	31.0	7.0	35.0	11.0		2.0	5.0	6.0	269.0	66.0	4.0	30.0	11.0	20.0	78.0	7.0	5.0	26.0	1.0	6.0	36.0	4.0	7.0	4.0	4.0	19.0	4.0		2.0	1.0	20.0	
NC_071996.2	2::NC_071996.2:13228840-13234168(+)	5328	False	0.3883	0	20.0		19.0	20.0			20.0	3.0	8.0	3.0	3.0	17.0	10.0	20.0	14.0	1.0	13.0	1.0		2.0	47.0	245.0	5.0		1.0	213.0	261.0	1.0	228.0	21.0	1.0	34.0	6.0		3.0	5.0	1.0	234.0	72.0	1.0	20.0	4.0	24.0	60.0	10.0	9.0	13.0		3.0	28.0	11.0	4.0	3.0	1.0	15.0	5.0		2.0	2.0	9.0	
NC_071996.2	-2::NC_071996.2:30290668-30297679(-)	7011	False	0.6985	1	81.0	1.0	1.0	4.0		3.0	221.0		10.0	63.0	2.0	3.0	2.0	41.0	7.0		2.0	3.0	1.0	13.0	16.0	3.0	1.0	3.0	2.0	23.0	32.0	2.0	5.0	2.0		20.0	1.0	2.0	2.0	4.0	12.0	579.0	2.0	141.0	2.0	8.0	13.0	63.0	42.0	482.0	5.0	9.0	20.0	12.0	48.0			1.0	19.0	31.0	1.0	3.0	265.0	3.0	
NC_071996.2	-1::NC_071996.2:30290867-30297635(-)	6768	False	0.7107	1	30.0		1.0			3.0	482.0		10.0	19.0		4.0		71.0	4.0			3.0		5.0	2.0	1.0	2.0	2.0		63.0	22.0		8.0	1.0		34.0		3.0		4.0	10.0	212.0		204.0		9.0	2.0	69.0	42.0	628.0	10.0	2.0	40.0	4.0	144.0	3.0	1.0	1.0	21.0	15.0	2.0	1.0	59.0	2.0	1.0
NC_071996.2	3::NC_071996.2:69778559-69787973(+)	9414	False	0.3887	2	84.0	30.0	67.0	46.0	22.0	33.0	65.0	39.0	22.0	45.0	115.0	43.0	51.0	8.0	32.0	57.0	63.0	41.0	84.0	45.0	73.0	97.0	64.0	29.0	105.0	65.0	18.0	60.0	58.0	95.0	67.0	48.0	202.0	19.0	40.0	20.0	9.0	47.0	106.0	4.0	113.0	47.0	11.0	24.0	30.0	23.0	78.0	25.0	34.0	61.0	9.0	79.0	11.0	50.0	13.0	33.0	3.0	239.0	24.0	9.0	4.0
NC_071996.2	-1::NC_071996.2:81170636-81176345(-)	5709	False	0.4397	2	49.0	25.0	40.0	23.0	16.0	27.0	29.0	22.0	9.0	46.0	50.0	47.0	36.0	7.0	13.0	24.0	14.0	37.0	68.0	47.0	38.0	47.0	29.0	18.0	62.0	53.0	21.0	34.0	18.0	21.0	54.0	23.0	93.0	14.0	30.0	12.0	5.0	23.0	56.0	16.0	32.0	37.0	36.0	23.0	13.0	22.0	40.0	16.0	36.0	39.0	3.0	40.0	16.0	38.0	20.0	34.0	2.0	120.0	20.0	8.0	12.0
NC_071996.2	-1::NC_071996.2:81199781-81217019(-)	17238	False	0.4268	2	103.0	26.0	210.0	55.0	34.0	130.0	152.0	82.0	35.0	104.0	206.0	133.0	115.0	33.0	42.0	159.0	92.0	105.0	115.0	136.0	74.0	199.0	112.0	66.0	150.0	212.0	67.0	59.0	35.0	150.0	134.0	105.0	281.0	90.0	113.0	44.0	2.0	41.0	185.0	19.0	59.0	82.0	57.0	25.0	37.0	44.0	174.0	97.0	70.0	86.0	10.0	65.0	33.0	93.0	47.0	100.0	9.0	333.0	82.0	13.0	25.0
NC_071996.2	-1::NC_071996.2:81385040-81391556(-)	6516	False	0.3823	2	66.0	20.0	43.0	46.0	16.0	31.0	47.0	24.0	27.0	18.0	67.0	52.0	39.0	6.0	17.0	41.0	40.0	35.0	78.0	35.0	75.0	58.0	50.0	21.0	43.0	56.0	21.0	41.0	38.0	62.0	53.0	31.0	105.0	7.0	38.0	27.0		31.0	59.0	2.0	68.0	21.0	20.0	14.0	21.0	9.0	52.0	10.0	15.0	50.0	2.0	42.0	6.0	37.0	10.0	15.0		187.0	15.0	9.0	3.0
NC_071996.2	1::NC_071996.2:88620000-88629060(+)	9060	False	0.3466	1	99.0	24.0	65.0	89.0	16.0	18.0	54.0	54.0	30.0	38.0	92.0	51.0	55.0	8.0	63.0	32.0	69.0	35.0	53.0	62.0	93.0	111.0	71.0	36.0	93.0	59.0	21.0	68.0	48.0	134.0	44.0	61.0	200.0	16.0	43.0	40.0	4.0	36.0	78.0	1.0	92.0	35.0	18.0	22.0	9.0	27.0	74.0	10.0	24.0	97.0	2.0	43.0	2.0	59.0	5.0	24.0	3.0	186.0	19.0	5.0	
NC_071996.2	1::NC_071996.2:88631148-88640598(+)	9450	False	0.3384	1	113.0	25.0	96.0	90.0	13.0	23.0	39.0	42.0	38.0	26.0	133.0	69.0	50.0	9.0	54.0	32.0	97.0	48.0	68.0	45.0	85.0	138.0	60.0	44.0	64.0	60.0	33.0	59.0	52.0	131.0	63.0	60.0	199.0	11.0	50.0	36.0	6.0	39.0	76.0	1.0	103.0	37.0	18.0	19.0	15.0	27.0	61.0	7.0	30.0	122.0	5.0	48.0	5.0	51.0	3.0	19.0	3.0	180.0	17.0	2.0	1.0
NC_071996.2	2::NC_071996.2:109620622-109627552(+)	6930	False	0.3926	1	99.0	19.0	72.0	25.0	9.0	35.0	64.0	34.0	16.0	14.0	130.0	38.0	29.0	9.0	38.0	20.0	32.0	40.0	65.0	54.0	54.0	61.0	66.0	28.0	92.0	35.0	10.0	32.0	54.0	75.0	35.0	47.0	129.0	11.0	41.0	43.0	6.0	21.0	25.0	4.0	59.0	8.0	13.0	20.0	25.0	2.0	44.0	14.0	30.0	58.0	4.0	55.0	9.0	43.0	16.0	28.0	5.0	137.0	11.0	5.0	13.0
NC_071996.2	2::NC_071996.2:144422803-144433750(+)	10947	False	0.5275	2	17.0	6.0	362.0	10.0	4.0	24.0	209.0	3.0	3.0	8.0	3.0		11.0	8.0	3.0	3.0	3.0	6.0	7.0	17.0	9.0	3.0	180.0	15.0	2.0	212.0	147.0	5.0	7.0	1.0	7.0	24.0	6.0	14.0	40.0	10.0	13.0	258.0	141.0	26.0	5.0	3.0	4.0	501.0	68.0	282.0	128.0	4.0	22.0	540.0	19.0	143.0	4.0	4.0	11.0	13.0	10.0	1.0	16.0	25.0	19.0
NC_071996.2	1::NC_071996.2:144423375-144433509(+)	10134	False	0.5204	2	3.0	3.0	130.0	4.0	4.0	10.0	104.0	2.0		62.0	3.0		13.0	3.0	1.0			3.0	3.0	14.0	5.0	3.0	383.0	9.0	2.0	49.0	226.0		1.0	3.0	3.0	15.0	1.0	10.0		8.0	2.0	358.0	266.0	15.0	3.0	9.0	35.0	238.0	41.0	549.0	181.0	4.0	10.0	300.0	12.0	188.0	7.0	2.0	7.0	10.0	10.0	2.0	10.0	18.0	21.0
NC_071996.2	3::NC_071996.2:144424175-144432998(+)	8823	False	0.5016	1	4.0	1.0	183.0	33.0	1.0		139.0			1.0	1.0		7.0	4.0	1.0			1.0		3.0	3.0	1.0	115.0	2.0		61.0	332.0	3.0	1.0			17.0		2.0		11.0		123.0	68.0	3.0	2.0		48.0	424.0	14.0	291.0	383.0	1.0	9.0	245.0	5.0	381.0			4.0	2.0	1.0		3.0	4.0	3.0
NC_071996.2	1::NC_071996.2:146190126-146195259(+)	5133	False	0.4981	0	1.0	714.0	715.0	126.0	126.0	1.0										1.0	1.0	1.0		1.0	3.0					1.0	2.0	1.0	1.0			1.0	2.0		1.0			1.0	1.0		2.0					1.0			1.0		1.0	2.0						3.0			
NC_071996.2	-1::NC_071996.2:146190191-146195258(-)	5067	False	0.4993	0	1.0						126.0	127.0	714.0	713.0														1.0						1.0					1.0				1.0			1.0			1.0		1.0			1.0											
NC_071998.2	2::NC_071998.2:5197786-5205484(+)	7698	False	0.3993	0	29.0		35.0	32.0		1.0	37.0	6.0	13.0	6.0	5.0	15.0	23.0	26.0	20.0	1.0	14.0	1.0		2.0	72.0	334.0	6.0	2.0	3.0	306.0	360.0	5.0	318.0	29.0	6.0	35.0	10.0		1.0	8.0	9.0	325.0	85.0	5.0	34.0	23.0	25.0	117.0	11.0	10.0	24.0		4.0	40.0	20.0	7.0	6.0	5.0	32.0	4.0		3.0	2.0	14.0	
NC_071998.2	1::NC_071998.2:6630939-6635958(+)	5019	False	0.4055	0	14.0	1.0	29.0	6.0		1.0	17.0	2.0	23.0	5.0	3.0	13.0	12.0	18.0	14.0		6.0	1.0		1.0	42.0	214.0	4.0	1.0	4.0	202.0	249.0	1.0	200.0	20.0	2.0	22.0	5.0		3.0	2.0	4.0	220.0	60.0	6.0	20.0	9.0	13.0	76.0	5.0	16.0	14.0	1.0	7.0	30.0	8.0	8.0	2.0	2.0	20.0	3.0		1.0	1.0	10.0	
NC_071998.2	1::NC_071998.2:7382304-7387443(+)	5139	False	0.4635	0	37.0	1.0	12.0	12.0		1.0	25.0	4.0	17.0	14.0		4.0	15.0	13.0	9.0	1.0	11.0			3.0	32.0	134.0	5.0	1.0	1.0	212.0	152.0	5.0	136.0	10.0		19.0	7.0		3.0	6.0		228.0	18.0	2.0	22.0	14.0	24.0	122.0	10.0	142.0	130.0		12.0	38.0	13.0	13.0	1.0	1.0	9.0	4.0		1.0	4.0	3.0	
NC_071998.2	-2::NC_071998.2:7476115-7481509(-)	5394	False	0.4021	0	22.0	1.0	20.0	21.0		1.0	24.0	7.0	10.0	9.0	4.0	17.0	23.0	19.0	17.0		9.0			3.0	44.0	223.0	7.0		1.0	214.0	256.0	3.0	228.0	19.0		21.0	11.0		1.0	2.0	1.0	243.0	62.0	1.0	16.0	15.0	24.0	85.0	8.0	12.0	24.0		5.0	23.0	13.0	2.0	2.0	2.0	10.0		2.0	2.0	1.0	7.0	1.0
NC_071998.2	1::NC_071998.2:7596378-7601442(+)	5064	False	0.3906	0	13.0		16.0	17.0		1.0	23.0	4.0	9.0	4.0	7.0	18.0	10.0	15.0	15.0	1.0	11.0			1.0	39.0	202.0	6.0		6.0	179.0	267.0	8.0	221.0	24.0	2.0	24.0	8.0	2.0	1.0	5.0	4.0	208.0	85.0	2.0	20.0	6.0	17.0	66.0	6.0	10.0	18.0	2.0	2.0	30.0	6.0	5.0	5.0		14.0	4.0	1.0	4.0	6.0	7.0	1.0
NC_071998.2	1::NC_071998.2:7643151-7648215(+)	5064	False	0.3908	0	13.0		16.0	17.0		1.0	23.0	4.0	9.0	4.0	7.0	18.0	10.0	15.0	15.0	1.0	11.0			1.0	39.0	202.0	6.0		6.0	179.0	267.0	8.0	221.0	24.0	2.0	24.0	8.0	2.0	1.0	5.0	4.0	208.0	85.0	2.0	20.0	6.0	16.0	67.0	6.0	10.0	18.0	2.0	2.0	30.0	6.0	5.0	5.0		14.0	4.0	1.0	4.0	6.0	7.0	1.0
NC_071998.2	3::NC_071998.2:8469197-8474429(+)	5232	False	0.401	0	4.0		20.0	13.0		3.0	18.0	5.0	8.0	6.0	3.0	15.0	20.0	27.0	13.0		9.0	1.0	1.0		38.0	242.0	1.0		2.0	204.0	250.0	7.0	224.0	22.0	1.0	22.0	5.0		5.0	15.0	2.0	235.0	58.0	2.0	20.0	9.0	13.0	75.0	6.0	11.0	19.0	1.0	1.0	26.0	11.0	6.0	4.0	2.0	22.0	4.0			4.0	9.0	
NC_071998.2	2::NC_071998.2:8532523-8537782(+)	5259	False	0.3948	0	10.0		14.0	17.0			20.0	3.0	7.0	10.0	8.0	13.0	17.0	19.0	13.0		17.0			1.0	39.0	228.0	3.0	1.0		202.0	271.0	6.0	213.0	21.0	1.0	29.0	10.0	1.0	1.0	5.0	4.0	213.0	72.0	1.0	22.0	17.0	22.0	76.0	11.0	8.0	21.0			24.0	9.0	4.0	5.0	2.0	16.0	7.0	1.0	3.0	2.0	13.0	
NC_071998.2	1::NC_071998.2:9974583-9979929(+)	5346	False	0.396	0	25.0		14.0	23.0		1.0	26.0	4.0	11.0	7.0	5.0	19.0	19.0	30.0	17.0		4.0	1.0		2.0	36.0	247.0	4.0		1.0	209.0	251.0	8.0	223.0	22.0		31.0	6.0		1.0	4.0	8.0	230.0	68.0	2.0	20.0	6.0	14.0	58.0	7.0	16.0	21.0	1.0	1.0	26.0	8.0	5.0	3.0	3.0	14.0	4.0	4.0	1.0	1.0	10.0	
NC_071998.2	3::NC_071998.2:10734650-10740011(+)	5361	False	0.4322	0	22.0	9.0	7.0	18.0	7.0	4.0	20.0	30.0	25.0	14.0	17.0	10.0	32.0	13.0	12.0	19.0	38.0	10.0	15.0	10.0	28.0	96.0	11.0	10.0	30.0	150.0	102.0	13.0	89.0	44.0	31.0	23.0	62.0	6.0	7.0	7.0	4.0	143.0	41.0	4.0	41.0	34.0	21.0	74.0	15.0	93.0	76.0	10.0	22.0	37.0	6.0	25.0	6.0	22.0	4.0	13.0	1.0	38.0	9.0	6.0	1.0
NC_071998.2	-1::NC_071998.2:11225834-11232629(-)	6795	False	0.3976	0	29.0	1.0	32.0	13.0			26.0	4.0	19.0	11.0	2.0	25.0	29.0	27.0	25.0		14.0	2.0		3.0	64.0	291.0	9.0	4.0		275.0	318.0	11.0	285.0	35.0	2.0	32.0	4.0	1.0	2.0	8.0	7.0	288.0	76.0	2.0	26.0	12.0	22.0	89.0	10.0	6.0	17.0	1.0	4.0	32.0	12.0	5.0	2.0	2.0	25.0	5.0	1.0	2.0	2.0	13.0	1.0
NC_071998.2	-3::NC_071998.2:13058979-13064358(-)	5379	False	0.3993	1	21.0		26.0	16.0		1.0	23.0	5.0	11.0	5.0	7.0	16.0	14.0	21.0	20.0		10.0	2.0	2.0	3.0	35.0	245.0	5.0		3.0	208.0	244.0	12.0	214.0	15.0	4.0	31.0	7.0		1.0	7.0	6.0	220.0	55.0	5.0	24.0	13.0	21.0	78.0	10.0	14.0	21.0	1.0	5.0	36.0	15.0	3.0	2.0		14.0			1.0	2.0	13.0	
