clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_ACC	codon_TAA	codon_CCC	codon_CCT	codon_AAC	codon_AGA	codon_CTA	codon_GAT	codon_TAT	codon_GCA	codon_TGC	codon_TTG	codon_GGA	codon_ATA	codon_GTG	codon_GAG	codon_GCT	codon_TTA	codon_TTT	codon_ATT	codon_TAG	codon_ATG	codon_CAT	codon_TGG	codon_GAA	codon_AGC	codon_CTT	codon_ACT	codon_GGG	codon_AAT	codon_AGT	codon_AAA	codon_GGC	codon_GTA	codon_CCA	codon_TCT	codon_TGT	codon_TCG	codon_TCC	codon_TTC	codon_ACA	codon_CGC	codon_CAA	codon_ATC	codon_TAC	codon_CAC	codon_CTC	codon_CTG	codon_TCA	codon_GTT	codon_CCG	codon_CAG	codon_CGA	codon_GAC	codon_CGT	codon_GTC	codon_GCG	codon_GCC	codon_ACG	codon_AAG	codon_GGT	codon_AGG	codon_CGG	codon_TGA
NC_071997.2	2::NC_071997.2:5990278-5995600	5322	False	0.3997	0	6.0		7.0	18.0	2.0	3.0	5.0	3.0	12.0	14.0	13.0	17.0		8.0			2.0	10.0	60.0	228.0		11.0	205.0			1.0	33.0	14.0		23.0	7.0	5.0		2.0	231.0	21.0	8.0	5.0	235.0	255.0	63.0	2.0	27.0	7.0	12.0	75.0	9.0	3.0	25.0	29.0	9.0	8.0	1.0	1.0	22.0	6.0		3.0	6.0	1.0	1.0			
NC_071997.2	1::NC_071997.2:6757638-6764160	6522	False	0.4557	0	15.0		17.0	19.0	11.0	2.0	36.0	3.0	9.0	21.0	24.0	11.0		5.0			5.0	10.0	39.0	191.0		6.0	157.0	1.0	1.0	2.0	28.0	133.0		27.0	12.0	4.0		5.0	264.0	35.0	4.0	6.0	299.0	213.0	31.0	1.0	42.0	19.0	34.0	160.0	158.0	13.0	41.0	15.0	8.0	10.0	4.0	3.0	4.0	9.0	3.0	3.0					1.0	
NC_071997.2	-1::NC_071997.2:6891632-6896654	5022	False	0.4018	0	3.0	15.0			18.0	15.0		7.0	11.0	18.0	23.0	16.0	223.0	18.0	71.0	18.0			6.0	18.0	8.0	217.0	3.0	207.0	234.0	3.0		2.0	8.0	215.0	24.0	38.0	2.0	23.0			65.0	1.0		1.0	2.0	2.0	14.0	1.0	2.0			3.0		6.0		4.0	1.0		4.0	1.0	1.0		13.0	22.0	1.0	21.0	12.0	33.0
NC_071997.2	2::NC_071997.2:7008544-7014250	5706	False	0.3878	0	2.0		4.0	29.0	7.0		14.0	8.0	18.0	12.0	22.0	19.0	2.0	9.0			2.0	27.0	57.0	253.0		4.0	232.0	1.0	3.0		34.0	22.0		29.0	4.0	7.0	1.0		227.0	16.0	8.0	7.0	246.0	259.0	76.0	1.0	24.0	10.0	20.0	77.0	10.0		30.0	18.0	4.0	5.0	6.0		19.0	2.0	3.0	5.0	2.0	2.0	2.0		1.0	
NC_071997.2	2::NC_071997.2:7361824-7367320	5496	False	0.4019	0	4.0		11.0	24.0	7.0	2.0	11.0	5.0	17.0	13.0	12.0	15.0		6.0	1.0			23.0	43.0	233.0		5.0	212.0		1.0		33.0	16.0		19.0	7.0	7.0		2.0	222.0	17.0	7.0	4.0	239.0	265.0	63.0	2.0	18.0	16.0	20.0	78.0	14.0	2.0	31.0	27.0	9.0	5.0	5.0		29.0	3.0	1.0	3.0	16.0	5.0	1.0	1.0		
NC_071997.2	2::NC_071997.2:7463884-7470268	6384	False	0.4007	0	6.0		9.0	18.0	2.0	2.0	10.0	7.0	16.0	23.0	27.0	32.0		6.0		1.0	3.0	13.0	58.0	262.0		16.0	276.0	1.0	1.0	1.0	35.0	18.0		20.0	3.0	9.0		1.0	247.0	12.0	9.0	2.0	269.0	307.0	88.0	4.0	35.0	9.0	21.0	95.0	18.0	3.0	36.0	31.0	7.0	4.0	4.0	2.0	28.0	3.0		1.0	13.0		1.0	3.0		
NC_071997.2	3::NC_071997.2:7464620-7469882	5262	False	0.4006	0	8.0		7.0	16.0	6.0		12.0	3.0	13.0	21.0	26.0	22.0	1.0	11.0	1.0		2.0	11.0	37.0	233.0		8.0	220.0				23.0	20.0		24.0	2.0	7.0		6.0	204.0	4.0	16.0	6.0	243.0	252.0	57.0	1.0	29.0	11.0	9.0	79.0	6.0	1.0	20.0	27.0	8.0	4.0	3.0	1.0	13.0	2.0		5.0	8.0	2.0	3.0			
NC_071997.2	2::NC_071997.2:7785772-7792597	6825	False	0.3987	0	5.0		13.0	33.0	6.0	4.0	14.0	9.0	19.0	17.0	21.0	25.0		15.0				21.0	65.0	304.0		5.0	270.0	1.0	1.0	2.0	36.0	16.0		25.0	5.0	5.0		1.0	282.0	18.0	5.0	7.0	300.0	315.0	76.0	4.0	41.0	21.0	24.0	89.0	11.0	5.0	31.0	37.0	14.0	9.0	6.0	2.0	18.0	6.0	1.0	7.0	7.0			1.0		
NC_071997.2	2::NC_071997.2:8122399-8128300	5901	False	0.4062	0	9.0		12.0	21.0	4.0	1.0	18.0	6.0	15.0	17.0	21.0	25.0	1.0	11.0	1.0		4.0	17.0	39.0	236.0		6.0	225.0		4.0		27.0	39.0		30.0	6.0	6.0		1.0	233.0	34.0	5.0	4.0	247.0	269.0	63.0	6.0	25.0	17.0	20.0	86.0	33.0	6.0	36.0	23.0	8.0	7.0	5.0	3.0	15.0	7.0		1.0	9.0	2.0	1.0			
NC_071997.2	2::NC_071997.2:9489292-9494491	5199	False	0.3983	0	8.0		7.0	20.0	3.0		11.0	2.0	14.0	17.0	22.0	27.0		8.0			2.0	20.0	40.0	237.0		11.0	217.0		1.0	2.0	20.0	18.0		22.0	1.0	3.0		3.0	198.0	16.0	5.0	3.0	220.0	221.0	66.0	3.0	28.0	13.0	15.0	85.0	19.0	5.0	25.0	23.0	8.0	3.0	3.0	4.0	14.0	2.0			11.0	1.0	4.0		2.0	
NC_071997.2	-2::NC_071997.2:9913117-9920323	7206	False	0.3949	0		26.0			33.0	35.0		10.0	16.0	34.0	24.0	28.0	292.0	18.0	109.0	7.0	1.0		7.0	39.0	26.0	297.0	13.0	290.0	340.0	2.0	1.0	7.0	11.0	309.0	24.0	58.0	2.0	20.0		1.0	78.0	4.0	1.0	3.0	8.0		30.0	3.0	3.0	1.0		8.0		3.0	1.0	5.0	6.0	4.0	15.0	1.0	2.0	1.0	26.0	35.0	6.0	27.0	10.0	41.0
NC_071997.2	-1::NC_071997.2:10818605-10824524	5919	False	0.3996	0	2.0	15.0		2.0	26.0	23.0		14.0	13.0	16.0	14.0	27.0	263.0	16.0	89.0	17.0			6.0	25.0	13.0	240.0	6.0	219.0	271.0		3.0	4.0	14.0	264.0	15.0	48.0	4.0	15.0		2.0	73.0	8.0		1.0	6.0		11.0	8.0	1.0			5.0		6.0	3.0	6.0	6.0	10.0	8.0	2.0	1.0	1.0	19.0	39.0	8.0	23.0	8.0	34.0
NC_071997.2	-2::NC_071997.2:11076385-11082169	5784	False	0.3944	0	1.0	19.0		1.0	27.0	14.0		6.0	8.0	26.0	21.0	23.0	245.0	18.0	81.0	9.0			7.0	28.0	22.0	233.0	3.0	215.0	291.0	2.0	2.0	2.0	6.0	259.0	16.0	38.0	3.0	15.0	1.0	2.0	80.0	3.0			7.0	2.0	20.0	7.0	2.0	1.0		4.0		1.0		6.0	5.0	3.0	14.0	3.0	1.0		18.0	40.0	11.0	20.0	8.0	28.0
NC_071997.2	-3::NC_071997.2:11162469-11168259	5790	False	0.3902	0		15.0			13.0	16.0		12.0	11.0	18.0	22.0	22.0	240.0	12.0	83.0	11.0			10.0	33.0	11.0	228.0	5.0	249.0	279.0	1.0	2.0	4.0	7.0	277.0	17.0	57.0	2.0	23.0			70.0	3.0	2.0	3.0	2.0		15.0	3.0		2.0		3.0		6.0		1.0	6.0	7.0	7.0	2.0	4.0		15.0	35.0	6.0	26.0	7.0	25.0
NC_071997.2	2::NC_071997.2:11449210-11454262	5052	False	0.402	0	11.0		8.0	23.0	10.0	2.0	16.0	7.0	15.0	14.0	17.0	18.0	1.0	11.0			2.0	10.0	45.0	217.0		2.0	206.0		2.0	2.0	23.0	14.0		12.0	4.0	6.0		4.0	212.0	14.0	3.0	7.0	189.0	238.0	53.0	2.0	22.0	4.0	15.0	72.0	8.0	2.0	25.0	39.0	7.0		9.0	4.0	28.0	4.0			22.0	1.0		2.0		
NC_071997.2	-1::NC_071997.2:11693102-11698802	5700	False	0.4016	0	2.0	15.0			16.0	16.0		12.0	7.0	26.0	24.0	12.0	245.0	20.0	69.0	13.0			9.0	6.0	12.0	257.0	5.0	238.0	255.0	2.0	2.0	6.0	6.0	279.0	18.0	39.0	4.0	24.0	1.0	4.0	60.0	4.0		3.0	5.0		12.0	2.0	1.0			5.0		2.0	2.0	7.0	5.0	6.0	14.0		2.0		25.0	34.0	4.0	26.0	10.0	27.0
NC_071997.2	-2::NC_071997.2:11747746-11752966	5220	False	0.4004	0	2.0	5.0		1.0	18.0	24.0		14.0	10.0	21.0	14.0	20.0	207.0	15.0	70.0	10.0	1.0		4.0	18.0	14.0	223.0	5.0	208.0	257.0	2.0	2.0	6.0	15.0	227.0	17.0	43.0		14.0		3.0	62.0	2.0	1.0	1.0	6.0		20.0	5.0	2.0	1.0		4.0		2.0	1.0	4.0	2.0	1.0	10.0	1.0	6.0		15.0	28.0	6.0	25.0	10.0	35.0
NC_071997.2	1::NC_071997.2:11975817-11980851	5034	False	0.4668	0	12.0		16.0	20.0	7.0	3.0	27.0	4.0	10.0	19.0	30.0	8.0	1.0	8.0	2.0		1.0	12.0	21.0	129.0		3.0	117.0	3.0	3.0	1.0	32.0	113.0	1.0	21.0	9.0	4.0	1.0	3.0	197.0	34.0	3.0	5.0	228.0	146.0	14.0	2.0	29.0	23.0	25.0	111.0	112.0	18.0	21.0	12.0	10.0	13.0	2.0		8.0	12.0	3.0	5.0	1.0		1.0		2.0	
NC_071997.2	1::NC_071997.2:12465381-12471042	5661	False	0.3966	0	5.0		6.0	22.0	8.0	1.0	21.0	6.0	21.0	25.0	18.0	26.0		14.0	4.0			18.0	39.0	251.0		6.0	225.0	1.0	5.0	1.0	20.0	14.0		23.0	5.0	8.0		3.0	218.0	21.0	5.0	5.0	246.0	273.0	69.0	3.0	17.0	12.0	13.0	78.0	9.0	1.0	32.0	21.0	11.0	7.0	3.0	1.0	16.0	10.0		4.0	13.0	2.0	1.0			
NC_071997.2	3::NC_071997.2:12472292-12478019	5727	False	0.3967	0	5.0		6.0	22.0	8.0	1.0	21.0	6.0	21.0	25.0	18.0	26.0		14.0	4.0			18.0	39.0	256.0		7.0	228.0	1.0	5.0	1.0	20.0	14.0		23.0	5.0	8.0		3.0	223.0	20.0	5.0	5.0	251.0	278.0	70.0	3.0	17.0	12.0	13.0	80.0	9.0	1.0	31.0	20.0	11.0	7.0	3.0	1.0	16.0	9.0		4.0	12.0	2.0	1.0			
NC_071997.2	2::NC_071997.2:12479269-12484996	5727	False	0.3969	0	5.0		6.0	22.0	8.0	1.0	21.0	6.0	21.0	25.0	18.0	26.0		14.0	4.0			18.0	39.0	255.0		7.0	228.0	1.0	5.0	1.0	20.0	14.0		23.0	5.0	8.0		3.0	223.0	20.0	5.0	5.0	251.0	278.0	70.0	3.0	17.0	12.0	13.0	80.0	9.0	1.0	31.0	21.0	11.0	7.0	3.0	1.0	16.0	9.0		4.0	12.0	2.0	1.0			
NC_071997.2	3::NC_071997.2:12493262-12498989	5727	False	0.3964	0	5.0		6.0	22.0	6.0	1.0	20.0	6.0	22.0	26.0	18.0	26.0		14.0	4.0			18.0	40.0	257.0		6.0	227.0	1.0	5.0	1.0	20.0	14.0		23.0	5.0	8.0		3.0	223.0	20.0	5.0	5.0	249.0	278.0	70.0	3.0	17.0	12.0	13.0	81.0	9.0	1.0	31.0	20.0	11.0	7.0	3.0	1.0	16.0	9.0		4.0	12.0	3.0	1.0	1.0		
NC_071997.2	2::NC_071997.2:13339078-13344682	5604	False	0.3895	0	9.0		10.0	18.0	3.0	2.0	10.0	4.0	22.0	19.0	24.0	22.0		10.0	1.0		2.0	15.0	45.0	257.0		2.0	238.0		3.0	3.0	26.0	15.0		26.0	6.0	6.0	2.0	3.0	220.0	17.0	3.0	6.0	240.0	259.0	74.0	1.0	32.0	13.0	22.0	74.0	5.0	2.0	32.0	25.0	6.0	4.0	4.0	2.0	18.0	2.0		1.0	2.0			1.0		
NC_071997.2	2::NC_071997.2:14002132-14007259	5127	False	0.4071	0	8.0		10.0	24.0	2.0	7.0	11.0	2.0	24.0	20.0	20.0	9.0		13.0				20.0	35.0	208.0		8.0	191.0		1.0		48.0	11.0		17.0	3.0	6.0		2.0	206.0	13.0	9.0	5.0	220.0	250.0	65.0	1.0	10.0	12.0	16.0	74.0	11.0	4.0	18.0	22.0	5.0	3.0		2.0	28.0	2.0	3.0	6.0	24.0					
NC_071997.2	2::NC_071997.2:14344336-14349484	5148	False	0.3934	1	13.0		7.0	26.0	8.0	3.0	18.0	4.0	14.0	12.0	19.0	8.0	1.0	13.0			2.0	15.0	47.0	240.0		6.0	214.0	1.0	1.0	1.0	22.0	11.0		24.0	1.0	10.0			215.0	12.0	2.0	5.0	226.0	238.0	63.0	3.0	20.0	16.0	14.0	63.0	13.0	4.0	31.0	6.0	5.0	3.0	3.0	3.0	17.0	5.0		2.0	6.0					
NC_071997.2	2::NC_071997.2:14417740-14422924	5184	False	0.4041	0	5.0		6.0	18.0	4.0	1.0	13.0	5.0	11.0	25.0	17.0	14.0		7.0	2.0	1.0	3.0	21.0	36.0	217.0		7.0	178.0				33.0	20.0		20.0	3.0	4.0		3.0	202.0	15.0	10.0	4.0	196.0	270.0	66.0	7.0	29.0	12.0	21.0	93.0	6.0	5.0	25.0	28.0	13.0	7.0	2.0	1.0	25.0	4.0		3.0	9.0	1.0				
NC_071997.2	-1::NC_071997.2:14854115-14860772	6657	False	0.4033	0		18.0	1.0	1.0	29.0	20.0		11.0	13.0	18.0	26.0	23.0	297.0	10.0	91.0	20.0			9.0	30.0	14.0	298.0	14.0	278.0	326.0	1.0	2.0	6.0	8.0	301.0	23.0	37.0	1.0	16.0	3.0	3.0	69.0	7.0	1.0		3.0		18.0	3.0	2.0	1.0		6.0		6.0		2.0	6.0	8.0	10.0	2.0	3.0	2.0	26.0	23.0	8.0	22.0	10.0	33.0
NC_071997.2	-3::NC_071997.2:15872829-15878607	5778	False	0.3891	0		20.0			35.0	16.0		15.0	11.0	14.0	23.0	25.0	245.0	25.0	77.0	9.0			10.0	26.0	18.0	227.0	6.0	230.0	274.0		3.0	2.0	15.0	261.0	24.0	50.0	1.0	17.0			57.0	3.0	1.0	1.0	6.0	1.0	12.0	9.0	1.0	1.0		4.0		7.0		4.0	7.0	1.0	7.0		3.0		24.0	28.0	4.0	17.0	7.0	42.0
NC_071997.2	-3::NC_071997.2:15913026-15918102	5076	False	0.3972	0		15.0		1.0	25.0	14.0		12.0	8.0	19.0	8.0	22.0	218.0	17.0	69.0	10.0			6.0	23.0	10.0	207.0	7.0	201.0	240.0	2.0	3.0	5.0	6.0	225.0	9.0	43.0	3.0	13.0		2.0	52.0	6.0	1.0	1.0	8.0		17.0	2.0	1.0			3.0		5.0	1.0	4.0	3.0	4.0	26.0	5.0	2.0		24.0	32.0	5.0	12.0	8.0	27.0
NC_071997.2	3::NC_071997.2:16885067-16890884	5817	False	0.3995	0	4.0		7.0	21.0	4.0	3.0	14.0	5.0	11.0	18.0	14.0	20.0		11.0	3.0		3.0	18.0	47.0	248.0		8.0	258.0	1.0	2.0	2.0	22.0	37.0		26.0	2.0	11.0	1.0	1.0	222.0	16.0	5.0	3.0	286.0	247.0	73.0	4.0	27.0	15.0	19.0	72.0	16.0	4.0	36.0	18.0	8.0	7.0	4.0	1.0	17.0	5.0	1.0	1.0	8.0		1.0	1.0		
NC_071997.2	3::NC_071997.2:17392325-17397368	5043	False	0.3996	0	5.0		7.0	14.0	3.0	1.0	11.0	5.0	16.0	11.0	17.0	15.0	3.0	9.0			1.0	12.0	43.0	222.0		5.0	192.0	2.0	1.0		27.0	16.0		12.0	5.0	7.0		2.0	208.0	15.0	4.0	5.0	211.0	248.0	64.0	4.0	30.0	11.0	16.0	84.0	13.0	2.0	25.0	27.0	5.0		4.0	3.0	13.0	1.0		5.0	14.0	4.0			1.0	
NC_071997.2	-3::NC_071997.2:102494019-102500070	6051	False	0.4361	0	4.0	2.0	1.0			47.0		2.0	2.0	17.0	2.0	1.0	31.0	51.0	145.0	87.0				1.0	1.0	52.0	67.0	4.0	30.0	3.0	1.0	71.0	5.0	100.0	73.0	70.0	15.0	124.0	28.0	2.0	31.0			2.0	210.0	4.0	7.0		118.0	110.0	1.0	30.0				58.0	28.0	13.0			3.0	58.0	64.0	13.0	1.0	50.0		177.0
NC_071997.2	-2::NC_071997.2:102494053-102500080	6027	False	0.4354	0		6.0			2.0	47.0		13.0	1.0	20.0			4.0	138.0	102.0	139.0			1.0	1.0		32.0	78.0	13.0	102.0	31.0			6.0	68.0	20.0	35.0	30.0	1.0	58.0		132.0			1.0	242.0		15.0	1.0	169.0	70.0		71.0			4.0	92.0	60.0	28.0	3.0	1.0	3.0			4.0	19.0	60.0	4.0	82.0
NC_071997.2	-1::NC_071997.2:102494066-102500102	6036	False	0.4352	0		1.0	1.0		4.0	46.0		36.0	2.0	33.0			24.0	72.0	124.0	90.0			1.0			88.0	28.0	1.0	61.0	78.0		29.0	4.0	40.0	65.0	114.0		50.0		3.0	143.0				209.0		9.0		137.0	202.0				1.0		81.0		6.0	7.0			28.0	32.0	1.0	55.0	46.0		60.0
NC_071997.2	-2::NC_071997.2:124426561-124445485	18924	False	0.423	0	2.0	2.0	8.0	5.0	3.0	2.0		1.0	962.0	1.0	3.0	1.0	6.0	2.0	2.0	1.0	3.0		8.0		1.0	2.0	2530.0	4.0	1.0	2.0	1.0	3.0	2.0	1.0		2.0	4.0				204.0		1.0	1.0		82.0			1.0	2391.0	3.0	4.0		1.0		3.0		2.0	41.0	1.0		1.0		1.0	2.0	2.0		2.0
NC_071997.2	-1::NC_071997.2:124426565-124445297	18732	False	0.4214	0	1450.0	2.0		6.0	1.0			1.0		1.0						2.0	2.0			221.0		2.0			2.0	1.0		941.0	1.0	1.0	1.0						1.0			3.0	3.0			3271.0			2.0									243.0		82.0				1.0		3.0
NC_071997.2	1::NC_071997.2:124426569-124437249	10680	False	0.4211	0							429.0	1.0		1.0						1.0		133.0									4.0		1.0	1.0		1.0		1.0	845.0			49.0	2.0		1.0							108.0	1949.0		31.0											2.0		
NC_071997.2	3::NC_071997.2:124426586-124445267	18681	False	0.4216	0	1450.0			6.0	1.0											2.0	1.0			221.0		1.0				1.0		940.0			1.0									3.0	2.0			3271.0			2.0									243.0		82.0						
NC_071997.2	2::NC_071997.2:124426603-124445278	18675	False	0.4214	0			6.0	2.0	2.0	1.0		1.0	962.0					1.0					3.0			1.0	2529.0														202.0					82.0				2391.0						1.0			41.0									
NC_071997.2	1::NC_071997.2:124437252-124445436	8184	False	0.4244	0			2.0	3.0	1.0		313.0				2.0	1.0	2.0				1.0	89.0	1.0			2.0	1.0	4.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0		1.0	647.0	1.0	1.0	33.0	7.0	1.0			1.0			4.0		98.0	1481.0	2.0	10.0	2.0						1.0		1.0	2.0		1.0	
NC_071997.2	1::NC_071997.2:130153950-130162431	8481	False	0.8046	1	1.0		228.0	103.0	2.0	1.0		2.0		11.0	130.0	2.0	3.0	1.0	6.0	12.0	391.0			1.0		2.0	3.0	373.0	2.0	3.0	5.0		378.0	1.0	4.0	3.0	396.0		8.0		2.0		5.0	6.0	6.0	27.0	2.0	1.0		3.0	6.0	467.0	2.0	1.0	26.0	6.0	1.0	6.0	1.0	1.0	23.0	123.0	2.0	1.0	8.0	4.0	25.0	
NC_071997.2	-3::NC_071997.2:130154154-130162965	8811	False	0.7979	1	2.0		238.0	102.0	1.0	5.0		6.0		12.0	135.0	2.0	5.0	2.0	5.0	13.0	395.0			1.0	3.0	1.0	6.0	375.0	3.0	7.0	9.0	1.0	380.0	2.0	4.0	1.0	398.0		10.0	2.0	8.0		8.0	5.0	7.0	28.0	3.0	3.0		4.0	11.0	472.0		3.0	28.0	12.0	2.0	9.0	2.0	2.0	22.0	126.0	5.0	2.0	4.0	15.0	26.0	4.0
NC_071997.2	3::NC_071997.2:130154300-130162421	8121	False	0.8125	1	1.0		250.0	74.0		4.0				4.0	121.0		3.0		3.0	1.0	389.0		1.0			1.0		368.0	2.0	2.0		3.0	366.0				389.0		3.0	3.0	2.0		2.0	1.0	1.0	25.0				3.0		494.0	1.0	2.0	27.0	4.0		1.0	2.0		23.0	102.0		1.0	1.0	2.0	25.0	
NC_071997.2	2::NC_071997.2:130154365-130162543	8178	False	0.8111	1	1.0		224.0	106.0						4.0	96.0	1.0	4.0		4.0	1.0	389.0	2.0		1.0		2.0	1.0	364.0	2.0	6.0			370.0		1.0	1.0	391.0		1.0	1.0	3.0	1.0	3.0	3.0	1.0	27.0				5.0	3.0	485.0	3.0	2.0	24.0	4.0		1.0		2.0	24.0	131.0	2.0	4.0	1.0	2.0	22.0	
NC_071997.2	-2::NC_071997.2:130154386-130162414	8028	False	0.8146	1			222.0	103.0						4.0	96.0	1.0	2.0		2.0		388.0					1.0	1.0	363.0		3.0			368.0		1.0	1.0	387.0				2.0	1.0	2.0	1.0		26.0				4.0	2.0	485.0		1.0	24.0	4.0					24.0	128.0	2.0	3.0		2.0	22.0	
NC_071997.2	-1::NC_071997.2:130154462-130162439	7977	False	0.8152	1			250.0	73.0		1.0				1.0	121.0		1.0		2.0		385.0		2.0					366.0	1.0			3.0	365.0				388.0		2.0			1.0	1.0		1.0	24.0				2.0		491.0		1.0	26.0	1.0			1.0		21.0	100.0		1.0	1.0	1.0	24.0	1.0
NC_071997.2	-1::NC_071997.2:133174907-133180220	5313	False	0.5001	0																					785.0																													100.0											785.0	101.0		
NC_071997.2	1::NC_071997.2:133174908-133180221	5313	False	0.5001	0																		100.0											100.0																					785.0											1.0	785.0		
NC_071992.2	-3::NC_071992.2:7352908-7358953	6045	False	0.7543	2	143.0	2.0	290.0	71.0	2.0	3.0		2.0	4.0	71.0	1.0		5.0	1.0	1.0	73.0	72.0		1.0	1.0		2.0	3.0		2.0	72.0	142.0	71.0	284.0	3.0	2.0		75.0	2.0	4.0				1.0	1.0	4.0	74.0		3.0	2.0	3.0	75.0	72.0			1.0	73.0	2.0	2.0			70.0	72.0	4.0	2.0	2.0	76.0	1.0	70.0
NC_071992.2	-1::NC_071992.2:7353060-7358964	5904	False	0.7597	2	2.0	2.0	286.0	143.0				1.0	2.0		71.0		2.0	2.0	70.0	75.0			1.0		71.0			73.0		2.0	1.0		143.0	1.0	1.0		141.0		72.0	143.0		2.0	1.0	1.0	2.0	71.0	3.0			75.0					72.0	1.0	73.0	144.0			1.0	72.0				143.0	2.0	
NC_071992.2	3::NC_071992.2:7353215-7359062	5847	False	0.7582	2	1.0		494.0	1.0		1.0	1.0	2.0	2.0	71.0		71.0	213.0		4.0	70.0		72.0	2.0				1.0	72.0	1.0	71.0			70.0	1.0	1.0			1.0		2.0		70.0						4.0	2.0	3.0	142.0	70.0	1.0			72.0	2.0		2.0	2.0	71.0	72.0			70.0	71.0	70.0	
NC_071992.2	-1::NC_071992.2:7940796-7946031	5235	False	0.7521	2	123.0	2.0	249.0	61.0	1.0	3.0		2.0	5.0	61.0	1.0		5.0	1.0	1.0	63.0	62.0		1.0	1.0		2.0	2.0		2.0	61.0	122.0	61.0	244.0	4.0	2.0		65.0	2.0	4.0				1.0	1.0	4.0	64.0		3.0	2.0	3.0	66.0	62.0			1.0	63.0	2.0	3.0			60.0	62.0	4.0	2.0	2.0	66.0	1.0	60.0
NC_071992.2	2::NC_071992.2:7941103-7946140	5037	False	0.7566	2	1.0		424.0	1.0		1.0	1.0	2.0	2.0	61.0		61.0	183.0		4.0	60.0		62.0	2.0				1.0	62.0	1.0	61.0			60.0	1.0	1.0			1.0		2.0		60.0						5.0	2.0	3.0	122.0	60.0	1.0			62.0	2.0		2.0	2.0	61.0	61.0			60.0	61.0	60.0	
NC_071992.2	-1::NC_071992.2:9188475-9194439	5964	False	0.7403	2	141.0	3.0	282.0	71.0	3.0	1.0		2.0	4.0	70.0	1.0	1.0	5.0	1.0	1.0	72.0	71.0			1.0		2.0	4.0		2.0	70.0	140.0	71.0	279.0	2.0	2.0	1.0	72.0	2.0	5.0		1.0		71.0	1.0	5.0	73.0	1.0	3.0	2.0	3.0	74.0	71.0			1.0	72.0	1.0	3.0			69.0	1.0	4.0	3.0	2.0	75.0	1.0	69.0
NC_071992.2	-2::NC_071992.2:9188687-9194450	5763	False	0.7486	2	2.0	1.0	211.0	140.0					1.0			1.0	1.0	2.0	69.0	71.0			1.0		70.0			73.0	1.0	2.0			140.0	1.0	1.0		139.0		71.0	141.0			71.0	1.0	1.0	70.0	2.0			71.0	70.0	1.0		1.0	71.0		70.0	142.0			1.0	70.0				139.0	1.0	
NC_071992.2	2::NC_071992.2:9188782-9194473	5691	False	0.7498	2	1.0		418.0	71.0						69.0			210.0		1.0	69.0		70.0		1.0			1.0	70.0		70.0			69.0	1.0	1.0					1.0		69.0	1.0	70.0				2.0	1.0		140.0	69.0	1.0	1.0		70.0	2.0			2.0	70.0	69.0			69.0	69.0	69.0	
NC_071992.2	-2::NC_071992.2:156569762-156574766	5004	False	0.6329	1					2.0	6.0		1.0	1.0		1.0	1.0	350.0		2.0	136.0	1.0						3.0	1.0	219.0	12.0	1.0		318.0	1.0		32.0		1.0	1.0	2.0					2.0	1.0	1.0		2.0	1.0		1.0								2.0	12.0	1.0	2.0	205.0		331.0	14.0	1.0
NC_071992.2	3::NC_071992.2:156569795-156574901	5106	False	0.6304	1	4.0		1.0	4.0	3.0	6.0		1.0	1.0	1.0		2.0	351.0		2.0	136.0	2.0	1.0					3.0		219.0	14.0	1.0		318.0	3.0		32.0		1.0	1.0	5.0	1.0		1.0		1.0		2.0	2.0	2.0	4.0	1.0	3.0	2.0			3.0				2.0	12.0	1.0	1.0	206.0		332.0	14.0	
NC_071992.2	-1::NC_071992.2:156569805-156574827	5022	False	0.6316	1	3.0		1.0		3.0	3.0		1.0	2.0	1.0	1.0		346.0	1.0		147.0				3.0		2.0			209.0	12.0	1.0	1.0	317.0			32.0	1.0						1.0	1.0	1.0		2.0	2.0			1.0	2.0				1.0					12.0	1.0	1.0	217.0		330.0	13.0	2.0
NC_071992.2	-2::NC_071992.2:161620901-161626586	5685	False	0.5078	0												1.0									3.0								3.0									3.0		1.0										939.0											6.0	901.0	38.0	
NC_071992.2	1::NC_071992.2:161620902-161626587	5685	False	0.5077	0																		901.0						1.0					939.0									1.0		38.0										6.0											3.0	3.0	3.0	
NC_071992.2	-3::NC_071992.2:161620924-161629171	8247	False	0.5053	0																					1002.0								4.0									38.0		3.0										331.0											1040.0	330.0	1.0	
NC_071992.2	3::NC_071992.2:161620925-161629172	8247	False	0.5052	0																		330.0											331.0									3.0		1.0										1040.0											4.0	1002.0	38.0	
NC_071996.2	2::NC_071996.2:1567837-1573060	5223	False	0.3969	0	6.0		10.0	32.0	7.0	3.0	12.0	8.0	14.0	17.0	20.0	8.0	1.0	10.0			1.0	9.0	46.0	240.0		3.0	216.0		3.0		41.0	11.0		22.0	3.0	6.0		1.0	199.0	14.0	6.0	4.0	237.0	249.0	65.0	3.0	14.0	7.0	30.0	71.0	15.0	4.0	19.0	18.0	9.0	6.0	1.0	1.0	7.0	4.0		2.0	5.0	1.0				
