clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_ACC	codon_TAA	codon_CCC	codon_CCT	codon_AAC	codon_AGC	codon_CTA	codon_GCC	codon_AGG	codon_AGT	codon_GGG	codon_TAG	codon_GAG	codon_TGG	codon_TGT	codon_CAT	codon_TTT	codon_GCT	codon_CTG	codon_GAA	codon_CTC	codon_TTC	codon_AAG	codon_CTT	codon_GAC	codon_GAT	codon_GGT	codon_GTA	codon_ATG	codon_GTG	codon_ATA	codon_TGA	codon_CGA	codon_CAG	codon_GTT	codon_TGC	codon_AAT	codon_ACG	codon_ACA	codon_TTG	codon_GGA	codon_TAT	codon_ATT	codon_ATC	codon_TCT	codon_CGG	codon_CAA	codon_CGT	codon_ACT	codon_CCA	codon_GTC	codon_TCG	codon_TAC	codon_GCG	codon_GGC	codon_CGC	codon_GCA	codon_CAC	codon_TCC	codon_CCG	codon_TCA	codon_AAA	codon_AGA	codon_TTA
NC_072388.2	-3::NC_072388.2:2978827-2984077	5250	False	0.4027	0	1.0	19.0	1.0	2.0	17.0	4.0		1.0	30.0	9.0	10.0	11.0	14.0	193.0	64.0	7.0	5.0		7.0	235.0		3.0	31.0		2.0	9.0	7.0	13.0	220.0	70.0	17.0	28.0	3.0	3.0	6.0	26.0	239.0	15.0	6.0	19.0	241.0	8.0	20.0	4.0	2.0	9.0	17.0	9.0	6.0	1.0		4.0	1.0	4.0	1.0		21.0					33.0	22.0	
NC_072388.2	-3::NC_072388.2:3560788-3567667	6879	False	0.403	0	1.0	16.0		1.0	26.0	5.0		1.0	24.0	15.0	6.0	20.0	11.0	262.0	88.0	9.0	4.0		13.0	340.0		3.0	36.0	3.0	4.0	17.0	4.0	21.0	298.0	88.0	8.0	28.0	3.0	3.0	6.0	20.0	286.0	25.0	8.0	28.0	314.0	19.0	29.0	5.0	5.0	10.0	18.0	16.0	9.0	1.0	3.0	10.0	1.0	3.0	4.0	4.0	31.0	1.0		1.0		57.0	21.0	
NC_072388.2	-3::NC_072388.2:3586414-3591472	5058	False	0.3946	0		17.0		1.0	23.0	1.0			18.0	14.0	5.0	14.0	18.0	202.0	62.0	1.0	8.0		5.0	248.0		1.0	21.0	4.0	1.0	12.0	5.0	15.0	195.0	77.0	18.0	21.0	8.0	2.0	7.0	13.0	218.0	19.0	6.0	26.0	211.0	7.0	17.0	6.0	3.0	8.0	19.0	9.0	6.0	1.0		3.0	1.0	2.0		3.0	18.0					53.0	13.0	
NC_072388.2	-2::NC_072388.2:3972338-3977687	5349	False	0.4059	0	4.0	8.0		1.0	29.0	3.0			17.0	19.0	10.0	13.0	7.0	205.0	49.0	11.0	10.0		4.0	256.0		2.0	42.0	1.0	1.0	5.0	7.0	17.0	215.0	69.0	16.0	25.0	6.0	7.0	5.0	17.0	225.0	24.0	4.0	18.0	249.0	16.0	19.0	4.0	2.0	9.0	22.0	15.0	4.0	2.0	2.0	4.0	2.0	3.0	2.0	1.0	19.0	1.0		1.0		34.0	20.0	
NC_072388.2	-1::NC_072388.2:3995667-4002045	6378	False	0.4014	0	2.0	16.0		1.0	30.0				38.0	20.0	13.0	24.0	12.0	248.0	64.0	6.0	10.0	1.0	8.0	314.0		3.0	35.0	8.0	8.0	9.0	11.0	22.0	248.0	100.0	15.0	32.0	2.0	4.0	7.0	15.0	262.0	17.0	5.0	18.0	259.0	12.0	24.0	10.0	2.0	6.0	21.0	23.0	7.0		2.0	4.0	3.0	4.0	4.0	2.0	24.0		1.0			65.0	25.0	
NC_072388.2	3::NC_072388.2:4731683-4737383	5700	False	0.4618	0	15.0		14.0	21.0	5.0	2.0	28.0	8.0		11.0					2.0	141.0	32.0	6.0	13.0	1.0	144.0	167.0	1.0	21.0	2.0			2.0	3.0		6.0			11.0	20.0	18.0	21.0	2.0	26.0	8.0		11.0	159.0	14.0	47.0		22.0	10.0	129.0	234.0	5.0	4.0	17.0			2.0	14.0	148.0	256.0	13.0	45.0	5.0	1.0	13.0
NC_072388.2	2::NC_072388.2:4881823-4887094	5271	False	0.3897	0	6.0		6.0	20.0	2.0	1.0	7.0	1.0		2.0					3.0	221.0	47.0	2.0	5.0	6.0	16.0	247.0		25.0	1.0	5.0	2.0	2.0	5.0		12.0		4.0	2.0	14.0	20.0	32.0	4.0	52.0	20.0		24.0	253.0	4.0	13.0		24.0	12.0	16.0	199.0	4.0	3.0	16.0			3.0	26.0	60.0	247.0	15.0	26.0	6.0	1.0	13.0
NC_072388.2	3::NC_072388.2:6143795-6149819	6024	False	0.4029	0	16.0		7.0	20.0	6.0	1.0	8.0	3.0	2.0	1.0	1.0				12.0	272.0	41.0	2.0	2.0		14.0	287.0	2.0	31.0	1.0	4.0	1.0	3.0	8.0		14.0		5.0	5.0	27.0	21.0	14.0	13.0	78.0	20.0		21.0	265.0	10.0	20.0		20.0	21.0	21.0	228.0	2.0	6.0	23.0			4.0	17.0	73.0	276.0	18.0	20.0	8.0	3.0	10.0
NC_072388.2	-3::NC_072388.2:6160450-6165565	5115	False	0.407	0	2.0	18.0			24.0			1.0	21.0	22.0	6.0	8.0	10.0	192.0	75.0	10.0	6.0		8.0	248.0		1.0	31.0	5.0	2.0	9.0	6.0	15.0	210.0	72.0	14.0	25.0	3.0	2.0	7.0	18.0	198.0	22.0	7.0	17.0	237.0	7.0	21.0	4.0	2.0	9.0	13.0	14.0	9.0		4.0	4.0	3.0		5.0	1.0	13.0					33.0	11.0	
NC_072388.2	3::NC_072388.2:6824972-6830999	6027	False	0.3944	0	5.0		6.0	28.0	4.0	1.0	8.0	3.0		1.0					2.0	259.0	44.0	2.0	4.0	3.0	15.0	283.0		27.0	1.0	5.0	2.0	2.0	4.0	2.0	15.0		9.0	4.0	13.0	22.0	26.0	8.0	61.0	35.0		26.0	288.0	10.0	16.0	1.0	23.0	16.0	19.0	237.0	4.0	3.0	19.0	1.0		2.0	30.0	69.0	285.0	8.0	26.0	6.0		16.0
NC_072388.2	-3::NC_072388.2:6941539-6946903	5364	False	0.3993	0		18.0		1.0	26.0	1.0			27.0	23.0	5.0	11.0	10.0	196.0	65.0	5.0	6.0		4.0	277.0		2.0	31.0	3.0	6.0	12.0	5.0	14.0	218.0	81.0	17.0	23.0	3.0	1.0	6.0	20.0	216.0	3.0	9.0	22.0	251.0	10.0	23.0	6.0		11.0	15.0	10.0	11.0	1.0	1.0	5.0	3.0	3.0	1.0		14.0	1.0	1.0			38.0	16.0	
NC_072388.2	1::NC_072388.2:8039643-8044734	5091	False	0.3997	0	5.0		9.0	29.0	3.0	1.0	13.0	2.0		3.0					2.0	194.0	52.0	2.0	2.0	2.0	13.0	237.0	1.0	27.0	3.0	8.0	1.0	2.0	7.0		3.0		6.0	6.0	19.0	21.0	23.0	7.0	59.0	24.0		13.0	231.0	7.0	19.0		11.0	19.0	16.0	213.0	2.0	5.0	16.0	1.0		3.0	13.0	68.0	218.0	11.0	18.0	7.0	1.0	19.0
NC_072388.2	3::NC_072388.2:8626334-8632154	5820	False	0.4345	0	14.0		19.0	24.0	30.0	8.0	30.0	8.0	12.0	11.0	7.0		13.0	12.0	10.0	96.0	30.0	13.0	24.0	37.0	95.0	124.0	32.0	20.0	23.0	19.0	5.0	12.0	14.0	11.0	38.0		4.0	26.0	8.0	12.0	46.0	4.0	42.0	11.0	22.0	13.0	96.0	40.0	23.0		47.0	5.0	97.0	153.0	13.0	7.0	21.0	1.0	5.0	2.0	35.0	90.0	167.0	8.0	41.0	61.0	30.0	19.0
NC_072388.2	2::NC_072388.2:8759302-8764354	5052	False	0.3913	1	4.0		8.0	23.0	2.0	2.0	9.0	2.0	1.0	9.0					2.0	211.0	48.0	2.0	3.0	4.0	7.0	248.0	1.0	31.0	2.0	6.0			3.0	1.0	8.0		1.0	8.0	25.0	22.0	18.0	5.0	65.0	11.0	2.0	22.0	222.0	8.0	9.0		28.0	12.0	6.0	199.0	2.0	3.0	16.0	1.0		5.0	16.0	67.0	203.0	9.0	36.0	8.0	2.0	16.0
NC_072388.2	1::NC_072388.2:8776341-8781447	5106	False	0.3997	0	7.0		9.0	16.0	3.0	1.0	11.0		1.0	1.0					4.0	215.0	38.0		4.0	2.0	17.0	222.0	1.0	23.0	4.0	4.0	3.0	2.0	9.0	1.0	9.0		3.0	5.0	24.0	22.0	22.0	12.0	76.0	26.0		12.0	227.0	13.0	14.0	2.0	29.0	16.0	13.0	184.0	2.0	3.0	13.0			2.0	15.0	83.0	224.0	9.0	24.0	3.0		17.0
NC_072388.2	2::NC_072388.2:8823502-8829520	6018	False	0.4086	0	10.0		8.0	27.0	7.0	1.0	12.0	2.0	3.0	8.0				2.0	12.0	241.0	67.0	3.0	4.0		9.0	273.0	2.0	36.0	1.0	5.0	1.0	1.0	10.0		6.0		2.0	4.0	35.0	22.0	16.0	25.0	77.0	21.0		14.0	231.0	8.0	10.0		25.0	34.0	23.0	232.0	3.0	7.0	22.0			3.0	18.0	82.0	273.0	13.0	27.0	5.0		23.0
NC_072388.2	-2::NC_072388.2:9002867-9010805	7938	False	0.3972	0		26.0		1.0	29.0	3.0		1.0	29.0	26.0	17.0	27.0	11.0	315.0	89.0	16.0	9.0	1.0	8.0	380.0		4.0	41.0	2.0	4.0	10.0	11.0	22.0	325.0	111.0	21.0	48.0	9.0	7.0	4.0	26.0	341.0	35.0	8.0	32.0	321.0	22.0	38.0	7.0		13.0	32.0	15.0	5.0	1.0	1.0	4.0	2.0	2.0	2.0		33.0	1.0	1.0	2.0		58.0	37.0	
NC_072388.2	-3::NC_072388.2:106398442-106403488	5046	False	0.5004	1									505.0		2.0	335.0															334.0								506.0																													
NC_072388.2	3::NC_072388.2:106398443-106403489	5046	False	0.5002	1									335.0		506.0						1.0										1.0								334.0																													505.0
NC_072382.2	-3::NC_072382.2:1420-11122	9702	False	0.5005	0	1.0	274.0	279.0	1337.0	1338.0																																								1.0					1.0			2.0									1.0		
NC_072382.2	3::NC_072382.2:1421-11123	9702	False	0.5006	0	1340.0		2.0	277.0	275.0		1338.0																																											1.0								1.0						
NC_072382.2	-1::NC_072382.2:3522-10977	7455	False	0.5001	0	1.0	1242.0	1242.0																																																													
NC_072382.2	2::NC_072382.2:3523-10978	7455	False	0.5002	0			1.0	1242.0	1242.0																																																											
NC_072382.2	2::NC_072382.2:1176157-1190443	14286	False	0.6347	2	677.0		268.0	42.0	51.0	133.0	21.0	315.0	68.0	39.0	105.0		72.0	54.0	22.0	8.0	23.0	62.0	152.0	36.0	65.0	47.0	26.0	33.0	44.0	3.0	22.0	5.0	70.0	116.0	5.0		4.0	80.0	5.0	50.0	12.0	178.0	381.0	10.0	19.0	1.0	6.0	73.0	27.0	11.0	8.0	12.0	236.0	163.0	48.0	20.0	28.0	22.0	121.0	24.0	102.0	68.0	346.0	34.0	35.0	43.0	10.0	1.0
NC_072382.2	-1::NC_072382.2:1179957-1187493	7536	False	0.6257	1	78.0		106.0	62.0	91.0	176.0		8.0	25.0	20.0	22.0	7.0	17.0	31.0	21.0	57.0		58.0	7.0	37.0	235.0	8.0	45.0	19.0	159.0	12.0	21.0					4.0		52.0	5.0	46.0	4.0		22.0	18.0	1.0	2.0	3.0	5.0	4.0	35.0	20.0	1.0	35.0	37.0	19.0		75.0	1.0	64.0	15.0	1.0	618.0	71.0	1.0		7.0	24.0	
NC_072382.2	1::NC_072382.2:1180644-1187046	6402	False	0.6275	1	73.0		90.0	55.0	77.0	158.0		1.0	19.0	10.0	20.0		16.0	26.0	18.0	43.0		56.0	1.0	35.0	203.0	5.0	45.0	19.0	133.0	3.0	19.0							41.0	1.0	38.0	4.0		18.0	18.0	1.0	2.0	3.0	2.0	2.0	30.0	19.0		34.0	36.0	18.0		60.0		53.0	15.0		531.0	57.0			7.0	19.0	
NC_072382.2	-1::NC_072382.2:49663971-49669554	5583	False	0.398	0	1.0	22.0		1.0	24.0	4.0			21.0	16.0	7.0	16.0	10.0	194.0	78.0	7.0	9.0	2.0	3.0	272.0			29.0	4.0	4.0	12.0	10.0	27.0	237.0	70.0	18.0	32.0	2.0	1.0	7.0	13.0	228.0	23.0	9.0	24.0	254.0	6.0	13.0	3.0	2.0	10.0	12.0	22.0	7.0	1.0	3.0	3.0	1.0	2.0	1.0	1.0	17.0					44.0	22.0	
NC_072382.2	-2::NC_072382.2:50176838-50182268	5430	False	0.4133	0	1.0	15.0			32.0	2.0			16.0	16.0	11.0	9.0	9.0	230.0	52.0	9.0	8.0	2.0	7.0	249.0	2.0	3.0	40.0	1.0	7.0	4.0	10.0	13.0	203.0	65.0	9.0	16.0	8.0	4.0	6.0	16.0	228.0	33.0	11.0	20.0	249.0	10.0	18.0	6.0	3.0	7.0	19.0	21.0	5.0	2.0	2.0	6.0	2.0	5.0	4.0	4.0	14.0	1.0	1.0	1.0		50.0	13.0	
NC_072382.2	-2::NC_072382.2:50667929-50673050	5121	False	0.4649	1	2.0	13.0		3.0	19.0	7.0		5.0	22.0	109.0	17.0	15.0	108.0	205.0	13.0	4.0	6.0	5.0	17.0	148.0	2.0	2.0	30.0	2.0	9.0	21.0	8.0	14.0	130.0	108.0	8.0	42.0	4.0	14.0	11.0	19.0	119.0	9.0	8.0	22.0	221.0	4.0	23.0	4.0	3.0	8.0	8.0	1.0	10.0	5.0	6.0	4.0	5.0	6.0	2.0		18.0	4.0	4.0			34.0	37.0	
NC_072382.2	-3::NC_072382.2:53531185-53536972	5787	False	0.4047	0		18.0		2.0	32.0	3.0		1.0	34.0	16.0	8.0	14.0	13.0	208.0	75.0	3.0	9.0		8.0	266.0		1.0	31.0	1.0	3.0	16.0	12.0	20.0	229.0	91.0	17.0	26.0	3.0	8.0	3.0	7.0	240.0	22.0	8.0	30.0	254.0	9.0	28.0	4.0	3.0	12.0	18.0	21.0	6.0		2.0	8.0	2.0	5.0	1.0		17.0		1.0			37.0	23.0	
NC_072386.2	3::NC_072386.2:2993540-3001250	7710	False	0.3995	0	6.0		10.0	36.0	4.0	2.0	15.0	2.0		5.0					7.0	319.0	72.0	2.0	4.0	3.0	10.0	363.0	3.0	33.0	5.0	5.0	1.0	1.0	6.0	1.0	12.0		6.0	6.0	36.0	26.0	30.0	13.0	87.0	19.0	1.0	18.0	335.0	22.0	28.0		34.0	34.0	24.0	304.0	4.0	9.0	24.0			5.0	23.0	120.0	326.0	22.0	41.0	10.0	6.0	30.0
NC_072386.2	1::NC_072386.2:3050250-3056280	6030	False	0.403	0	8.0		13.0	21.0	3.0	1.0	8.0	3.0		5.0					1.0	249.0	57.0	2.0	5.0	2.0	14.0	279.0	3.0	43.0	2.0	3.0	1.0		8.0	1.0	8.0		7.0	9.0	22.0	38.0	24.0	19.0	71.0	26.0		24.0	252.0	15.0	21.0	1.0	21.0	14.0	21.0	238.0	7.0	6.0	23.0		1.0	3.0	28.0	86.0	247.0	4.0	20.0	5.0	3.0	14.0
NC_072386.2	3::NC_072386.2:5705015-5710475	5460	False	0.4059	0	6.0		6.0	21.0	2.0	1.0	24.0	1.0	1.0	4.0				1.0	2.0	225.0	44.0	3.0	7.0	1.0	14.0	275.0	4.0	28.0	2.0	4.0	1.0	3.0	1.0	1.0	7.0		2.0	7.0	28.0	17.0	23.0	12.0	69.0	17.0		14.0	229.0	11.0	14.0		21.0	20.0	12.0	216.0	4.0	4.0	15.0			7.0	15.0	77.0	244.0	10.0	30.0	5.0	2.0	6.0
NC_072386.2	-3::NC_072386.2:5747605-5752903	5298	False	0.393	0		15.0			21.0	1.0			19.0	12.0	8.0	14.0	7.0	216.0	62.0	2.0	7.0	1.0	3.0	257.0	1.0	1.0	30.0		2.0	9.0	5.0	20.0	223.0	75.0	14.0	33.0		2.0	6.0	24.0	245.0	18.0	3.0	20.0	228.0	8.0	22.0	8.0		8.0	13.0	7.0	4.0		1.0	6.0		2.0	1.0		20.0			1.0		49.0	12.0	
NC_072386.2	2::NC_072386.2:6063415-6069310	5895	False	0.3885	0	7.0		8.0	22.0	3.0		13.0	1.0	1.0	4.0			1.0	8.0	9.0	248.0	39.0		5.0	9.0	8.0	274.0	1.0	24.0	3.0	6.0		3.0	11.0	4.0	11.0		4.0	7.0	17.0	23.0	37.0	10.0	65.0	22.0	4.0	18.0	270.0	8.0	18.0	1.0	25.0	12.0	14.0	238.0	1.0	5.0	16.0				14.0	74.0	255.0	6.0	40.0	15.0		23.0
NC_072386.2	2::NC_072386.2:6430702-6436048	5346	False	0.4639	0	14.0		7.0	26.0	9.0	1.0	20.0	4.0	2.0	4.0				1.0	4.0	133.0	28.0	4.0	13.0	1.0	144.0	168.0	1.0	17.0	2.0	1.0		3.0	3.0		7.0			9.0	14.0	21.0	13.0	2.0	18.0	5.0	1.0	8.0	149.0	11.0	36.0		19.0	12.0	128.0	229.0	8.0	1.0	21.0			2.0	14.0	134.0	239.0	10.0	41.0	6.0		14.0
NC_072386.2	-1::NC_072386.2:6580062-6585219	5157	False	0.4012	0	1.0	18.0		1.0	15.0	2.0			22.0	26.0	9.0	7.0	16.0	216.0	67.0	3.0	9.0		3.0	245.0			28.0	1.0	1.0	18.0	9.0	23.0	221.0	72.0	13.0	16.0	3.0	2.0	7.0	16.0	216.0	9.0	2.0	14.0	224.0	10.0	21.0	4.0		11.0	18.0	7.0	6.0		1.0	1.0		1.0	2.0		22.0			1.0		39.0	20.0	
NC_072386.2	2::NC_072386.2:7214998-7220533	5535	False	0.4013	0	3.0		10.0	23.0	4.0		13.0	3.0	1.0	6.0					6.0	223.0	43.0		5.0	1.0	16.0	269.0	5.0	31.0		5.0	1.0	3.0	4.0	2.0	7.0		6.0	3.0	24.0	12.0	22.0	20.0	66.0	15.0		13.0	230.0	16.0	19.0		17.0	25.0	18.0	218.0	5.0	5.0	26.0			2.0	11.0	79.0	241.0	7.0	29.0	7.0	3.0	22.0
NC_072386.2	2::NC_072386.2:7301560-7306591	5031	False	0.4087	0	7.0		5.0	15.0	2.0		8.0	5.0	1.0	4.0				1.0	6.0	208.0	46.0	1.0	2.0	2.0	9.0	235.0	3.0	28.0	2.0	6.0		3.0	7.0		7.0		6.0	7.0	34.0	18.0	17.0	17.0	58.0	18.0	1.0	16.0	195.0	11.0	11.0		20.0	20.0	18.0	196.0	4.0	2.0	14.0	2.0		3.0	14.0	80.0	224.0	12.0	23.0	7.0	2.0	14.0
NC_072386.2	3::NC_072386.2:7316984-7322978	5994	False	0.4011	0	8.0		9.0	23.0	5.0	1.0	10.0	4.0		2.0			1.0	1.0	15.0	251.0	45.0		2.0		12.0	299.0	2.0	29.0	2.0	4.0	3.0	6.0	10.0	1.0	10.0		5.0	7.0	28.0	29.0	24.0	12.0	70.0	18.0		16.0	263.0	9.0	6.0		25.0	23.0	23.0	229.0	4.0	2.0	13.0			2.0	23.0	92.0	259.0	9.0	28.0	7.0	1.0	16.0
NC_072386.2	1::NC_072386.2:7380177-7386216	6039	False	0.3934	0	10.0		12.0	23.0	1.0	1.0	14.0	4.0	1.0	2.0					3.0	247.0	48.0	2.0	5.0	2.0	10.0	299.0	1.0	31.0	4.0	10.0		2.0	8.0		15.0		7.0	9.0	25.0	14.0	34.0	9.0	81.0	17.0		16.0	261.0	8.0	11.0		33.0	20.0	17.0	225.0	4.0	7.0	17.0	1.0			21.0	93.0	253.0	8.0	34.0	11.0	2.0	20.0
NC_072386.2	-3::NC_072386.2:7524025-7529260	5235	False	0.3935	1	3.0	16.0			13.0	1.0			32.0	9.0	10.0	11.0	9.0	202.0	74.0	4.0	8.0		2.0	237.0		3.0	31.0		3.0	16.0	3.0	20.0	214.0	72.0	13.0	30.0	4.0	3.0	7.0	17.0	242.0	17.0	6.0	12.0	231.0	7.0	21.0	6.0	1.0	6.0	22.0	9.0	5.0	1.0	1.0	5.0		3.0			12.0			2.0		47.0	22.0	
NC_072386.2	2::NC_072386.2:7604269-7611958	7689	False	0.3981	0	9.0		13.0	38.0	7.0	2.0	18.0	7.0		6.0				2.0	2.0	301.0	79.0		6.0	2.0	11.0	357.0		34.0	4.0	10.0			5.0	1.0	20.0		4.0	14.0	51.0	23.0	30.0	5.0	68.0	33.0	1.0	18.0	339.0	22.0	23.0		46.0	15.0	21.0	319.0	4.0	7.0	22.0	2.0		4.0	21.0	119.0	335.0	14.0	29.0	9.0	4.0	27.0
NC_072386.2	3::NC_072386.2:9020588-9026453	5865	False	0.4338	0	14.0		19.0	25.0	29.0	9.0	31.0	8.0	11.0	11.0	7.0		13.0	12.0	10.0	98.0	31.0	13.0	24.0	38.0	96.0	126.0	31.0	20.0	23.0	19.0	5.0	11.0	15.0	10.0	39.0		4.0	27.0	8.0	13.0	46.0	4.0	43.0	11.0	21.0	13.0	99.0	38.0	23.0		46.0	5.0	97.0	158.0	13.0	7.0	21.0	2.0	5.0	1.0	36.0	89.0	168.0	7.0	41.0	62.0	30.0	19.0
NC_072386.2	2::NC_072386.2:9133228-9138292	5064	False	0.3914	1	4.0		10.0	21.0	3.0	1.0	10.0	2.0	1.0	9.0					2.0	214.0	45.0	2.0	2.0	4.0	8.0	250.0	1.0	30.0	2.0	6.0			3.0	1.0	8.0		2.0	8.0	24.0	23.0	16.0	5.0	66.0	13.0	2.0	22.0	225.0	8.0	9.0		24.0	12.0	6.0	203.0	2.0	2.0	16.0	1.0		5.0	15.0	67.0	199.0	9.0	37.0	9.0	2.0	17.0
NC_072386.2	1::NC_072386.2:9163218-9168474	5256	False	0.3967	0	5.0		11.0	18.0	2.0	2.0	11.0	1.0	2.0	8.0				1.0	8.0	200.0	48.0	1.0		3.0	11.0	245.0	1.0	35.0	1.0	4.0	1.0		4.0		10.0		3.0	10.0	28.0	10.0	23.0	14.0	76.0	18.0		10.0	214.0	8.0	14.0	1.0	26.0	26.0	20.0	196.0	4.0	4.0	15.0			4.0	21.0	77.0	224.0	5.0	27.0	6.0	4.0	31.0
NC_072386.2	1::NC_072386.2:9247260-9252822	5562	False	0.3914	0	8.0		9.0	29.0	4.0	1.0	13.0	2.0		7.0					6.0	231.0	44.0	2.0			7.0	259.0	1.0	31.0	2.0	3.0	1.0	2.0	5.0		3.0		1.0	5.0	22.0	14.0	25.0	9.0	59.0	21.0	1.0	17.0	266.0	7.0	30.0		24.0	10.0	20.0	226.0	2.0	4.0	15.0		1.0	2.0	15.0	79.0	237.0	9.0	41.0	4.0	1.0	17.0
NC_072386.2	3::NC_072386.2:9445055-9451748	6693	False	0.4027	0	8.0		12.0	21.0	6.0		19.0	2.0	1.0	9.0				2.0	12.0	269.0	57.0	3.0	5.0	1.0	14.0	294.0	3.0	50.0	1.0	5.0	5.0		6.0	2.0	9.0		4.0	9.0	35.0	26.0	15.0	14.0	93.0	17.0	3.0	19.0	290.0	19.0	25.0	1.0	35.0	29.0	11.0	263.0	1.0	2.0	17.0	1.0		7.0	24.0	81.0	302.0	6.0	40.0	10.0	2.0	14.0
NC_072386.2	-3::NC_072386.2:9590017-9596566	6549	False	0.3938	0		25.0		1.0	25.0	1.0		1.0	25.0	17.0	7.0	22.0	8.0	257.0	78.0	9.0	8.0		6.0	321.0		3.0	32.0	2.0	2.0	9.0	10.0	16.0	267.0	94.0	18.0	40.0	5.0	6.0	1.0	25.0	289.0	26.0	6.0	20.0	271.0	14.0	34.0	4.0		8.0	21.0	12.0	6.0		1.0	1.0	4.0	4.0	4.0		28.0	3.0	1.0	2.0		51.0	32.0	
NC_072386.2	-1::NC_072386.2:9659511-9665097	5586	False	0.4017	0	2.0	7.0			24.0	2.0			18.0	16.0	15.0	13.0	13.0	223.0	63.0	7.0	5.0	1.0	4.0	263.0		2.0	29.0	1.0	4.0	10.0	8.0	11.0	236.0	82.0	15.0	32.0	4.0	1.0	4.0	20.0	248.0	20.0	2.0	27.0	230.0	9.0	18.0	5.0	2.0	10.0	20.0	12.0	7.0		1.0	4.0	3.0	7.0			22.0		1.0	1.0		54.0	24.0	
NC_072386.2	1::NC_072386.2:10101180-10106364	5184	False	0.3958	0	7.0		10.0	21.0	8.0		16.0	6.0		4.0					9.0	206.0	52.0	2.0	5.0	2.0	7.0	255.0		30.0	2.0	4.0			9.0	1.0	9.0			3.0	21.0	15.0	18.0	17.0	69.0	15.0	1.0	18.0	222.0	7.0	15.0	2.0	18.0	23.0	9.0	192.0	3.0	2.0	15.0	3.0		4.0	14.0	73.0	219.0	6.0	30.0	11.0	3.0	15.0
NC_072386.2	1::NC_072386.2:10355289-10360404	5115	False	0.4135	0	6.0		8.0	19.0	3.0	1.0	12.0	1.0	1.0	3.0				3.0	9.0	196.0	33.0		3.0	2.0	5.0	243.0	3.0	34.0	2.0	3.0	2.0	4.0	8.0	2.0	5.0		4.0	5.0	36.0	23.0	17.0	26.0	47.0	14.0		12.0	215.0	8.0	7.0		23.0	34.0	11.0	208.0	4.0	2.0	21.0	1.0		2.0	19.0	79.0	228.0	4.0	25.0	5.0	3.0	11.0
NC_072386.2	2::NC_072386.2:11479138-11484229	5091	False	0.3985	0	8.0		7.0	25.0	10.0		14.0	2.0	2.0	8.0				1.0	6.0	200.0	46.0		3.0		12.0	230.0	2.0	27.0	1.0	5.0	1.0	2.0	5.0	1.0	8.0		5.0	5.0	28.0	21.0	23.0	10.0	63.0	21.0	2.0	13.0	216.0	9.0	17.0		19.0	22.0	13.0	184.0	2.0	5.0	14.0				18.0	79.0	214.0	13.0	27.0	8.0	1.0	19.0
NC_072386.2	1::NC_072386.2:128285445-128291247	5802	False	0.5312	1			5.0	65.0			41.0								13.0	67.0		12.0	26.0		385.0				3.0											12.0								67.0	69.0				309.0	148.0	11.0		42.0					261.0	215.0		183.0			
NC_072390.2	-2::NC_072390.2:5555-15794	10239	False	0.5234	1		153.0	284.0	1415.0	1432.0					2.0			1.0				1.0				2.0				112.0										1.0		2.0						1.0	1.0			1.0											5.0						
NC_072390.2	1::NC_072390.2:5556-15858	10302	False	0.5221	1	1548.0		1.0	153.0	154.0		1412.0										2.0	2.0		1.0	3.0		1.0		1.0						2.0				1.0			1.0	1.0	3.0		2.0	3.0						1.0	18.0	2.0				1.0		1.0			112.0	4.0	1.0	1.0	2.0
NC_072390.2	-3::NC_072390.2:7543-15736	8193	False	0.5298	1	1.0	1234.0	1365.0																														112.0														18.0			1.0														
NC_072390.2	3::NC_072390.2:7544-15842	8298	False	0.528	1			131.0	1237.0	1254.0		1.0			2.0			1.0	1.0	1.0		3.0				2.0	1.0		1.0	112.0	1.0									1.0	1.0	2.0						2.0	1.0			1.0								1.0			6.0				1.0	1.0	1.0
NC_072390.2	1::NC_072390.2:1598352-1603725	5373	False	0.4022	0	5.0		7.0	19.0	7.0	1.0	9.0	4.0		8.0					5.0	220.0	43.0	1.0	2.0	2.0	9.0	250.0	2.0	39.0	1.0	7.0	1.0	1.0	4.0	2.0	12.0		3.0	7.0	22.0	20.0	13.0	19.0	47.0	26.0		20.0	237.0	10.0	16.0		21.0	22.0	19.0	217.0	5.0	5.0	10.0	2.0		3.0	14.0	67.0	250.0	8.0	23.0	6.0	1.0	17.0
NC_072390.2	3::NC_072390.2:1693130-1698947	5817	False	0.4076	1	6.0		8.0	25.0	2.0		15.0	4.0		6.0				2.0	6.0	232.0	53.0	2.0	4.0	1.0	8.0	268.0	1.0	35.0	2.0	3.0	4.0	2.0	8.0		8.0		4.0	10.0	29.0	41.0	21.0	11.0	70.0	23.0		15.0	246.0	14.0	16.0		24.0	16.0	20.0	230.0	4.0	4.0	16.0	1.0		3.0	23.0	96.0	252.0	7.0	20.0	4.0	3.0	11.0
