clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_AGC	codon_AAC	codon_CAC	codon_TGG	codon_GTC	codon_ACA	codon_CCC	codon_AAG	codon_ACG	codon_TCA	codon_TCC	codon_AGG	codon_GCA	codon_CTC	codon_TAC	codon_AGT	codon_TTG	codon_ATA	codon_AAA	codon_TAT	codon_CTG	codon_CGA	codon_TTT	codon_CAG	codon_GGT	codon_GCT	codon_GAA	codon_GCC	codon_TTC	codon_CCA	codon_TGC	codon_TTA	codon_GTG	codon_ACC	codon_TGT	codon_GAC	codon_CAT	codon_CTT	codon_ATC	codon_CCT	codon_TCT	codon_CGC	codon_CAA	codon_ACT	codon_AGA	codon_GGC	codon_TCG	codon_CGT	codon_CCG	codon_AAT	codon_CTA	codon_GTA	codon_ATG	codon_ATT	codon_GAT	codon_GAG	codon_GGG	codon_GTT	codon_GGA	codon_GCG	codon_CGG
NC_085928.1	1::NC_085928.1:209536371-209544708(+)	8337	False	0.5002	0																																1389.0																									1390.0				
NC_071991.2	-2::NC_071991.2:6058005-6065613(-)	7608	False	0.8026	2	48.0		46.0	46.0			283.0			48.0	3.0	93.0		184.0							94.0	1.0			48.0	97.0		138.0		45.0	49.0		45.0	1.0		1.0				139.0		49.0		96.0		47.0	45.0		2.0		45.0					49.0	518.0		90.0	93.0	93.0
NC_071991.2	2::NC_071991.2:7473415-7483390(+)	9975	False	0.7812	2		1.0	122.0	121.0	1.0		241.0			1.0	1.0	239.0	3.0	365.0	1.0	2.0	3.0	3.0	2.0	2.0	120.0				3.0	2.0	1.0	241.0	5.0	123.0	1.0	2.0	122.0	1.0	3.0	1.0	1.0	1.0	1.0	238.0	1.0	1.0	1.0	2.0	1.0	120.0	121.0	2.0	2.0	3.0	121.0		1.0	6.0	1.0	1.0	480.0	3.0	240.0	122.0	122.0
NC_071991.2	-3::NC_071991.2:7473434-7483151(-)	9717	False	0.7894	2	120.0		1.0	121.0	120.0		718.0			1.0		119.0	119.0	120.0							1.0			119.0	119.0			240.0		120.0			121.0			1.0		1.0		1.0							119.0				120.0				1.0	119.0	119.0		360.0	120.0	119.0
NC_071991.2	1::NC_071991.2:7473435-7483203(+)	9768	False	0.7884	2	120.0						479.0		1.0	119.0	2.0	121.0		119.0		1.0				1.0	120.0			120.0	119.0	240.0	1.0	119.0	1.0	1.0	120.0		1.0	1.0	2.0			1.0		121.0		121.0	1.0	240.0	1.0	1.0	2.0				1.0					120.0	719.0			120.0	
NC_071991.2	3::NC_071991.2:10575524-10586687(+)	11163	False	0.5053	1	138.0	20.0	77.0	6.0	37.0	278.0	159.0	12.0	43.0	179.0	149.0	25.0	27.0	51.0	30.0	151.0	49.0	19.0	8.0	12.0	26.0	5.0	27.0	21.0	23.0	20.0	46.0	56.0	101.0	69.0	3.0	17.0	45.0	532.0	6.0	20.0	16.0	15.0	157.0	87.0	216.0	6.0	9.0	381.0	9.0	20.0	18.0	3.0	9.0	30.0	5.0	17.0	66.0	26.0	7.0	96.0	8.0	16.0	12.0	4.0	1.0
NC_071991.2	1::NC_071991.2:10606161-10650531(+)	44370	False	0.5076	2	649.0	127.0	523.0	13.0	77.0	688.0	626.0	129.0	112.0	834.0	421.0	111.0	82.0	104.0	57.0	669.0	278.0	60.0	34.0	31.0	73.0	5.0	101.0	75.0	55.0	77.0	101.0	348.0	570.0	170.0	10.0	73.0	125.0	2194.0	11.0	67.0	57.0	48.0	809.0	311.0	810.0	33.0	27.0	1519.0	40.0	99.0	151.0	17.0	36.0	140.0	11.0	25.0	150.0	208.0	11.0	460.0	69.0	36.0	12.0	19.0	12.0
NC_071991.2	1::NC_071991.2:10680756-10703067(+)	22311	False	0.5508	1	580.0	27.0	258.0	17.0	68.0	840.0	148.0	10.0	110.0	458.0	287.0	2.0	165.0	157.0	77.0	236.0	10.0	23.0	37.0	9.0	57.0	15.0	46.0	61.0	59.0	40.0	323.0	192.0	168.0	251.0		71.0	34.0	530.0	5.0	120.0	23.0	74.0	48.0	306.0	197.0	45.0	71.0	216.0	39.0	358.0	52.0	42.0	32.0	5.0	26.0	9.0	48.0	17.0	26.0	89.0	4.0	75.0	86.0	32.0	26.0
NC_071991.2	3::NC_071991.2:10728791-10738901(+)	10110	False	0.5009	0	197.0	19.0	7.0	2.0	67.0	202.0	22.0	7.0	24.0	147.0	33.0	22.0	16.0	8.0	1.0	193.0	8.0	27.0	9.0	4.0	12.0	1.0	16.0	3.0	54.0	112.0	150.0	94.0	8.0	133.0		48.0	98.0	273.0	4.0	55.0	7.0	58.0	25.0	245.0	206.0	13.0	8.0	345.0	30.0	27.0	2.0	3.0	26.0	8.0	5.0	13.0	103.0	21.0	6.0	49.0	6.0	55.0	31.0	1.0	1.0
NC_071991.2	1::NC_071991.2:12250926-12259260(+)	8334	False	0.647	2	32.0	12.0	719.0	5.0	5.0	409.0	372.0	3.0	2.0	3.0	89.0	5.0	35.0	106.0	11.0	2.0	4.0	8.0	2.0	5.0	8.0	2.0		36.0	5.0	9.0	3.0	3.0	1.0	367.0	1.0	1.0	4.0	294.0	1.0	2.0	13.0	1.0	6.0	92.0	8.0	4.0	22.0	14.0	6.0	6.0		1.0	3.0	1.0	3.0	3.0	1.0	1.0	1.0	6.0	8.0	3.0	3.0	4.0	2.0
NC_071991.2	3::NC_071991.2:12251345-12263321(+)	11976	False	0.6455	2	35.0	15.0	1058.0	6.0	1.0	654.0	585.0		6.0	7.0	157.0		31.0	136.0	14.0	1.0		25.0	1.0	7.0	4.0	4.0	1.0	33.0		2.0	3.0	10.0	1.0	494.0	3.0			447.0	2.0	2.0	22.0	3.0	18.0	133.0	2.0	5.0	11.0	32.0	1.0	3.0		3.0	2.0		2.0		1.0	1.0	1.0	2.0	3.0	1.0	1.0		
NC_071991.2	2::NC_071991.2:12251383-12263269(+)	11886	False	0.6462	1	32.0	27.0	1090.0		1.0	650.0	578.0	1.0	7.0	2.0	169.0	1.0	30.0	147.0	17.0			17.0	1.0	6.0	3.0			32.0		1.0		7.0		442.0	6.0		1.0	459.0		4.0	35.0	1.0	16.0	128.0	1.0	2.0	14.0	13.0	3.0	2.0		1.0	3.0	1.0	4.0		2.0		1.0		1.0		2.0	1.0	
NC_072003.2	-2::NC_072003.2:688162-697054(-)	8892	False	0.5892	0	266.0		135.0		71.0	122.0	134.0		12.0	1.0		1.0	2.0			2.0			131.0	1.0	136.0	45.0					2.0	1.0	134.0	268.0		2.0			134.0	280.0	102.0	33.0			1.0		133.0		135.0				133.0	5.0		1.0		1.0	50.0		173.0		317.0		
NC_072003.2	2::NC_072003.2:688180-698353(+)	10173	False	0.5888	0			1.0	305.0	317.0	152.0	196.0	36.0			360.0		3.0		1.0		153.0				3.0		150.0	152.0		306.0	152.0		3.0		4.0	1.0	153.0		140.0	80.0	1.0	2.0	58.0	3.0	154.0			2.0	4.0	2.0	51.0	12.0		1.0		3.0	117.0	6.0		1.0	153.0		2.0		151.0
NC_072003.2	3::NC_072003.2:688211-697055(+)	8844	False	0.5903	0	12.0			234.0		71.0		134.0		197.0	133.0	33.0	1.0	134.0		123.0	1.0				268.0		2.0		356.0				132.0	50.0	1.0		134.0		134.0		134.0			401.0	1.0					41.0			38.0								131.0		6.0	1.0	45.0
NC_072003.2	-3::NC_072003.2:688431-698292(-)	9861	False	0.5899	0	1.0	294.0	136.0	148.0	2.0	71.0			42.0	226.0			2.0				35.0		2.0			148.0		151.0		1.0	2.0	295.0		150.0	1.0		148.0	199.0		252.0	149.0	1.0	4.0	2.0		12.0		149.0	1.0	44.0				1.0	1.0		171.0			297.0	1.0		147.0	1.0	
NC_072003.2	-1::NC_072003.2:6034004-6041567(-)	7563	False	0.7609	2	93.0		3.0	2.0	1.0		460.0			1.0	3.0	93.0	92.0	94.0	1.0	1.0	1.0			2.0	92.0		1.0	93.0	91.0	2.0		182.0			92.0	91.0	3.0	1.0			1.0	1.0	3.0	92.0	91.0	1.0			93.0	1.0	91.0	2.0		1.0		1.0		1.0	2.0	95.0	274.0	1.0	91.0	93.0	91.0
NC_072003.2	1::NC_072003.2:6034113-6045801(+)	11688	False	0.7652	2	182.0		53.0	53.0	53.0	1.0	378.0	144.0		144.0	1.0	107.0		235.0							144.0			53.0	91.0	181.0		251.0		91.0	90.0			1.0	1.0					198.0		91.0	91.0		53.0	107.0	53.0				53.0				1.0	182.0	614.0			146.0	53.0
NC_072003.2	2::NC_072003.2:87876184-87888148(+)	11964	False	0.6662	2	164.0	46.0	84.0	25.0	29.0	49.0	273.0	118.0	29.0	33.0	90.0	100.0	71.0	77.0	21.0	36.0	30.0	1.0	45.0	7.0	168.0	17.0	26.0	166.0	45.0	75.0	57.0	215.0	76.0	115.0	55.0	6.0	68.0	101.0	26.0	124.0	23.0	27.0	21.0	110.0	42.0	50.0	23.0	34.0	49.0	158.0	25.0	12.0	95.0	12.0	12.0	6.0	39.0	5.0	49.0	205.0	140.0	15.0	69.0	44.0	55.0
NC_085929.1	3::NC_085929.1:16449026-16457471(+)	8445	False	0.3918	0		10.0	112.0	1.0	5.0	99.0	12.0	1.0	14.0	36.0	362.0		35.0	18.0	26.0	12.0	25.0	11.0	17.0	26.0	2.0	6.0	73.0	6.0	2.0	1.0	3.0	6.0	418.0	343.0	33.0	19.0	1.0	8.0	9.0	1.0	348.0	47.0	19.0	21.0	23.0	3.0	35.0	26.0	1.0	3.0	6.0	17.0	13.0	38.0	26.0	2.0	10.0	391.0	4.0	1.0		28.0			
NC_085929.1	2::NC_085929.1:56184694-56194207(+)	9513	False	0.5136	0	4.0	1.0	1.0	1.0		1.0	1.0	1.0		160.0		623.0	346.0		1.0	1.0	420.0	2.0	3.0		65.0		1.0	1.0	2.0	1.0	50.0				1.0	145.0			629.0	1.0	2.0		2.0		1.0						3.0				1.0	2.0		1.0					578.0	119.0	
NC_085929.1	3::NC_085929.1:56184740-56194298(+)	9558	False	0.5154	0	1.0		1.0	465.0	1.0		1.0	2.0		1.0			1.0			2.0	1.0		50.0	146.0	2.0				558.0	4.0	578.0	1.0				1.0	629.0	3.0	22.0	1.0	505.0	2.0	2.0	1.0	1.0		1.0	1.0	1.0	68.0		122.0	1.0	2.0		1.0	2.0				3.0		2.0		
NC_085929.1	-1::NC_085929.1:56184759-56194293(-)	9534	False	0.5154	0	65.0	560.0	122.0	1.0		1.0		5.0		51.0		1.0	1.0	1.0	3.0	1.0	1.0			1.0			1.0					467.0	1.0	581.0	1.0					19.0	507.0	628.0	1.0	1.0	1.0	1.0	2.0			2.0		1.0	1.0		1.0	1.0	1.0		144.0	1.0			1.0		
NC_085929.1	-2::NC_085929.1:56184782-56194247(-)	9465	False	0.5153	0	4.0		629.0		1.0	21.0	1.0	1.0	122.0		1.0							144.0					50.0	1.0				66.0	578.0	465.0				558.0			1.0	2.0			1.0			2.0									505.0	1.0							1.0
NC_085929.1	-2::NC_085929.1:57584801-57593234(-)	8433	False	0.4999	0		235.0																																1170.0						235.0											1171.0										
NC_085929.1	1::NC_085929.1:57584802-57593235(+)	8433	False	0.4999	0												1171.0											1.0		1.0							234.0																									234.0	1170.0			
NC_071999.2	-2::NC_071999.2:25335868-25347427(-)	11559	False	0.375	1	37.0	43.0	31.0	44.0	23.0	82.0	27.0	93.0	8.0	79.0	32.0	31.0	90.0	34.0	36.0	72.0	98.0	72.0	217.0	79.0	55.0	20.0	138.0	84.0	34.0	68.0	186.0	31.0	56.0	89.0	36.0	97.0	55.0	24.0	51.0	65.0	68.0	129.0	49.0	78.0	76.0	9.0	74.0	72.0	77.0	25.0	5.0	12.0	3.0	137.0	47.0	52.0	72.0	125.0	157.0	68.0	21.0	100.0	68.0	6.0	6.0
NC_071999.2	-2::NC_071999.2:108928513-108949510(-)	20997	False	0.3803	2	72.0	115.0	67.0	38.0	42.0	220.0	58.0	269.0	14.0	251.0	58.0	74.0	164.0	57.0	41.0	161.0	105.0	158.0	509.0	86.0	94.0	13.0	123.0	174.0	83.0	58.0	414.0	38.0	78.0	182.0	28.0	142.0	70.0	41.0	72.0	103.0	137.0	117.0	70.0	126.0	164.0	8.0	259.0	131.0	167.0	40.0	12.0	17.0	12.0	197.0	91.0	104.0	167.0	177.0	228.0	201.0	66.0	103.0	119.0	10.0	4.0
NC_071999.2	-3::NC_071999.2:120571836-120579507(-)	7671	False	0.5036	0		5.0					1.0																					26.0						1247.0						5.0											1273.0										
NC_071999.2	2::NC_071999.2:120571837-120579508(+)	7671	False	0.5035	0												1273.0													1.0	26.0						5.0																									5.0	1247.0			
NC_071999.2	-2::NC_071999.2:120571843-120579484(-)	7641	False	0.5036	0	26.0	1247.0					1.0																																	1273.0																					
NC_071999.2	3::NC_071999.2:120571844-120579485(+)	7641	False	0.5035	0																									1.0							1247.0																			26.0						1273.0				
NC_072002.2	-3::NC_072002.2:565-9451(-)	8886	False	0.5152	0				1.0								1338.0							1.0						1.0							7.0	2.0																						2.0		6.0	1469.0			135.0
NC_072002.2	3::NC_072002.2:566-9557(+)	8991	False	0.5136	0		7.0	1.0	1.0		2.0			1.0		3.0	1.0	1.0	2.0					6.0	1.0	2.0	135.0	1.0		2.0	1.0	1.0					1.0		1471.0	1.0		1.0	2.0		7.0	1.0		1.0	1.0	2.0					1.0	1337.0						1.0	1.0	1.0		
NC_072002.2	-1::NC_072002.2:606-9435(-)	8829	False	0.5153	0																									1.0				133.0			1336.0							2.0																		1471.0				
NC_072002.2	2::NC_072002.2:607-9466(+)	8859	False	0.5152	0		1469.0	2.0	1.0												1.0							1.0							1.0	1.0	1.0							2.0	1338.0				1.0					135.0												
NC_072002.2	-2::NC_072002.2:9226934-9234503(-)	7569	False	0.392	0	1.0	5.0	95.0		4.0	70.0	15.0	1.0	3.0	48.0	329.0		30.0	12.0	29.0	8.0	28.0	15.0	18.0	23.0	6.0	3.0	86.0	6.0	2.0	2.0	4.0	1.0	335.0	305.0	27.0	24.0		10.0	6.0	2.0	320.0	43.0	14.0	33.0	25.0	7.0	26.0	12.0	2.0	1.0	5.0	23.0	16.0	26.0	13.0		11.0	349.0	8.0			32.0	1.0	1.0	2.0
NC_072009.2	2::NC_072009.2:1220746-1230262(+)	9516	False	0.595	1	6.0		1.0	2.0	8.0	3.0	422.0	1.0	2.0	1.0	319.0	4.0	3.0	911.0	2.0	1.0	1.0	1.0	1.0	3.0	5.0		3.0	1.0	2.0	2.0	1.0	1.0	150.0	6.0	1.0	1.0	2.0	5.0	5.0	4.0	3.0	144.0	2.0	344.0	769.0	1.0	4.0		5.0	2.0			4.0		1.0		1.0	1.0	1.0		2.0		6.0		1.0
NC_072009.2	3::NC_072009.2:1220909-1230281(+)	9372	False	0.5952	1	1.0		1.0	1.0	3.0	4.0	419.0			1.0	322.0		2.0	935.0	1.0	1.0	1.0			1.0	6.0		3.0	3.0	1.0		1.0	3.0	144.0	6.0	3.0		1.0		3.0	1.0	3.0	171.0	1.0	314.0	747.0	2.0	1.0		1.0	2.0		2.0	1.0	1.0	1.0		1.0	2.0	1.0	2.0		1.0	1.0		1.0
NC_072009.2	-2::NC_072009.2:1220935-1230211(-)	9276	False	0.5965	1				3.0	2.0	3.0		143.0			3.0	341.0						2.0	1.0		1.0			3.0	2.0	3.0	150.0		1.0	1.0	2.0		1.0		2.0	5.0				2.0	1.0				767.0			1.0	1.0						2.0	909.0	418.0		317.0	1.0	4.0
NC_072009.2	-3::NC_072009.2:1220955-1230189(-)	9234	False	0.5965	1			1.0		2.0	4.0	1.0	147.0		1.0		284.0	1.0		1.0			1.0	2.0		3.0			2.0	1.0		171.0	1.0					2.0		1.0	2.0		1.0		2.0	1.0				770.0	2.0				1.0			1.0		3.0	907.0	456.0	1.0	303.0		2.0
NC_072009.2	1::NC_072009.2:1221090-1230306(+)	9216	False	0.5951	1			2.0		3.0		455.0	1.0			303.0		1.0	903.0			1.0		1.0	1.0	2.0		2.0			1.0		3.0	171.0			1.0	1.0	1.0	5.0		1.0	149.0	1.0	283.0	773.0							1.0			1.0	1.0		2.0	1.0		1.0				
NC_072009.2	-1::NC_072009.2:1221131-1230272(-)	9141	False	0.5958	1		1.0		1.0		3.0		169.0				312.0	2.0					1.0	1.0					2.0			144.0									3.0	1.0						1.0	1.0	738.0					1.0			1.0			928.0	414.0		320.0	2.0	1.0
NC_072009.2	3::NC_072009.2:5147117-5156375(+)	9258	False	0.6134	1	1.0	28.0	371.0		10.0	208.0	335.0		6.0	19.0	365.0		1.0	400.0	15.0		2.0	6.0	8.0	4.0	13.0	4.0	7.0	3.0		4.0		22.0	158.0	159.0	16.0	1.0		142.0	1.0	2.0	29.0	124.0	24.0	375.0	119.0	10.0	34.0	21.0	3.0		5.0	7.0	5.0	2.0	10.0			7.0							
NC_072009.2	2::NC_072009.2:5150008-5161756(+)	11748	False	0.6181	1	1.0	22.0	439.0		9.0	270.0	434.0		9.0	30.0	471.0		8.0	498.0	18.0	2.0	3.0	5.0	7.0	5.0	18.0	6.0	8.0	7.0		2.0	1.0	31.0	162.0	216.0	19.0	1.0		184.0	5.0	3.0	31.0	188.0	33.0	492.0	152.0	13.0	32.0	27.0	2.0		8.0	7.0	13.0	2.0	12.0	1.0		5.0				4.0			
NC_072009.2	1::NC_072009.2:5151678-5162256(+)	10578	False	0.6191	1	3.0	30.0	394.0		10.0	228.0	364.0		5.0	27.0	457.0		6.0	439.0	12.0		7.0	4.0	7.0	4.0	16.0	2.0	8.0	6.0		2.0	3.0	22.0	129.0	200.0	17.0	1.0	1.0	194.0	6.0	7.0	23.0	141.0	30.0	459.0	155.0	15.0	18.0	22.0	2.0		13.0	7.0	7.0	3.0	12.0	1.0		4.0	1.0			2.0			
NC_072009.2	1::NC_072009.2:5212455-5221890(+)	9435	False	0.6194	1	4.0	22.0	356.0	1.0	11.0	195.0	348.0	1.0	4.0	20.0	408.0	1.0	4.0	396.0	17.0	3.0	3.0	3.0	7.0	5.0	10.0	2.0	6.0	4.0		4.0		16.0	136.0	184.0	10.0	1.0	1.0	173.0	2.0	5.0	23.0	120.0	22.0	370.0	140.0	4.0	27.0	24.0	4.0	1.0	10.0	7.0	10.0	2.0	7.0	2.0		4.0	1.0			1.0	2.0		1.0
NC_072009.2	2::NC_072009.2:5212468-5221903(+)	9435	False	0.6193	1	2.0	20.0	347.0		7.0	204.0	349.0		2.0	21.0	406.0	1.0	5.0	376.0	12.0	2.0	2.0	3.0	14.0	2.0	19.0	3.0	13.0	6.0		4.0		10.0	116.0	171.0	11.0			177.0	2.0	6.0	21.0	134.0	23.0	417.0	134.0	7.0	29.0	17.0	2.0	1.0	4.0	12.0	8.0		10.0	3.0	2.0	2.0		1.0		2.0	1.0		2.0
NC_072009.2	-2::NC_072009.2:5518024-5533807(-)	15783	False	0.6216	1		24.0	625.0		16.0	340.0	582.0		5.0	32.0	672.0		7.0	663.0	26.0	5.0	4.0	7.0	12.0	5.0	22.0	4.0	14.0	8.0		5.0		22.0	215.0	298.0	24.0	3.0		288.0	3.0	5.0	35.0	203.0	42.0	660.0	224.0	11.0	38.0	33.0	4.0	2.0	15.0	15.0	14.0	1.0	14.0	4.0		5.0		1.0		3.0			1.0
NC_072009.2	-1::NC_072009.2:5518037-5526143(-)	8106	False	0.6225	1		12.0	318.0		8.0	178.0	296.0		4.0	15.0	363.0		6.0	337.0	11.0		2.0	5.0	5.0	2.0	11.0	1.0	7.0	3.0		3.0		10.0	107.0	161.0	10.0			146.0	3.0	1.0	24.0	106.0	18.0	336.0	115.0	7.0	14.0	14.0	3.0	1.0	8.0	8.0	7.0	1.0	8.0	2.0		2.0	1.0			2.0			
NC_072009.2	-3::NC_072009.2:5518041-5536239(-)	18198	False	0.6195	1	4.0	43.0	694.0	1.0	20.0	399.0	668.0	1.0	7.0	38.0	750.0	1.0	5.0	774.0	29.0	4.0	3.0	4.0	18.0	6.0	31.0	6.0	18.0	12.0	1.0	8.0	3.0	28.0	243.0	344.0	25.0	3.0		327.0	9.0	11.0	41.0	242.0	38.0	752.0	265.0	13.0	47.0	39.0	6.0	2.0	11.0	14.0	19.0	2.0	17.0	3.0	2.0	7.0	1.0	1.0	1.0	2.0	1.0		2.0
NC_072009.2	-1::NC_072009.2:5526146-5536157(-)	10011	False	0.6184	1	3.0	29.0	371.0	1.0	9.0	224.0	371.0		2.0	14.0	413.0	1.0	3.0	432.0	10.0	1.0	2.0	5.0	15.0	3.0	15.0	4.0	8.0	5.0	2.0	5.0		15.0	140.0	188.0	15.0	2.0		186.0	6.0	10.0	25.0	141.0	14.0	402.0	140.0	8.0	22.0	23.0	2.0	1.0	6.0	7.0	9.0	1.0	14.0	3.0		4.0	1.0			2.0			2.0
NW_026946741.1	3::NW_026946741.1:52709-63428(+)	10719	False	0.7743	2	246.0		8.0		9.0	1.0	387.0	132.0		100.0	1.0	17.0	31.0	254.0							76.0	1.0		1.0	245.0	123.0		149.0		61.0	124.0		8.0	2.0	1.0					203.0	1.0	125.0	123.0		9.0	19.0	8.0		58.0		9.0				1.0	247.0	645.0			132.0	16.0
NW_026946741.1	1::NW_026946741.1:59136-67419(+)	8283	False	0.7795	2	98.0		52.0	2.0	52.0		255.0	101.0		59.0	1.0	104.0	45.0	104.0						1.0	151.0	1.0			98.0	51.0		206.0	1.0	3.0	50.0		52.0		1.0					168.0	1.0	49.0	49.0		53.0	105.0	53.0		31.0		52.0			1.0		100.0	404.0		1.0	103.0	103.0
NC_072008.2	-1::NC_072008.2:2440-9952(-)	7512	False	0.5043	0					1.0					22.0		560.0					1.0						2.0	9.0	12.0							658.0																				1.0					680.0	557.0			1.0
NC_072008.2	3::NC_072008.2:1232885-1240835(+)	7950	False	0.6289	2	5.0	3.0	370.0	136.0	4.0	318.0	39.0	6.0	68.0	5.0	3.0	7.0	4.0	1.0	1.0	3.0	5.0	1.0	4.0		63.0			10.0	3.0	5.0	6.0	115.0	2.0	184.0	1.0		79.0	136.0	3.0	136.0	141.0	3.0	129.0	9.0	57.0	130.0	2.0	4.0	6.0	9.0	75.0	64.0	69.0	4.0	4.0	3.0	2.0	1.0	2.0	8.0	63.0	2.0	135.0	1.0	1.0
NC_072008.2	-2::NC_072008.2:1233243-1240893(-)	7650	False	0.6271	2	1.0		63.0	190.0	133.0	1.0	54.0	6.0	76.0	3.0	131.0	1.0	3.0		2.0	1.0	3.0	1.0		3.0	8.0	74.0	2.0	54.0	118.0	1.0		2.0	1.0	139.0	1.0	3.0	368.0	1.0	326.0	3.0	12.0	2.0		3.0	6.0		2.0	2.0	58.0	133.0	1.0	58.0			2.0	4.0	129.0	5.0	129.0	1.0	37.0	1.0	3.0	132.0	57.0
NC_072008.2	2::NC_072008.2:1233244-1240831(+)	7587	False	0.6309	2	1.0	1.0	383.0	125.0	5.0	319.0	38.0		67.0	10.0		2.0	1.0	2.0	1.0	1.0	6.0		2.0		53.0			7.0	3.0		1.0	135.0		183.0	4.0		74.0	118.0	2.0	136.0	127.0	3.0	127.0	5.0	61.0	112.0		1.0	7.0		62.0	77.0	65.0	2.0	1.0		1.0	1.0	3.0	1.0	61.0		132.0		
NC_072008.2	1::NC_072008.2:1604463-1613178(+)	8715	False	0.4451	1	191.0	177.0	186.0	4.0	1.0	5.0	119.0	1.0		1.0	2.0	2.0	2.0	1.0		365.0		180.0	1.0	1.0	3.0			2.0						64.0			2.0		1.0	8.0	358.0	2.0	2.0	1.0			5.0	2.0	3.0	1.0	2.0	181.0	184.0	291.0	182.0		183.0	1.0	1.0	186.0					1.0
NC_072008.2	-1::NC_072008.2:1604473-1613047(-)	8574	False	0.4441	1			182.0						1.0	183.0		1.0	3.0		184.0					289.0					4.0						184.0		66.0		359.0	179.0	3.0				185.0					4.0		7.0				361.0			356.0		118.0	5.0		184.0	
NC_072008.2	1::NC_072008.2:107221161-107228673(+)	7512	False	0.5467	1	15.0	24.0	5.0	56.0	36.0	33.0	25.0	91.0	7.0	14.0	59.0	54.0	57.0	8.0	11.0	63.0	31.0	18.0	49.0	11.0	13.0	3.0	22.0	98.0	68.0	216.0	56.0	110.0	13.0	17.0	11.0	11.0	67.0	41.0	20.0	35.0	14.0	24.0	11.0	55.0	68.0	2.0	21.0	63.0	33.0	42.0	2.0	5.0	2.0	88.0	9.0	11.0	45.0	41.0	68.0	138.0	166.0	52.0	69.0	1.0	6.0
NC_072008.2	-3::NC_072008.2:162571334-162581726(-)	10392	False	0.5168	0		22.0				1.0	1.0															175.0												1708.0				2.0	1.0	22.0											1532.0										
NC_072008.2	1::NC_072008.2:162571335-162581727(+)	10392	False	0.5167	0												1534.0						1.0							1.0							22.0																				1.0					22.0	1708.0			175.0
NC_072008.2	-2::NC_072008.2:162571341-162581601(-)	10260	False	0.5171	0		1708.0					1.0								1.0					1.0																				1534.0									175.0												
NC_072008.2	2::NC_072008.2:162571354-162581602(+)	10248	False	0.5171	0																	1.0								1.0				175.0			1532.0																									1707.0				
NC_072004.2	-3::NC_072004.2:1917-9495(-)	7578	False	0.4997	0												1.0													2.0							1262.0																									1260.0	1.0			
NC_072004.2	2::NC_072004.2:1918-9496(+)	7578	False	0.4999	0		1261.0					1.0												1.0																					1261.0				1.0							1.0										
NC_072004.2	1::NC_072004.2:47865957-47875614(+)	9657	False	0.3824	0					5.0	3.0				226.0	1.0	1.0	16.0		2.0	3.0	3.0	294.0	2.0		1.0		1.0			1.0	2.0			1.0		201.0	813.0		3.0	1.0				1.0			1.0	1.0	1.0						2.0	1406.0	130.0			1.0	3.0	31.0		62.0	
NC_072004.2	-2::NC_072004.2:47865967-47875672(-)	9705	False	0.383	0		3.0	1.0			6.0	1.0	1.0		128.0	4.0	1.0	3.0	1.0	2.0			421.0	1.0		244.0		3.0	2.0		1.0	1.0		1.0	811.0		294.0	1.0	1.0	3.0			3.0	1.0	3.0	1.0		30.0		4.0			1.0	62.0		1188.0	2.0	1.0	1.0		1.0		1.0	1.0		
NC_072004.2	-1::NC_072004.2:47866010-47875613(-)	9603	False	0.3827	0	2.0	2.0				30.0	3.0	4.0			1.0		1.0	1.0		1.0		1.0			1.0					12.0		65.0				1.0		806.0		3.0		1.0	130.0		2.0		1.0	1417.0						198.0				291.0	224.0		1.0	2.0			
NC_072004.2	3::NC_072004.2:47866016-47875673(+)	9657	False	0.3832	0	14.0	2.0			3.0	2.0	1.0	1.0		1.0		2.0	1.0			1417.0	1.0	1.0	1.0	1.0					806.0	2.0	1.0				1.0				30.0			4.0	224.0		1.0			1.0	2.0	66.0				291.0	1.0			199.0	130.0	2.0	3.0	4.0	2.0		1.0
NC_071994.2	-3::NC_071994.2:914734-929251(-)	14517	False	0.57	1	173.0	34.0	257.0	4.0	81.0	413.0	169.0	32.0	114.0	138.0	289.0	34.0	66.0	46.0	12.0	90.0	26.0	8.0	37.0	26.0	15.0	2.0	10.0	93.0	42.0	20.0	33.0	192.0	104.0	271.0	4.0	14.0	62.0	621.0	3.0	3.0	74.0	49.0	97.0	192.0	140.0	7.0	35.0	250.0	12.0	43.0	26.0	6.0	57.0	14.0	38.0	2.0	76.0	23.0	1.0	11.0	73.0	34.0	29.0	6.0	6.0
NC_071994.2	2::NC_071994.2:1002610-1013347(+)	10737	False	0.6132	2	37.0	8.0	5.0	10.0	14.0	463.0	267.0	9.0	180.0	22.0	15.0	5.0	13.0	8.0	3.0	50.0	3.0	14.0	5.0	1.0	20.0	3.0	7.0	129.0	9.0	4.0	6.0	46.0	13.0	356.0	14.0		92.0	986.0	12.0	11.0	3.0	5.0	133.0	41.0	14.0	3.0	12.0	169.0	5.0	121.0	5.0	1.0	59.0	9.0	5.0	51.0	15.0	8.0	6.0	25.0	8.0	5.0	14.0	15.0	7.0
